આફ્રિકા	Afrika
લોફ્ટસ રોડ સ્ટેડિયમ	Loftus Road
હાથોર્ન્સ	The Hawthorns
રાજાસોરસ	Rajasaurus
સ્ટેડિયમ ઓફ લાઈટ	Stadium of Light
મેષ રાશી	Widder (Tierkreiszeichen)
વર્જિન એટલાંટિક	Virgin Atlantic Airways
અમેરિકન એરલાઇન્સ	American Airlines
વૅલેન્શિયન	Valencianische Sprache
ડોગરી ભાષા	Dogri
મલાલા યુસુફઝઈ	Malala Yousafzai
છત્તીસગઢી ભાષા	Chhattisgarhi
આર્મેનિયાનો રાષ્ટ્રધ્વજ	Flagge Armeniens
બોડો ભાષા	Bodo (Sprache)
ભોજપુરી ભાષા	Bhojpuri
મુઘલ યુગ	Mogulreich
સિકર	Sikar
ઇલાયચી	Grüner Kardamom
કાશ્મીરી ભાષા	Kashmiri
સિમા ગુઆંગ	Sima Guang
ધ્રુવીય રીંછ	Eisbär
કન્નડ ભાષા	Kannada
હાથ	Hand
ઓડિઆ ભાષા	Oriya
નેપાળી ભાષા	Nepali
વસ્તી	Bevölkerung
મણિપુરી ભાષા	Meitei
અસાઈ તાડ	Euterpe oleracea
સંથાલી ભાષા	Santali
નેપાલ ભાષા	Newari
સિંધી ભાષા	Sindhi
કાજુ	Kaschu
ધોધ	Wasserfall
માખણ	Butter
પાબ્લો નેરુદા	Pablo Neruda
કોંકણી ભાષા	Konkani
એલેક્ઝાન્ડર ગ્રેહામ બેલ	Alexander Graham Bell
જ્યોતિષવિદ્યા	Astrologie
સંગીત વાદ્ય	Musikinstrument
બેનઝિર ભુટ્ટો	Benazir Bhutto
ઓક્સફોર્ડ યુનિવર્સિટી	University of Oxford
માર્ગ	Fernstraße
હેલિકોપ્ટર	Hubschrauber
હિપોપોટેમસ	Flusspferd
ગુલાબ	Rosen
દિપડો	Leopard
સાલ્ઝબર્ગ	Salzburg
ગ્રીસની પૌરાણિક માન્યતાઓ	Griechische Mythologie
હોકાયંત્ર	Kompass
ક્ષ-કિરણો	Röntgenstrahlung
પપૈયાં	Papaya
વ્રજ ભાષા	Braj-Bhakha
વિશ્વ કુસ્તી મનોરંજન	WWE
ટીટીકાકા સરોવર	Titicacasee
કોલંબો	Colombo
મદીના	Medina
રેસલમેનિયા	WrestleMania
કેમ્બ્રિજ વિશ્વવિદ્યાલય	University of Cambridge
જરથુષ્ટ્ર	Zarathustra
રાઈટ બંધુઓ	Brüder Wright
હેક્ટર	Hektar
બાપ્તિસ્મા (બૅપ્ટિઝમ)	Taufe
ફુગાવો	Inflation
અરાલ સમુદ્ર	Aralsee
લામ્બોરગીની	Lamborghini
લેન્ડ રોવર	Land Rover
વાંસ	Bambuseae
સૌંદર્ય શાસ્ત્ર	Ästhetik
કોકોસ (કીલીંગ) દ્વીપ	Kokosinseln
પિસ્તા	Pistazie
ક્વીન્સલેન્ડ	Queensland
મિનેપોલિસ	Minneapolis
મૈથિલી ભાષા	Maithili
અંજીર	Echte Feige
મિઝો ભાષા	Mizo (Sprache)
માર્ક ઝકરબર્ગ	Mark Zuckerberg
મલયાલમ ભાષા	Malayalam
જીવનચરિત્ર	Biografie
રેશમ માર્ગ	Seidenstraße
તાઈકવૉન્દો	Taekwondo
ઉંદર	Ratten
દ્વિપદ નામકરણ	Binäre Nomenklatur
પાલિ ભાષા	Pali
રોબર્ટ પેટિસન	Robert Pattinson
સ્વાઇન ફ્લ્યુ	Schweineinfluenza
નખ	Nagel (Anatomie)
મધુબાલા	Madhubala
ઓઝોન	Ozon
જાહેરાત	Werbung
સ્વતંત્રતા	Staatliche Unabhängigkeit
એલેક્ઝાન્ડર ફ્લેમિંગ	Alexander Fleming
સોલોમન	Salomo
યાહૂ!	Yahoo
ફેબ્રુઆરી ૩૦	30. Februar
ઓકલેન્ડ	Auckland
ગુલબર્ગ	Gulbarga
એ કે-૪૭	AK-47
મિથેન	Methan
મરિઉપોલ	Mariupol
ગીઝાનો મહાન પિરામિડ	Cheops-Pyramide
સિંધ	Sindh
વર્તુળનો વ્યાસ	Durchmesser
શિક્ષક	Lehrer
ગો (પ્રોગ્રામિંગ ભાષા)	Go (Programmiersprache)
સેન્ટ્રલ ઇન્ટેલિજન્સ એજન્સી	Central Intelligence Agency
રામાયણ	Ramayana
અક્રોતીરી અને ધેકેલીયા	Akrotiri und Dekelia
મગફળી	Erdnuss
ધુમ્મસ	Nebel
બહુકોણ	Polygon
વેલેન્ટાઇન્સ ડે	Valentinstag
ગલ્ફ વોર	Zweiter Golfkrieg
રેશમ	Seide
મિશ્રધાતુ	Legierung
નિવસન તંત્ર	Ökosystem
રેફ્રિજરેટર	Kühlschrank
ટપાલ ટિકિટ	Briefmarke
શક્કરીયાં	Süßkartoffel
કાર્ટેન (Kärnten)	Kärnten
સમુરાઇ	Samurai
ચિત્રકોટનો ધોધ	Chitrakot-Wasserfall
આશા ભોંસલે	Asha Bhosle
કોલંબિયા, દક્ષિણ કેરોલિના	Columbia (South Carolina)
દેવનાગરી	Devanagari
તરબૂચ	Wassermelone
પવનચક્કી	Windmühle
રિકટર મેગ્નીટયુડ સ્કેલ	Richterskala
લેસર	Laser
તાવ	Fieber
આંતરરાષ્ટ્રીય મહિલા દિન	Internationaler Frauentag
વોરાર્લબર્ગ	Vorarlberg
પીઝાનો ઢળતો મિનારો	Schiefer Turm von Pisa
સૂક્ષ્મ અર્થશાસ્ત્ર	Mikroökonomie
લીડ્ઝ	Leeds
હડકવા	Tollwut
કીટ વિજ્ઞાન	Insektenkunde
અતિવાસ્તવવાદ	Surrealismus
દીવાદાંડી	Leuchtturm
માર્કેટિંગ	Marketing
સ્ટીફન કિંગ	Stephen King
રેડિયો સ્ટુડિયો 54 નેટવર્કના	Radio Studio 54 Network
દાયકો	Jahrzehnt
બદામ	Mandelbaum
વેદ	Veda
સિલ્વેસ્ટર સ્ટેલોન	Sylvester Stallone
મેરેથોન	Marathonlauf
ગુડફ્રાઈડે	Karfreitag
રાશી	Tierkreiszeichen
ટેક્લોબેન	Tacloban City
યોહાન	Johannes der Täufer
ઝેર	Gift
અતિસાર	Durchfall
અંદામાન અને નિકોબાર દ્વીપસમૂહ	Andamanen und Nikobaren
પંડિત રામ નારાયણ	Ram Narayan
ઇટાનગર	Itanagar
વેગમાન સંરક્ષણનો નિયમ	Impuls
નાઈટ્સ ટેમ્પ્લર	Templerorden
તરંગલંબાઇ	Wellenlänge
તંજાવુર	Thanjavur
સ્ટેનફોર્ડ યુનિવર્સિટી	Stanford University
ફ્રેન્ક લેમ્પાર્ડ	Frank Lampard
કોથમીર	Echter Koriander
મનોવિષ્લેષણ	Psychoanalyse
ભારતનો રાષ્ટ્રધ્વજ	Flagge Indiens
વંશીય જૂથ	Ethnie
વાર	Wochentag
ચિત્તોડગઢ	Chittorgarh
ઈમાન	Schahāda
એડનની ખાડી	Golf von Aden
મનમોહન સિંહ	Manmohan Singh
રાતો પાંડા	Kleiner Panda
ભિલવાડા જિલ્લો	Bhilwara (Distrikt)
સુરખાબ	Flamingos
સાર્વભૌમત્વ	Souveränität
બકિંગહામ પેલેસ	Buckingham Palace
કછર જિલ્લો	Cachar
યુનિફોર્મ રિસોર્સ લોકેટર	Uniform Resource Locator
ગૂગલ અર્થ	Google Earth
ફાઇલ ટ્રાન્સ્ફર પ્રોટોકોલ	File Transfer Protocol
અંતરનું વિશ્લેષણ	Varianzanalyse
ઊન	Wolle
પીડીએફ	Portable Document Format
નિહારિકા	Nebel (Astronomie)
યુનિવર્સલ સીરિયલ બસ	Universal Serial Bus
તાલિબાન	Taliban
પર્લ	Perl (Programmiersprache)
ઈંધણ (બળતણ)	Brennstoff
હૈલાકાંડી જિલ્લો	Hailakandi (Distrikt)
કરીમગંજ જિલ્લો	Karimganj (Distrikt)
કાર્બી ઓન્ગલોન્ગ જિલ્લો	Karbi Anglong
હળદર	Kurkuma
રણ બિલાડી	Falbkatze
એમપીથ્રી	MP3
જંગલી બિલાડી	Rohrkatze
ચક્તાવાળી બિલાડી	Bengalkatze
ભેંસ	Wasserbüffel
ઉત્તર કછર જિલ્લો	Dima Hasao
દાઢી	Barthaar
સૈગોન એરપોર્ટ	Flughafen Ho Chi Minh Stadt-Long Thanh
કૃષ્ણ	Krishna
નિર્વાણ	Nirwana
આગ્રા	Agra
ચોમાસુ	Monsun
એલર્જી	Allergie
સંક્ષિપ્ત સંદેશ સેવા	Short Message Service
દુકાળ	Dürre
કાળા મરી	Pfeffer
કાશ્મીર	Kaschmir
વિકિપીડિયા:જાણીતા પ્રશ્નો	Hilfe:FAQ
સ્વર્ગીય ગુફા	Thiên-Đường-Höhle
હરિતદ્રવ્ય	Chlorophylle
વીમો	Versicherung (Kollektiv)
ફ્રાન્સનો રાષ્ટ્રધ્વજ	Flagge Frankreichs
સંસ્થા	Organisation
ગેસ્ટાપો	Geheime Staatspolizei
પ્રિન્સ ચાર્લ્સ	Charles, Prince of Wales
ટાઇમ (સામયિક)	Time
લોકગીત	Folk
કાગડો	Raben und Krähen
ડિસ્કવરી ચેનલ	Discovery Channel
ચંડીગઢ	Chandigarh
વરિયાળી	Fenchel
સ્ફટિક	Kristall
મમી	Mumie
હાઇડ્રોકાર્બન	Kohlenwasserstoffe
એપોલો ૧૧	Apollo 11
બર્મુડા ત્રિકોણ	Bermudadreieck
રણદ્વીપ	Oase
ટર્કી	Truthühner
બ્રેમ્પ્ટન, ઓન્ટારીયો	Brampton (Ontario)
જબ તક હૈ જાન	Solang ich lebe
નાગોર્નો-કરબાખ ગણરાજ્ય	Bergkarabach
ધ અંડરટેકર	The Undertaker
જિહાદ	Dschihad
ઉષ્મા	Wärme
મંદિર	Tempel
એલેક્સ ફર્ગ્યુસન	Alex Ferguson
ઝડપી ગોલંદાજી	Fast bowling
અળસી	Gemeiner Lein
કોલ્ડપ્લે	Coldplay
સ્વસ્તિક	Swastika
કંદહાર	Kandahar
નીલગિરી	Eukalypten
એનફિલ્ડ	Anfield
ફણસ	Jackfruchtbaum
માછલીઘર	Aquarium
રાજા આર્થર	Artus
લાલ કિલ્લો	Rotes Fort (Delhi)
આઇ.આઇ.એમ. અમદાવાદ	Indian Institute of Management Ahmedabad
દાદરા અને નગરહવેલી	Dadra und Nagar Haveli
વિદ્યુત ક્ષેત્ર	Elektrisches Feld
ચાર્લ્સ બૅબેજ	Charles Babbage
ફીજી હિન્દી	Fidschi-Hindi
હેરી પોટર એન્ડ ધ ડેથલી હેલોઝ	Harry Potter und die Heiligtümer des Todes
શ્રીમદ્ ભગવદ્ ગીતા	Bhagavad Gita
ઑસ્ટ્રિયાનો રાષ્ટ્રધ્વજ	Flagge Österreichs
અખરોટ	Echte Walnuss
પાલી જિલ્લો	Pali (Distrikt)
ઐશ્વર્યા રાય	Aishwarya Rai
કુ ક્લક્સ ક્લાન	Ku-Klux-Klan
બ્રાહ્મણ	Brahmane
વોરન બફેટ	Warren Buffett
કામસૂત્ર	Kamasutra
હસન	Hassan (Indien)
સ્વામી વિવેકાનંદ	Vivekananda
એકમ	Maßeinheit
ફિબોનાકિ	Fibonacci-Folge
રક્તના પ્રકાર	Blutgruppe
કેથરિન ઝેટા-જોન્સ	Catherine Zeta-Jones
બ્લેક સબાથ	Black Sabbath
પ્રમબનન	Prambanan
મુસલમાન	Muslim
પ્રતિભા પાટીલ	Pratibha Patil
પત્તા	Spielkarte
ફીનલેંડનો રાષ્ટ્રધ્વજ	Flagge Finnlands
લખનૌ	Lucknow
ઢાંચો:Commons category	Vorlage:Commonscat
સિટી ઓફ માન્ચેસ્ટર સ્ટેડિયમ	Etihad Stadium (Manchester)
જર્મનીનો રાષ્ટ્રધ્વજ	Flagge Deutschlands
યુરિયા	Harnstoff
અમૃતસર	Amritsar
આલ્બેનિયાનો રાષ્ટ્રધ્વજ	Flagge Albaniens
ડેડમાઉસ	Deadmau5
ચંદ્રયાન-૧	Chandrayaan-1
ઓર્લાન્ડો, ફ્લોરિડા	Orlando (Florida)
ગજહ મદ	Gajah Mada
પર્યટન	Tourismus
કવિ	Poet
દ્વિસંગી તારો	Doppelstern
માન્ચેસ્ટર સિટી ફૂટબૉલ ક્લબ	Manchester City
ચલ	Variable (Mathematik)
અવયવ	Teilbarkeit
ઢાંચો:Chembox	Vorlage:Infobox Chemikalie
ઢાંચો:Taxobox	Vorlage:Taxobox
ઈથેન	Ethan
જગદ્ગુરુ રામભદ્રાચાર્ય	Rambhadracharya
ઢાંચો:Infobox legislature	Vorlage:Infobox Parlament
હોલો	Türkentaube
સુનીતા વિલિયમ્સ	Sunita Lyn Williams
શ્રેણી:ચલચિત્ર	Kategorie:Filmtitel
રાજ કપૂર	Raj Kapoor
સ્વતંત્રતા દિવસ (ભારત)	Unabhängigkeitstag (Indien)
પ્રણવ મુખર્જી	Pranab Mukherjee
શ્રુતિ	Shruti (Musik)
એસ. એમ. કૃષ્ણ	S. M. Krishna
પંજાબી ભાષા	Panjabi
આદમ અને હવા	Adam und Eva
અરબી સમુદ્ર	Arabisches Meer
પ્રદૂષણ	Umweltverschmutzung
સતના	Satna
સરસ્વતી દેવી	Sarasvati
પરોઠા	Paratha
ઉંબરો (વૃક્ષ)	Feigen
હેઇદી ક્લુમ	Heidi Klum
રજનીકાંત	Rajinikanth
ડેનમાર્કનો રાષ્ટ્રધ્વજ	Flagge Dänemarks
સી. વી. રામન	C. V. Raman
લાતૂર	Latur
નવી મુંબઈ	Navi Mumbai
ટાવર ઓફ લંડન	Tower of London
આરમીન વન બ્યુરન	Armin van Buuren
મૌર્ય વંશ	Maurya-Reich
પિત્તાશય	Gallenblase
વિદ્યુત વિચ્છેદન-વિશ્લેષણ (ઇલેક્ટ્રોલિસિસ)	Elektrolyse
વિનિમય દર	Wechselkurs
જયપુર	Jaipur
કાનપુર	Kanpur
ઈંદોર	Indore
દમણ અને દીવ	Daman und Diu
પૉંડિચેરી	Puducherry (Unionsterritorium)
અસ્થિભંગ	Knochenbruch
હેલ-બોપ ધૂમકેતુ	C/1995 O1 (Hale-Bopp)
ટેટ્રીસ (રમત)	Tetris
મખમલી થડચડ	Samtstirnkleiber
ડેલ્ફી	Delphi
સેમ્યુઅલ મોર્સ	Samuel F. B. Morse
બોરિસ બેકર	Boris Becker
૨૦૦૮ મુંબઈ હુમલો	Anschläge am 26. November 2008 in Mumbai
એમિથિસ્ટ	Amethyst
ચક્રવાત	Zyklon
૩જી	IMT-2000
૪જી મોબાઇલ સેવા	Next Generation Mobile Networks
બેરોમીટર	Barometer
ગિનિ પિગ	Hausmeerschweinchen
અફઘાનિસ્તાનનો રાષ્ટ્રધ્વજ	Flagge Afghanistans
મોર્સ કોડ	Morsezeichen
વિકિપીડિયા:ચકાસણીયોગ્યતા	Wikipedia:Belege
ક્રાઇસ્ટ ધ રિડીમર	Cristo Redentor (Rio de Janeiro)
વારાણસી	Varanasi
ઇથરનેટ	Ethernet
ઓઝોન સ્તર	Ozonschicht
કુંવારપાઠું	Echte Aloe
કેનેડાનો રાષ્ટ્રધ્વજ	Flagge Kanadas
ખાટી આમલી	Tamarindenbaum
કોર્ન	Korn (Band)
પટના	Patna
ભારતીય રૂપિયો	Indische Rupie
ભીંડા	Okra
એપ્રિલ ફૂલ્સ ડે	Aprilscherz
પશુપાલન	Tierhaltung
ભોપાલ	Bhopal
વાકછટા	Rhetorik
જળ ચક્ર	Wasserkreislauf
હોમિયોપેથી	Homöopathie
મગર	Sumpfkrokodil
સ્વચાલિત ગણક યંત્ર (ATM)	Geldautomat
હેરિસન ફોર્ડ	Harrison Ford
ચણા	Kichererbse
ઈન્ટરનેટ પ્રોટોકોલ સ્યુટ	Internetprotokollfamilie
પાલક (ભાજી)	Spinat
ઈસ્ટોનિયાનો રાષ્ટ્રધ્વજ	Flagge Estlands
એન્ડોરાનો રાષ્ટ્રધ્વજ	Flagge Andorras
ઑસ્ટ્રેલિયાનો રાષ્ટ્રધ્વજ	Flagge Australiens
ફાસ્ટ ફૂડ	Fast Food
કાતરા (ઈયળ)	Raupe (Schmetterling)
માંસાહારી	Fleischfresser
હંગેરીનો રાષ્ટ્રધ્વજ	Flagge Ungarns
કાંચનજંઘા	Kangchendzönga
અઝેરબીજાનનો રાષ્ટ્રધ્વજ	Flagge Aserbaidschans
વિરામચિહ્નો	Interpunktion
ઇમેજ સ્કેનર	Scanner (Datenerfassung)
નારાયણ કાર્તિકેયન	Narain Karthikeyan
ચીનનો ઇતિહાસ	Geschichte Chinas
પેટ્રોનાસ જોડિયા ટાવર	Petronas Towers
જન ગણ મન	Jana Gana Mana
ચારોળી (સુકોમેવો)	Charoli
શ્રીનિવાસ રામાનુજન	S. Ramanujan
જાયફળ	Muskatnuss
ઘર ઉંદર	Hausmaus
ટાઇફોઇડ	Typhus
ગુરુનાનક	Nanak Dev
લિક્વિડ ક્રિસ્ટલ ડિસ્પ્લે	Flüssigkristallanzeige
અંગુષ્ઠ	Daumen
શાકાહારી	Vegetarismus
અલ્જીરીયાનો રાષ્ટ્રધ્વજ	Flagge Algeriens
મનાલી	Manali
ઓલ્ડ ટ્રેફોર્ડ	Old Trafford
પર્યાયોક્તિ	Euphemismus
જુડાસ પ્રિસ્ટ	Judas Priest
સુસાન બોયલ	Susan Boyle
શાહજહાં	Shah Jahan
શિમલા	Shimla
કાર્લ લેન્ડસ્ટેઇનર	Karl Landsteiner
પોલેંડબોલ	Polandball
ધ્વનિ પ્રદૂષણ	Lärm
ઢાંચો:Cite book	Vorlage:Literatur
એલિસેઝ એડવેન્ચર્સ ઇન વન્ડરલેન્ડ	Alice im Wunderland
એરિક શ્મિટ	Eric Schmidt
લેરી એલિસન	Larry Ellison
સેર્ગેઈ બ્રિન	Sergey Brin
સુભાષ કાક	Subhash Kak
બોલીવુડ	Hindi-Film
ટ્યૂલિપ	Tulpen
ઇમુ	Großer Emu
ઓએસઆઈ મોડેલ	OSI-Modell
આઈસલેંડનો રાષ્ટ્રધ્વજ	Flagge Islands
ધ હૂ	The Who
ગ્રાન્ડ થેફ્ટ ઓટો ૪	Grand Theft Auto IV
બસ્તર જિલ્લો	Bastar (Distrikt)
દંતેવાડા જિલ્લો	Dantewada (Distrikt)
સ્વાઈન ફલૂ	Pandemie H1N1 2009/10
ઈંડોનેશિયાનો રાષ્ટ્રધ્વજ	Flagge Indonesiens
ગાબોનનો રાષ્ટ્રધ્વજ	Flagge Gabuns
જિબુટીનો રાષ્ટ્રધ્વજ	Flagge Dschibutis
બાઇનૉક્યુલર	Fernglas
સંક્ષિપ્ત શબ્દ	Abkürzung
હોન્ડુરાસનો રાષ્ટ્રધ્વજ	Flagge von Honduras
કેપ વર્દુનો રાષ્ટ્રધ્વજ	Flagge von Kap Verde
ગિની-બિસ્સાઉનો રાષ્ટ્રધ્વજ	Flagge Guinea-Bissaus
હૈતીનો રાષ્ટ્રધ્વજ	Flagge Haitis
વી ફોર વેન્ડેટા	V wie Vendetta (Comic)
ગ્રેનેડાનો રાષ્ટ્રધ્વજ	Flagge Grenadas
બહામાનો રાષ્ટ્રધ્વજ	Flagge der Bahamas
રવિ શંકર	Ravi Shankar
પલ્‍પ ફિક્શન (ફિલ્‍મ)	Pulp Fiction
બાર્બાડોસનો રાષ્ટ્રધ્વજ	Flagge von Barbados
અર્ધ વિરામ	Semikolon
હુક્કો	Shisha
શોર્ટ સેલ	Leerverkauf
છાશ	Buttermilch
મિર્ઝા ગ઼ાલિબ	Mirza Ghalib
માર્કની લખેલી સુવાર્તા	Evangelium nach Markus
રાજ્ય	Gliedstaat
કીટલી	Pfeifkessel
ડો. હરગોવિંદ ખુરાના	Har Gobind Khorana
સટ્ટાખોરી	Spekulation (Wirtschaft)
એ. આર. રહેમાન	A. R. Rahman
હિંગ	Asant
ગિરનારી કાગડો	Dickschnabelkrähe
રાધા	Radha
બિહારના મુખ્યમંત્રીઓ	Liste der Chief Minister von Bihar
કાબર	Hirtenmaina
તમલુક	Tamluk
લેધરબેક કાચબો	Lederschildkröte
અલિસિયા કીઝ	Alicia Keys
ગર્ભનિરોધ	Empfängnisverhütung
સીસમ	Palisander
ગીધ	Geier (Vogel)
ગોલ્ડફિશ	Goldfisch
વેનેસા હજિન્સ	Vanessa Hudgens
વિલુપ્ત જાતિ	Aussterben
અવાજની ઝડપ	Schallgeschwindigkeit
ઝકાત	Zakāt
નીલ્સ હેન્રીક અબૅલ	Niels Henrik Abel
સ્કોર્પિયન્સ (બેન્ડ)	Scorpions
અંગોલાનો રાષ્ટ્રધ્વજ	Flagge Angolas
મીણ	Wachs
સ્લમડોગ મિલિયોનેર	Slumdog Millionär
અવાક	Nachtreiher
ઈરાનનો રાષ્ટ્રધ્વજ	Flagge des Iran
સગર્ભાવસ્થા દરમિયાન ડાયાબિટીસ	Schwangerschaftsdiabetes
આંગણવાડી	Kindergarten
ઍરોસ્મિથ	Aerosmith
મેંગલોર	Mangalore
ઝેક ગણરાજ્યનો રાષ્ટ્રધ્વજ	Flagge Tschechiens
બાંગ્લાદેશનો રાષ્ટ્રધ્વજ	Flagge Bangladeschs
બહાદુર શાહ ઝફર	Bahadur Shah II.
સંત રવિદાસ નગર જિલ્લો	Sant Ravidas Nagar
સમઘટકતા	Isomerie
ચરબી	Fette
શિયાળ	Goldschakal
ઇન્દ્ર	Indra
ભારતના ભાગલા	Teilung Indiens
ગ્રીસનો રાષ્ટ્રધ્વજ	Flagge Griechenlands
મિથુન રાશી	Zwillinge (Tierkreiszeichen)
હ્યુજ જેકમેન	Hugh Jackman
યતી (હિમ માનવ)	Yeti
૧૮૫૭નો ભારતીય વિપ્લવ	Indischer Aufstand von 1857
પ્રસાદ	Prasad
ગદા	Gada (Keule)
જ્યોર્જ માઇકલ	George Michael
જાપાનનો ઇતિહાસ	Geschichte Japans
ઇજિપ્તનો રાષ્ટ્રધ્વજ	Flagge Ägyptens
બહેરીનનો રાષ્ટ્રધ્વજ	Flagge Bahrains
આર્જેન્ટીનાનો રાષ્ટ્રધ્વજ	Flagge Argentiniens
અન્ના કુર્નિકોવા	Anna Sergejewna Kurnikowa
વાયુનું પ્રદૂષણ	Luftverschmutzung
ચીનનો રાષ્ટ્રધ્વજ	Flagge der Volksrepublik China
શરીર વજન અનુક્રમ	Body-Mass-Index
અક્ષય વિકાસ	Nachhaltige Entwicklung
સૌંદર્ય પ્રસાધનો	Kosmetik
મસુર	Linse (Botanik)
લક્ષ્મી	Lakshmi
વિદ્યુતજનીન	Elektrischer Generator
એસોટેરિક (અમુક વ્યક્તિઓ જ સમજી શકે તેવું)	Esoterik
મંત્ર	Mantra
બૂમરેંગ	Bumerang
ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Liste der Bundesstaaten und Unionsterritorien in Indien
ઉચિત વપરાશ	Fair Use
વાડી	Bauernhof
જંતુનાશક	Pestizid
રબર	Gummi
કાલિ	Kali (Göttin)
સાનિયા મિર્ઝા	Sania Mirza
સત્સ્વરૂપદાસ ગોસ્વામી	Satsvarupa das Goswami
ઉત્સવ	Festival
આયુર્વેદ	Ayurveda
અમર્ત્ય સેન	Amartya Sen
રિસાયક્લિંગ	Recycling
જંગલી કૂતરો	Rothund
જીરું	Kreuzkümmel
બેલારુસનો રાષ્ટ્રધ્વજ	Flagge Weißrusslands
યમુના	Yamuna
ડિસ્લેક્સીયા	Legasthenie
ક્રોએશિયાનો રાષ્ટ્રધ્વજ	Flagge Kroatiens
ભારતનો ઇતિહાસ	Geschichte Indiens
અંધવિશ્વાસ	Aberglaube
મેથી	Bockshornklee
કસિનો	Spielbank
કમળો	Ikterus
મરકી	Pest
આધાસિસિ બિમારિ	Migräne
લોબાન	Boswellia sacra
વાઇમેક્સ (WiMAX)	WiMAX
પ્રાથમિક સારવાર	Erste Hilfe
લિંગ ઉત્થાન	Erektion
હીમોફીલિયા	Hämophilie
કન્યા રાશી	Jungfrau (Tierkreiszeichen)
માઇક્રોસોફ્ટ વિઝ્યુઅલ સ્ટુડિયો	Microsoft Visual Studio
રચેલ વેઇઝ	Rachel Weisz
તુલા રાશી	Waage (Tierkreiszeichen)
વૃશ્ચિક રાશી	Skorpion (Tierkreiszeichen)
તાઓ તે ચીંગ	Daodejing
ગેમ્બિયાનો રાષ્ટ્રધ્વજ	Flagge Gambias
એન્ટિગુઆ એન્ડ બાર્બુડાનો રાષ્ટ્રધ્વજ	Flagge von Antigua und Barbuda
સપ્તપર્ણી	Alstonia scholaris
ભારતની ભાષાઓની સૂચી	Sprachen Indiens
ગૂગલ અનુવાદ	Google Übersetzer
ઝીપ કોડ	ZIP-Code
ચિત્રલિપિ	Ideographie
અંકશાસ્ત્ર	Zahlensymbolik
દાંતનું ચોકઠું	Zahnersatz
મહાશ્વેતા દેવી	Mahasweta Devi
ડૉ. ઝાકીર હુસૈન	Zakir Hussain (Politiker)
સૂર્યવંશી	Suryavamsha
વિકિપીડિયા:સ્ટબ	Topologie (Rechnernetz)
સાર્ક	Südasiatische Vereinigung für regionale Kooperation
કઠોળ	Hülsenfrucht
પર્યાવરણીય ઇજનેરી	Umweltingenieurwissenschaften
બ્રાન્ડી	Weinbrand
ઘાબાજરીયુ	Schmalblättriger Rohrkolben
હાઉ આઇ મેટ યોર મધર	How I Met Your Mother
હોર્નેડ ગુઆન	Zapfenguan
કાજોલ	Kajol
સુબ્રમણ્યન ચંદ્રશેખર	Subrahmanyan Chandrasekhar
કબડ્ડી	Kabaddi
પેટ બ્યુકેનન	Pat Buchanan
જિલ્લો	Distrikt
અમૃતા શેરગિલ	Amrita Sher-Gil
ચોલ સામ્રાજ્ય	Chola
મદદ:સંપાદન	Hilfe:Seite bearbeiten
પાન્ડુ શામા	Blaumerle
ટાટા નેનો	Tata Nano
લાઇફ ઓફ પાઇ	Life of Pi: Schiffbruch mit Tiger
ઇમરાન ખાન	Imran Khan
ઉઝી	Uzi
સમ્મેત શિખર	Parasnath
કરેણ	Oleander
દિવેલી	Wunderbaum
એમ.પી.૫	HK MP5
આઝાદ હિંદ ફોજ	Indian National Army
રજકો	Luzerne
પેન્શન	Pension (Altersversorgung)
એકેએસ-૭૪યુ	AK-74
મન્ના ડે	Manna Dey
લતા મંગેશકર	Lata Mangeshkar
ડૉ. સર્વપલ્લી રાધાકૃષ્ણન	S. Radhakrishnan
માંકડું	Rhesusaffe
મોહમ્મદ રફી	Mohammed Rafi
કફોત્પાદક ગ્રંથિ	Hypophyse
ઇંગ્લીશ વીલો	Silber-Weide
સાગ	Teakbaum
યુનિલિવર	Unilever
ચાર્લ્સ લુસિઅન બોનાપાર્ટ	Charles Lucien Jules Laurent Bonaparte
રૂખડો (વનસ્પતિ)	Affenbrotbäume
ડેઝા વુ	Déjà-vu
આયેશા ટાકિયા	Ayesha Takia
ગ્વાલિયર	Gwalior
પ્રિયંકા ચોપરા	Priyanka Chopra
વિદ્યા બાલન	Vidya Balan
નરગીસ	Nargis
દીપિકા પદુકોણે	Deepika Padukone
માધ્યમિક શાળા	Weiterführende Schule
ડચ ઇસ્ટ ઇંડિયા કંપની	Niederländische Ostindien-Kompanie
સિંહ રાશી	Löwe (Tierkreiszeichen)
કેમરૂનનો રાષ્ટ્રધ્વજ	Flagge Kameruns
સંયુક્ત રાષ્ટ્રસંઘના સભ્ય દેશોની યાદી	Mitgliedstaaten der Vereinten Nationen
બોલપેન	Kugelschreiber
રામ	Rama (Mythologie)
કોલમ્બિયાનો રાષ્ટ્રધ્વજ	Flagge Kolumbiens
મહમદ અલી ઝીણા	Muhammad Ali Jinnah
ફુદીનો	Acker-Minze
લંડન આઇ (વિરાટ ચકડોળ)	London Eye
ઘાનાનો રાષ્ટ્રધ્વજ	Flagge Ghanas
ચિત્તભ્રમણા	Delirium
ચીલીનો રાષ્ટ્રધ્વજ	Flagge Chiles
પેચીયું (સ્ક્રૂ ડ્રાઇવર)	Schraubendreher
