Yn Affrick	Afrika
Ronney:Ymmydeyr eo-1	Kategorie:User eo-1
Ronney:Ymmydeyr eo-3	Kategorie:User eo-3
Ronney:Ymmydeyr es	Kategorie:User es
Ronney:Ymmydeyr es-1	Kategorie:User es-1
Clowan:Çheeraghyn yn Unnaneys Oarpagh	Vorlage:Navigationsleiste EU-Staaten
Ronney:Ymmydeyr es-2	Kategorie:User es-2
Ronney:Ymmydeyr es-4	Kategorie:User es-4
Ronney:Ymmydeyr es-N	Kategorie:User es-M
Ronney:São Tomé as Príncipe	Kategorie:São Tomé und Príncipe
Ronney:Ymmydeyr fa	Kategorie:User fa
Ronney:Ymmydeyr fa-1	Kategorie:User fa-1
Ronney:Ymmydeyr fi	Kategorie:User fi
Ronney:Ymmydeyr fi-N	Kategorie:User fi-M
Ronney:Ymmydeyr ga-3	Kategorie:User ga-3
Ronney:Ellanree 'sy Cheayn Sheealtagh	Kategorie:Inselgruppe (Pazifischer Ozean)
Ronney:1680yn	Kategorie:1680er
Ronney:Ymmydeyr he	Kategorie:User he
Ronney:Ymmydeyr he-3	Kategorie:User he-3
Ronney:Ymmydeyr hr-1	Kategorie:User hr-1
Ronney:Ymmydeyr hsb	Kategorie:User hsb
Ronney:Ymmydeyr hsb-3	Kategorie:User hsb-3
Ronney:Baljyn 'sy Rhine Hwoaie-Westfalen	Kategorie:Ort in Nordrhein-Westfalen
Ronney:Sheshengoaylleeaght	Kategorie:Soziolinguistik
Ronney:Gansu	Kategorie:Gansu
Clowan:Ymmydeyr la-3	Vorlage:User la-3
Ronney:Limmeragh	Kategorie:Limerick
Ronney:Ewnish	Kategorie:Hebräisch
Yn Anglicaanaght	Anglikanismus
Ronney:Sleityn 'syn Antarctagh	Kategorie:Berg in Antarktika
Ronney:Baaseyn 'sy vlein 1904	Kategorie:Gestorben 1904
Clowan:Lang-lv	Vorlage:LvS
Ronney:Politickaght rere çheer	Kategorie:Politik nach Staat
Ronney:Çheer-oaylleeaght København	Kategorie:Geographie (Kopenhagen)
Ronney:Ymmydeyr pl-N	Kategorie:User pl-M
Ronney:Ymmydeyr pt-1	Kategorie:User pt-1
Ronney:Çheer-oaylleeaght ny Livaan	Kategorie:Geographie (Libanon)
Ronney:Faarkaghyn Cheayn y Jiass	Kategorie:Meer (Südlicher Ozean)
Ronney:Baaseyn 'sy vlein 1852	Kategorie:Gestorben 1852
Ronney:Baaseyn 'sy vlein 1880	Kategorie:Gestorben 1880
Ronney:1812	Kategorie:1812
Ronney:Towse-oaylleeaght	Kategorie:Geometrie
Ronney:Baaseyn 'sy vlein 1942	Kategorie:Gestorben 1942
Clowan:Lang-be	Vorlage:BeS
Ronney:Scannaneyn veih'n vlein 1977	Kategorie:Filmtitel 1977
Ronney:Scannaneyn veih'n vlein 1942	Kategorie:Filmtitel 1942
Ronney:Çheer-oaylleeaght ny Litaan	Kategorie:Geographie (Litauen)
Ronney:Asterales	Kategorie:Asternartige
Clowan:Kishtey fys asslaynt	Vorlage:Infobox ICD
Ronney:Ronnaghyn rere amm	Kategorie:Thema nach Epoche
Ronney:Caayryn ayns Israel	Kategorie:Ort in Israel
Ronney:Cornales	Kategorie:Cornales
Ronney:Thieyn as strughtooryn rere çheer	Kategorie:Bauwerk nach Staat
Ronney:Ymmydeyr it	Kategorie:User it
Ronney:Ymmydeyr it-1	Kategorie:User it-1
Ronney:Malvaceae	Kategorie:Malvaceae
Ronney:Ymmydeyr ko	Kategorie:User ko
Ronney:Steatyn ny Steatyn Unnaneysit	Kategorie:Bundesstaat der Vereinigten Staaten
Ronney:Ymmydeyr ko-1	Kategorie:User ko-1
Ronney:Helsinki	Kategorie:Helsinki
Ronney:Çhengoaylleeaght feamagh	Kategorie:Angewandte Linguistik
Ronney:Vantaa	Kategorie:Vantaa
Ronney:Ymmydeyr la-1	Kategorie:User la-1
Ronney:Ymmydeyr la-3	Kategorie:User la-3
Clowan:Baljaghtyn ayns Soria	Vorlage:Navigationsleiste Gemeinden in der Provinz Soria
Ronney:Çheer-oaylleeaght ny h-Austrail	Kategorie:Geographie (Australien)
Clowan:Cite doi	Vorlage:BibDOI
Clowan:Kishtey fys argid cadjin	Vorlage:Infobox Währungseinheit
Ronney:Volcaanyn	Kategorie:Vulkan
Ronney:Veronica	Kategorie:Ehrenpreis
Ronney:Baaseyn 'sy vlein 1564	Kategorie:Gestorben 1564
Ronney:1521	Kategorie:1521
Ronney:Caayryn as baljyn 'sy Ghreag	Kategorie:Ort in Griechenland
Ronney:Fabales	Kategorie:Fabales
Ronney:1564	Kategorie:1564
Ronney:Derbyshire	Kategorie:Derbyshire
Ronney:Coontae Tiranë	Kategorie:Qark Tirana
Ronney:Baaseyn 'sy 12oo eash	Kategorie:Gestorben (12. Jahrhundert)
Ronney:Queiggaghyn ny Vietnam	Kategorie:Provinz in Vietnam
Ronney:Caayryn as baljyn ayns Lazio	Kategorie:Ort im Latium
Ronney:Aarheynnyn ny Vietnam	Kategorie:Verwaltungsgliederung Vietnams
Ronney:Baljaghtyn 'sy Rhine Hwoaie-Westfalen	Kategorie:Gemeinde in Nordrhein-Westfalen
Ronney:Aarheynnyn reiragh	Kategorie:Verwaltungsgliederung
Ronney:Oaylleeyn sheshoil	Kategorie:Sozialwissenschaftler
Ronney:Eggoaylleeaght ushtee	Kategorie:Gewässerökologie
Ronney:Echinodermata	Kategorie:Stachelhäuter
Ronney:Mooir Azov	Kategorie:Asowsches Meer
Ronney:Çhengaghyn toanagh	Kategorie:Tonsprache
Ronney:Slystyn Israel	Kategorie:Bezirk in Israel
Ronney:Cultoor ny Massadoan	Kategorie:Kultur (Mazedonien)
Ronney:Archaea	Kategorie:Archaeen
Ronney:Baaseyn 'sy vlein 1922	Kategorie:Gestorben 1922
Ronney:Ymmydeyr nn-2	Kategorie:User nn-2
Ronney:Çheer-oaylleeaght Hessen	Kategorie:Geographie (Hessen)
Ronney:Yn Pholaneesh	Kategorie:Polynesien
Clowan:Ymmydeyr gl	Vorlage:User gl
Ronney:Coontae Cheeill Chennee	Kategorie:County Kilkenny
Ronney:Coontae Limmeragh	Kategorie:County Limerick
Ronney:Lettyraght phaitçhyn	Kategorie:Kinderliteratur
Ronney:Aer-lhuingyssyn Faaroagh	Kategorie:Fluggesellschaft (Färöer)
Ronney:Baaseyn 'sy vlein 1827	Kategorie:Gestorben 1827
Ronney:Ymmydeyr ru-1	Kategorie:User ru-1
Clowan:Ardjyn Vretin	Vorlage:Navigationsleiste Bezirke in Wales
Ronney:Baaseyn 'sy vlein 1826	Kategorie:Gestorben 1826
Clowan:Ymmydeyr sv-1	Vorlage:User sv-1
Ronney:Coobee	Kategorie:Kubaner
Ronney:1970yn	Kategorie:1970er
Ronney:1890yn	Kategorie:1890er
Ronney:Queiggey Samara	Kategorie:Oblast Samara
Ronney:Geurey	Kategorie:Winter
Ronney:Greieyn bwoallee	Kategorie:Schlaginstrument
Ronney:Far-skeealaght heanse	Kategorie:Science-Fiction
Ronney:Coloinaghys	Kategorie:Kolonialismus
Ronney:Glassraghyn fraueagh	Kategorie:Wurzelgemüse
Ronney:Buill chummaltagh 'syn Austrail	Kategorie:Ort in Australien
Ronney:Peinteyryn Ollanagh	Kategorie:Niederländischer Maler
Clowan:RA	Vorlage:Rektaszension
Ronney:Baljyn coontae ayns Oklahoma	Kategorie:County Seat in Oklahoma
Ronney:Polynnee	Kategorie:Pole
Ronney:Sostynee	Kategorie:Engländer
Ronney:Baaseyn 'sy vlein 1994	Kategorie:Gestorben 1994
Ronney:Ruggyryn 'sy vlein 1906	Kategorie:Geboren 1906
Ronney:Çheer-oaylleeaght rere çheer	Kategorie:Geographie nach Staat
Ronney:Cummeyderyn kiaulldramey	Kategorie:Komponist (Oper)
Ronney:Faarkaghyn	Kategorie:Meer
Ronney:Çheer-oaylleeaght ny Sheen	Kategorie:Geographie (China)
Ronney:Cummeyderyn rere ashoonaght	Kategorie:Komponist nach Nationalität
Clowan:Abbyrlhit Greagagh	Vorlage:Infobox Griechischer Buchstabe
Ronney:Mee ny Nollick	Kategorie:Dezember
Ronney:Fabaceae	Kategorie:Fabaceae
Ronney:Steatyn Conastit y Vynneeys	Kategorie:Föderierte Staaten von Mikronesien
Ronney:Baljaghtyn ayns San Marino	Kategorie:Castello in San Marino
Tasht-fockle	Wortschatz
Ronney:Solanum	Kategorie:Nachtschatten
Ronney:Sostyn	Kategorie:England
Eeast shliggagh	Schalentier
Ronney:Clougraafeeaght	Kategorie:Typografie
Ronney:Saxifragales	Kategorie:Saxifragales
Clowan:IPA-all	Vorlage:IPA2
Clowan:User id	Vorlage:User id
Ronney:Baaseyn 'sy vlein 2009	Kategorie:Gestorben 2009
Ronney:Niue	Kategorie:Niue
Ronney:Lycaenidae	Kategorie:Bläulinge
Ronney:Rutaceae	Kategorie:Rutaceae
Ronney:Coryssyn rang-oardree	Kategorie:Klassifikation
Clowan:Navbox string handling templates	Vorlage:Navigationsleiste Zeichenketten-Vorlagen
Ronney:Milley bleeantyn	Kategorie:Jahrtausend
Ronney:Commyoonyn ayns Aodoù-an-Arvor	Kategorie:Gemeinde im Département Côtes-d’Armor
Ronney:Baljaghtyn	Kategorie:Gemeinde
Ronney:Rang-oardraghey	Kategorie:Taxonomie
Ronney:Caesalpinioideae	Kategorie:Johannisbrotgewächse
Clowan:Lang-it	Vorlage:ItS
Ronney:Sheanse co-earrooagh	Kategorie:Informatik
Ronney:Genreyn lettyraght	Kategorie:Literaturgattung
Ronney:Ymmydeyr nds	Kategorie:User nds
Ronney:Ymmydeyr nds-1	Kategorie:User nds-1
Ronney:Corys ny Greiney	Kategorie:Sonnensystem
Ronney:Guangdong	Kategorie:Guangdong
Ronney:Shanxi	Kategorie:Shanxi
Ronney:Sichuan	Kategorie:Sichuan
Ronney:Guizhou	Kategorie:Guizhou
Ronney:Liaoning	Kategorie:Liaoning
Ronney:Shaanxi	Kategorie:Shaanxi
Ronney:Anhui	Kategorie:Anhui
Ronney:Jiangxi	Kategorie:Jiangxi
Ronney:Jiangsu	Kategorie:Jiangsu
Ronney:Jilin	Kategorie:Jilin
Ronney:Fujian	Kategorie:Fujian
Ronney:Hainan	Kategorie:Hainan
Ronney:Hebei	Kategorie:Hebei
Ronney:Heilongjiang	Kategorie:Heilongjiang
Clowan:Kishtey fys rheynn-reih	Vorlage:Infobox Wahlkreis
Ronney:Hubei	Kategorie:Hubei
Ronney:2	Kategorie:2
Ronney:3	Kategorie:3
Ronney:1	Kategorie:1
Ronney:Co-heiyderyssyn	Kategorie:Wahlkreis
Ronney:Reagheydyssyn eddyr-ashoonagh	Kategorie:Internationale Organisation
Ronney:Çheer-oaylleeaght fishigagh	Kategorie:Physische Geographie
Ronney:Carthan-oaylleeaght	Kategorie:Entomologie
Ronney:Arthropoda	Kategorie:Gliederfüßer
Ronney:Shirveishee reiltys	Kategorie:Minister
Ronney:Çhynskyl	Kategorie:Industrie
Ronney:37	Kategorie:37
Ronney:Yn Phobblaght Ghominicagh	Kategorie:Dominikanische Republik
Ronney:Scannaneyn paitçhyn	Kategorie:Kinderfilm
Ronney:Ushtey-oaylleeaght	Kategorie:Hydrologie
Ronney:Ushtey	Kategorie:Wasser
Ronney:Stroin	Kategorie:Nase
Ronney:65	Kategorie:65
Ronney:Organeyn keeallagh	Kategorie:Sinnesorgan
Ronney:Yn kione as y mwannal	Kategorie:Kopf
Ronney:Sapindales	Kategorie:Sapindales
Ronney:Ardjyn ny Slovack	Kategorie:Kraj in der Slowakei
Ronney:1000	Kategorie:1000
Ronney:Carnivora	Kategorie:Raubtiere
Ronney:100	Kategorie:100
Ronney:1005	Kategorie:1005
Ronney:Preeu-valjyn aarheynnyn çheerey	Kategorie:Hauptort einer Verwaltungseinheit
Ronney:Kialteenyn	Kategorie:Kirchengebäude
Ronney:Queiggaghyn ny Shillee	Kategorie:Chilenische Provinz
Ronney:Politickaght ny Panamaa	Kategorie:Politik (Panama)
Ronney:Joughinyn	Kategorie:Getränk
Ronney:Oltyn kirpey	Kategorie:Gelenk
Ronney:Baaseyn 'sy vlein 1321	Kategorie:Gestorben 1321
Ronney:Bree aa-noaghey	Kategorie:Erneuerbare Energien
Ronney:Baagh-oaylleeaght	Kategorie:Zoologie
Ronney:Baaseyn 'sy 11d eash	Kategorie:Gestorben (11. Jahrhundert)
Ronney:Baaseyn 'sy vlein 1652	Kategorie:Gestorben 1652
Ronney:Baaseyn 'sy vlein 2005	Kategorie:Gestorben 2005
Ronney:Ruggyryn 'sy vlein 1983	Kategorie:Geboren 1983
Ronney:Buill chummaltagh ayns San Marino	Kategorie:Ort in San Marino
Ronney:Cantoonyn ny h-Elveeish	Kategorie:Kanton (Schweiz)
Ronney:Baaseyn 'sy vlein 1992	Kategorie:Gestorben 1992
Ronney:Ruggyryn 'sy vlein 1992	Kategorie:Geboren 1992
Ronney:600	Kategorie:600
Ronney:Ruggyryn 'sy vlein 1970	Kategorie:Geboren 1970
Ronney:Baaseyn 'sy vlein 1980	Kategorie:Gestorben 1980
Ronney:Baaseyn 'sy vlein 2008	Kategorie:Gestorben 2008
Ronney:Baaseyn 'sy vlein 1986	Kategorie:Gestorben 1986
Ronney:Baaseyn 'sy vlein 1966	Kategorie:Gestorben 1966
Ronney:Ruggyryn 'sy vlein 1984	Kategorie:Geboren 1984
Ronney:Ruggyryn 'sy vlein 1990	Kategorie:Geboren 1990
Ronney:Baaseyn 'sy vlein 1949	Kategorie:Gestorben 1949
Ronney:Ruggyryn 'sy vlein 1974	Kategorie:Geboren 1974
Ronney:Baaseyn 'sy vlein 2007	Kategorie:Gestorben 2007
Ronney:Ruggyryn 'sy vlein 1965	Kategorie:Geboren 1965
Ronney:Ruggyryn 'sy vlein 1940	Kategorie:Geboren 1940
Ronney:Ruggyryn 'sy vlein 1898	Kategorie:Geboren 1898
Ronney:Ruggyryn 'sy vlein 1863	Kategorie:Geboren 1863
Ronney:Spoyrt rere çheer	Kategorie:Sport nach Staat
Ronney:1845	Kategorie:1845
Ronney:Ruggyryn 'sy vlein 1899	Kategorie:Geboren 1899
Ronney:Oklahoma	Kategorie:Oklahoma
Ronney:Ruggyryn 'sy vlein 1915	Kategorie:Geboren 1915
Ronney:Ruggyryn 'sy vlein 1929	Kategorie:Geboren 1929
Ronney:Kiangley kemmigagh	Kategorie:Chemische Bindung
Ronney:Yn Abcaaish	Kategorie:Abchasien
Ronney:Asteroideae	Kategorie:Asteroideen
Ronney:Asphodelaceae	Kategorie:Asphodeloideae
Ronney:Orchidaceae	Kategorie:Orchidaceae
Ronney:Asteraceae	Kategorie:Asteraceae
Ronney:Anacardiaceae	Kategorie:Anacardiaceae
Ronney:Asparagales	Kategorie:Spargelartige
Ronney:Queiggaghyn ny Bulgeyr	Kategorie:Oblast in Bulgarien
Ronney:Lauraceae	Kategorie:Lauraceae
Ronney:Salix	Kategorie:Weiden
Ronney:Salicaceae	Kategorie:Salicaceae
Ronney:Ruggyryn 'sy vlein 1954	Kategorie:Geboren 1954
Ronney:Ronnaghyn rere traa	Kategorie:Zeitliche Systematik
Ronney:Çhengaghyn rere çheer	Kategorie:Sprachsituation einzelner Gebiete
Ronney:Cultoor ny Polynn	Kategorie:Kultur (Polen)
Ronney:Scannaneyn veih'n vlein 1955	Kategorie:Filmtitel 1955
Ronney:Oaylleeaght sheshoil	Kategorie:Sozialwissenschaft
Ronney:Yn Velaroosh	Kategorie:Weißrussland
Ronney:Alberta	Kategorie:Alberta
Ronney:Yn Cholombey Ghoaldagh	Kategorie:British Columbia
Ronney:Ontario	Kategorie:Ontario
Ronney:Nalbin Noa	Kategorie:Nova Scotia
Ronney:New Brunswick	Kategorie:New Brunswick
Ronney:Yukon	Kategorie:Yukon
Ronney:Ellan y Phrinse Edard	Kategorie:Prince Edward Island
Ronney:Manitoba	Kategorie:Manitoba
Ronney:Aarheynnyn ny Canadey	Kategorie:Verwaltungsgliederung Kanadas
Ronney:Massachusetts	Kategorie:Massachusetts
Ronney:Ruggyryn 'sy vlein 1960	Kategorie:Geboren 1960
Ronney:961	Kategorie:961
Ronney:Ruggyryn 'sy vlein 961	Kategorie:Geboren 961
Ronney:Ruggyryn 'sy vlein 1022	Kategorie:Geboren 1022
Ronney:1031	Kategorie:1031
Ronney:Ronnaghyn rere çhengey	Kategorie:Thema nach Sprache
Ronney:Ynsagh 'sy Ghermaan	Kategorie:Bildung in Deutschland
Ronney:1079	Kategorie:1079
Ronney:1093	Kategorie:1093
Ronney:1095	Kategorie:1095
Ronney:1100	Kategorie:1100
Ronney:Ardjyn	Kategorie:Region
Ronney:Yn Oarpey Hiar	Kategorie:Osteuropa
Ronney:Thalloo yn Eeast as Labrador	Kategorie:Neufundland und Labrador
Ronney:Çheeraghyn ny h-Affrick	Kategorie:Staat in Afrika
Ronney:Baaseyn 'sy vlein 1998	Kategorie:Gestorben 1998
Ronney:Ynsagh rere çheer	Kategorie:Bildung nach Staat
Ronney:Sleih rere traa	Kategorie:Person nach Zeit
Ronney:Buill chummaltagh ayns Steat São Paulo	Kategorie:Ort in São Paulo
Ronney:1186	Kategorie:1186
Ronney:Baaseyn 'sy vlein 1186	Kategorie:Gestorben 1186
Mynvreetçhyn	Slip (Kleidung)
Ronney:1200	Kategorie:1200
Clowan:Queiggaghyn as thallooyn ny Canadey	Vorlage:Navigationsleiste Provinzen und Territorien Kanadas
Ronney:Ruggyryn 'sy vlein 1951	Kategorie:Geboren 1951
Ronney:Scannaneyn veih'n vlein 1941	Kategorie:Filmtitel 1941
Ronney:Baaseyn 'sy vlein 1257	Kategorie:Gestorben 1257
Ronney:Baaseyn 'sy vlein 1881	Kategorie:Gestorben 1881
Ronney:Baaseyn 'sy vlein 1882	Kategorie:Gestorben 1882
Ronney:Groningen (caayr)	Kategorie:Groningen
Ronney:1265	Kategorie:1265
Ronney:Ruggyryn 'sy vlein 1265	Kategorie:Geboren 1265
Ronney:1266	Kategorie:1266
Ronney:Çheer-oaylleeaght ny Cashteel as León	Kategorie:Geographie (Kastilien und León)
Ronney:1940yn	Kategorie:1940er
Ronney:1900yn	Kategorie:1900er
Ronney:1910yn	Kategorie:1910er
Ronney:1301	Kategorie:1301
Ronney:1920yn	Kategorie:1920er
Ronney:1930yn	Kategorie:1930er
Ronney:1950yn	Kategorie:1950er
Ronney:1960yn	Kategorie:1960er
Ronney:1303	Kategorie:1303
Ronney:1980yn	Kategorie:1980er
Ronney:1990yn	Kategorie:1990er
Ronney:1305	Kategorie:1305
Ronney:2000yn	Kategorie:2000er
Ronney:2010yn	Kategorie:2010er
Ronney:1306	Kategorie:1306
Ronney:1307	Kategorie:1307
Ronney:1308	Kategorie:1308
Ronney:1309	Kategorie:1309
Ronney:1311	Kategorie:1311
Ronney:1313	Kategorie:1313
Ronney:1314	Kategorie:1314
Clowan:Ymmydeyr gv-4	Vorlage:User gv-4
Ronney:1366	Kategorie:1366
Ronney:Meainyn ceaghlid	Kategorie:Übergangsmetall
Clowan:Ymmydeyr ko-1	Vorlage:User ko-1
Clowan:Ymmydeyr cs	Vorlage:User cs
Ronney:1528	Kategorie:1528
Clowan:Ymmydeyr ru-2	Vorlage:User ru-2
Clowan:Ymmydeyr es-3	Vorlage:User es-3
Ronney:Mart (planaid)	Kategorie:Mars (Planet)
Clowan:Ymmydeyr ja-3	Vorlage:User ja-3
Ronney:1504	Kategorie:1504
Ronney:Ruggyryn 'sy vlein 1451	Kategorie:Geboren 1451
Ronney:Kidrys	Kategorie:Zitrusfrucht
Ronney:1471	Kategorie:1471
Ronney:Ruggyryn 'sy vlein 1471	Kategorie:Geboren 1471
Ronney:1473	Kategorie:1473
Ronney:1475	Kategorie:1475
Ronney:Ruggyryn 'sy vlein 1475	Kategorie:Geboren 1475
Ronney:Ymmydeyr pt-N	Kategorie:User pt-M
Ronney:1490	Kategorie:1490
Ronney:1491	Kategorie:1491
Ronney:Ymmydeyr ro-4	Kategorie:User ro-4
Ronney:Ymmydeyr ru	Kategorie:User ru
Ronney:Ymmydeyr ru-2	Kategorie:User ru-2
Ronney:Ymmydeyr ru-3	Kategorie:User ru-3
Ronney:Ymmydeyr ru-4	Kategorie:User ru-4
Ronney:Baaseyn 'sy vlein 1504	Kategorie:Gestorben 1504
Ronney:Nordland	Kategorie:Nordland
Ronney:Reeghyn as benreinyn y Reeriaght Unnaneysit	Kategorie:Monarch (Vereinigtes Königreich)
Ronney:Ymmydeyr sk-1	Kategorie:User sk-1
Ronney:Ymmydeyr sq	Kategorie:User sq
Ronney:Ymmydeyr sq-1	Kategorie:User sq-1
Ronney:Ruggyryn 'sy vlein 1533	Kategorie:Geboren 1533
Ronney:Ymmydeyr sr	Kategorie:User sr
Ronney:Ymmydeyr sr-1	Kategorie:User sr-1
Ronney:1538	Kategorie:1538
Ronney:Ymmydeyr sv-1	Kategorie:User sv-1
Ronney:Ymmydeyr sv-3	Kategorie:User sv-3
Ronney:Ymmydeyr sv-N	Kategorie:User sv-M
Ronney:1557	Kategorie:1557
Ronney:Baaseyn 'sy vlein 1557	Kategorie:Gestorben 1557
Ronney:1593	Kategorie:1593
Ronney:1600	Kategorie:1600
Ronney:1603	Kategorie:1603
Ronney:Baaseyn 'sy vlein 1603	Kategorie:Gestorben 1603
Ronney:1608	Kategorie:1608
Ronney:1621	Kategorie:1621
Ronney:1632	Kategorie:1632
Ronney:Ymmydeyr uk-2	Kategorie:User uk-2
Ronney:Ymmydeyr uk-4	Kategorie:User uk-4
Ronney:1639	Kategorie:1639
Ronney:Baaseyn 'sy vlein 1639	Kategorie:Gestorben 1639
Clowan:Caslys-çheerey soiaghey Île de France	Vorlage:Positionskarte Frankreich Île-de-France
Ronney:1675	Kategorie:1675
Ronney:Baaseyn 'sy vlein 1675	Kategorie:Gestorben 1675
Ronney:Ruggyryn 'sy vlein 1678	Kategorie:Geboren 1678
Ronney:1685	Kategorie:1685
Ronney:1695	Kategorie:1695
Ronney:Baaseyn 'sy vlein 1695	Kategorie:Gestorben 1695
Ronney:1697	Kategorie:1697
Ronney:Ruggyryn 'sy vlein 1701	Kategorie:Geboren 1701
Ronney:Mannin	Kategorie:Isle of Man
Ronney:1723	Kategorie:1723
Ronney:Shandong	Kategorie:Shandong
Ronney:Yunnan	Kategorie:Yunnan
Ronney:Zhejiang	Kategorie:Zhejiang
Ronney:Qinghai	Kategorie:Qinghai
Ronney:Henan	Kategorie:Henan
Ronney:Hunan	Kategorie:Hunan
Ronney:68	Kategorie:68
Ronney:Scannaneyn veih'n vlein 1981	Kategorie:Filmtitel 1981
Clowan:Lang	Vorlage:Lang
Ronney:Baaseyn 'sy vlein 1969	Kategorie:Gestorben 1969
Ronney:Ellyneyryn rere ashoonaght	Kategorie:Künstler nach Staat
Ronney:Ruggyryn 'sy vlein 1881	Kategorie:Geboren 1881
Ronney:Ellynyn rere çheer	Kategorie:Kunst nach Staat
Ronney:Madrid	Kategorie:Madrid
Ronney:München	Kategorie:München
Clowan:Nah eash	Vorlage:Erdzeitalter:Nächstes
Ronney:Prunus	Kategorie:Prunus (Rosengewächse)
Ronney:Baljaghtyn 'sy Ghermaan	Kategorie:Gemeinde in Deutschland
Ronney:Ruggyryn 'sy vlein 1944	Kategorie:Geboren 1944
Clowan:Ymmydeyr ro-1	Vorlage:User ro-1
Ronney:Ruggyryn 'sy vlein 1932	Kategorie:Geboren 1932
Ronney:Ruggyryn 'sy vlein 1934	Kategorie:Geboren 1934
Ronney:Ruggyryn 'sy vlein 1935	Kategorie:Geboren 1935
Ronney:Biljyn	Kategorie:Baum
Ronney:Ruggyryn 'sy 10oo eash	Kategorie:Geboren (10. Jahrhundert)
Ronney:Ruggyryn 'sy 11d eash	Kategorie:Geboren (11. Jahrhundert)
Ronney:Ruggyryn 'sy vlein 1031	Kategorie:Geboren 1031
Ronney:Sheshoaylleeaght	Kategorie:Soziologie
Ronney:Magheryn oaylleeagh	Kategorie:Wissenschaft nach Fachgebiet
Ronney:Coryssyn sheshoil	Kategorie:Gesellschaftliches System
Ronney:Ruggyryn 'sy 13oo eash	Kategorie:Geboren (13. Jahrhundert)
Ronney:Ruggyryn 'sy vlein 1491	Kategorie:Geboren 1491
Ronney:Ruggyryn ayns ny 1500yn	Kategorie:Geboren im 16. Jahrhundert
Ronney:Ruggyryn 'sy vlein 1593	Kategorie:Geboren 1593
Ronney:Ruggyryn 'sy vlein 1600	Kategorie:Geboren 1600
Ronney:Ruggyryn 'sy vlein 1621	Kategorie:Geboren 1621
Ronney:Ruggyryn 'sy vlein 1632	Kategorie:Geboren 1632
Ronney:Ruggyryn 'sy vlein 1685	Kategorie:Geboren 1685
Ronney:Ruggyryn 'sy vlein 1723	Kategorie:Geboren 1723
Ronney:Ruggyryn 'sy vlein 1732	Kategorie:Geboren 1732
Ronney:Ruggyryn 'sy vlein 1735	Kategorie:Geboren 1735
Ronney:Ruggyryn 'sy vlein 1743	Kategorie:Geboren 1743
Ronney:Ruggyryn 'sy vlein 1750	Kategorie:Geboren 1750
Ronney:Ruggyryn 'sy vlein 1751	Kategorie:Geboren 1751
Ronney:Ruggyryn 'sy vlein 1756	Kategorie:Geboren 1756
Ronney:Ruggyryn 'sy vlein 1757	Kategorie:Geboren 1757
Ronney:Ruggyryn 'sy vlein 1758	Kategorie:Geboren 1758
Ronney:Ruggyryn 'sy vlein 1767	Kategorie:Geboren 1767
Ronney:Ruggyryn 'sy vlein 1770	Kategorie:Geboren 1770
Ronney:Ruggyryn 'sy vlein 1773	Kategorie:Geboren 1773
Ronney:Ruggyryn 'sy vlein 1775	Kategorie:Geboren 1775
Ronney:Ruggyryn 'sy vlein 1782	Kategorie:Geboren 1782
Ronney:Ruggyryn 'sy vlein 1784	Kategorie:Geboren 1784
Ronney:Ruggyryn 'sy vlein 1790	Kategorie:Geboren 1790
Ronney:Ruggyryn 'sy vlein 1791	Kategorie:Geboren 1791
Ronney:Ruggyryn 'sy vlein 1795	Kategorie:Geboren 1795
Ronney:Ruggyryn 'sy vlein 1799	Kategorie:Geboren 1799
Ronney:Ruggyryn 'sy vlein 1800	Kategorie:Geboren 1800
Ronney:Ruggyryn 'sy vlein 1804	Kategorie:Geboren 1804
Ronney:Ruggyryn 'sy vlein 1807	Kategorie:Geboren 1807
Ronney:Ruggyryn 'sy vlein 1808	Kategorie:Geboren 1808
Ronney:Ruggyryn 'sy vlein 1809	Kategorie:Geboren 1809
Ronney:Ruggyryn 'sy vlein 1810	Kategorie:Geboren 1810
Ronney:Ruggyryn 'sy vlein 1813	Kategorie:Geboren 1813
Ronney:Ruggyryn 'sy vlein 1815	Kategorie:Geboren 1815
Ronney:Ruggyryn 'sy vlein 1818	Kategorie:Geboren 1818
Ronney:Ruggyryn 'sy vlein 1819	Kategorie:Geboren 1819
Ronney:Ruggyryn 'sy vlein 1820	Kategorie:Geboren 1820
Ronney:Ruggyryn 'sy vlein 1822	Kategorie:Geboren 1822
Ronney:Ruggyryn 'sy vlein 1824	Kategorie:Geboren 1824
Ronney:Ruggyryn 'sy vlein 1831	Kategorie:Geboren 1831
Ronney:Ruggyryn 'sy vlein 1832	Kategorie:Geboren 1832
Ronney:Ruggyryn 'sy vlein 1833	Kategorie:Geboren 1833
Ronney:Ruggyryn 'sy vlein 1840	Kategorie:Geboren 1840
Ronney:Ruggyryn 'sy vlein 1841	Kategorie:Geboren 1841
Ronney:Ruggyryn 'sy vlein 1843	Kategorie:Geboren 1843
Ronney:Ruggyryn 'sy vlein 1848	Kategorie:Geboren 1848
Ronney:Ruggyryn 'sy vlein 1852	Kategorie:Geboren 1852
Ronney:Ruggyryn 'sy vlein 1853	Kategorie:Geboren 1853
Ronney:Ruggyryn 'sy vlein 1855	Kategorie:Geboren 1855
Ronney:Ruggyryn 'sy vlein 1857	Kategorie:Geboren 1857
