Aprika	Afrika
Simon Cowell	Simon Cowell
Murashi	Muraschi
Glikolisis	Glykolyse
Neurotransmitter	Neurotransmitter
Paningin	Visuelle Wahrnehmung
Murom	Murom
Mtsensk	Mzensk
Myshkin	Myschkin
Atlas (kalipunan ng mapa)	Atlas (Kartografie)
Negueb	Negev
Dezhou	Dezhou
Tuldik	Diakritisches Zeichen
Papa Eutiquiano	Eutychianus
Lipad 2937 ng Bashkirian Airlines	Flugzeugkollision von Überlingen
Akron, Ohio	Akron
Kay Khosrow	Kai Chosrau (Mythologie)
Sonia Gandhi	Sonia Gandhi
Tuatara	Brückenechsen
Lehiyong Romano	Römische Legion
Canaan (ng Bibliya)	Kanaan
Ezra Pound	Ezra Pound
Pipeta	Pipette
William Shockley	William Bradford Shockley
Papa Sixto IV	Sixtus IV.
2876 Aeschylus	(2876) Aeschylus
Derry	Derry
Counter-Strike	Counter-Strike
Ramenskoye	Ramenskoje
Ulupong (Viperidae)	Vipern
Crozet, Ain	Crozet (Ain)
Légion d'Honneur	Ehrenlegion
Satiro	Satyr
Samahang hindi pangkalakalan	Non-Profit-Organisation
Vinson Massif	Mount Vinson
Tambuling Pranses	Horn (Musikinstrument)
Jiujitsu	Jiu Jitsu
St Peter's College, Auckland	St Peter’s College (Auckland)
Papa Benedicto II	Benedikt II.
Yip man	Yip Man
Navashino	Nawaschino
Navoloki	Nawoloki
Eskorbuto	Skorbut
The Dark Knight (pelikula)	The Dark Knight
Ageo, Saitama	Ageo
Francisco Javier	Franz Xaver
Amorseko (Digitaria)	Fingerhirsen
Adonis	Adonis
Severin, Alemanya	Severin (Domsühl)
Nazran	Nasran
Nazyvayevsk	Nasywajewsk
Naro-Fominsk	Naro-Fominsk
Tiananmen Square	Tian’anmen-Platz
Brandi Carlile	Brandi Carlile
Helen ng Troya	Helena (Mythologie)
Armin Mueller-Stahl	Armin Mueller-Stahl
Mark Wahlberg	Mark Wahlberg
Twilight (album)	Dämmerung
Musikolohiya	Musikwissenschaft
Kawasaki, Kanagawa	Kawasaki (Kanagawa)
Rehiyon ng Kansai	Kinki
Santa Ana	Anna (Heilige)
Xiphias gladius	Schwertfisch
David Koechner	David Koechner
Shinkansen	Shinkansen
Karanasan	Erfahrung
Thaksin Shinawatra	Thaksin Shinawatra
Victor Ambartsumian	Viktor Hambarzumjan
Henri Cartan	Henri Cartan
Dagat Ross	Rossmeer
Ava Gardner	Ava Gardner
Mobutu Sese Seko	Mobutu Sese Seko
The Fame Monster	The Fame Monster
Born This Way	Born This Way (Album)
Bukol	Abszess
Talaan ng mga medalya sa Palarong Olimpiko sa Tag-init 2012	Medaillenspiegel der Olympischen Sommerspiele 2012
Saplad ng Angat	Angat-Stausee
Ashton Kutcher	Ashton Kutcher
Albert Sabin	Albert Sabin
Initial D	Initial D
Pransiskano	Franziskanische Orden
Bahay-patubuan	Gewächshaus
Paralaks	Parallaxe
Angry Birds	Angry Birds
Papkorn	Popcorn
Bosyo	Struma
Kaharian ng Sardinia	Königreich Sardinien
Petsay	Chinakohl
Mérida, Yucatán	Mérida (Mexiko)
Kim Young-sam	Kim Young-sam
Robert Downey, Jr.	Robert Downey junior
Watawat ng Unyong Sobyet	Flagge der Sowjetunion
Maywood, Ilinoy	Maywood (Illinois)
Pat Hingle	Pat Hingle
Louis VIII ng Pransiya	Ludwig VIII. (Frankreich)
Tatlong Kaharian ng Korea	Drei Reiche von Korea
Wendi McLendon-Covey	Wendi McLendon-Covey
Osteoporosis	Osteoporose
Lalawigan ng Kermān	Kerman (Provinz)
Lalawigan ng Badakhshan	Badachschan
Eudicots	Eudikotyledonen
Hohen Pritz	Hohen Pritz
Patricio ng Irlanda	Patrick von Irland
Ekwasyong Schrödinger	Schrödingergleichung
Baron	Baron
Argonota	Argonautensage
Tobey Maguire	Tobey Maguire
Robert E. Lee	Robert Edward Lee
Papa Bonifacio IX	Bonifatius IX.
Papa Juan XXII	Johannes XXII.
Leucippus	Leukipp
Alikabok	Staub
Araling pangmidya	Medienwissenschaft
Konstable	Konstabler
Saylopon	Xylofon
Nartkala	Nartkala
Star Wars Episode I: The Phantom Menace	Star Wars: Episode I – Die dunkle Bedrohung
Suriang Cervantes	Instituto Cervantes
Nevel	Newel (Pskow)
Nevelsk	Newelsk
Edmund Burke	Edmund Burke
Geosentriko	Geozentrisches Weltbild
Nevinnomyssk	Newinnomyssk
Limnolohiya	Limnologie
Nevyansk	Newjansk
Harem	Harem
Tokorosawa, Saitama	Tokorozawa
Modi'in-Maccabim-Re'ut	Modi’in
Louis VI ng Pransiya	Ludwig VI. (Frankreich)
Espiyonahe	Spionage
Fort Lauderdale, Florida	Fort Lauderdale
Psusennes II	Psusennes II.
Xenopobya	Fremdenfeindlichkeit
Oktagon	Achteck
Camillo Benso, Konde ng Cavour	Camillo Benso von Cavour
Langaw	Stubenfliege
Sopwer na pang-aplikasyon	Anwendungssoftware
Nabari, Mie	Nabari
Pagkakahawa	Infektion
Batman Begins	Batman Begins
Geoffrey Rush	Geoffrey Rush
Alghero	Alghero
Billings, Montana	Billings (Montana)
Emir	Emir
Daniel Day-Lewis	Daniel Day-Lewis
Fox Broadcasting Company	Fox Broadcasting Company
Salmonella typhimurium	Salmonella Typhimurium
Pitong mga kasalanang nakamamatay	Todsünde
Pagkukulay sa litrato	Farbfotografie
Ugnayang pandaigdigan	Internationale Beziehungen
Pamamaraang parlamentaryo	Parlamentarisches Regierungssystem
Otocolobus manul	Manul
Bayabas	Echte Guave
Salaming pampalaki	Lupe
Isidro ng Sevilla	Isidor von Sevilla
Duke	Herzog
Someone Like You (awit ni Adele)	Someone Like You
Nad Tatrou sa blýska	Nad Tatrou sa blýska
Shimanto, Kōchi	Shimanto (Kōchi)
Bulubundukin ng Zagros	Zāgros-Gebirge
Papa Gregorio IV	Gregor IV.
Papa Sixto III	Sixtus III.
Hinlalato	Mittelfinger
Laon, Aisne	Laon
Galis	Krätze
Pom Poko	Pom Poko
Cernusco Lombardone	Cernusco Lombardone
Sidra	Apfelschaumwein
Diplopoda	Doppelfüßer
Antonio ng Padua	Antonius von Padua
Lalawigan ng Nurestan	Nuristan
Aspalto	Bitumen
Jon Voight	Jon Voight
Femme Fatale	Femme Fatale (Album)
Papa Eugenio IV	Eugen IV.
Palasyo ng Kultura at Agham	Kulturpalast (Warschau)
Yokneam	Jokne’am
Tira	Tira (Israel)
Papa Eugenio III	Eugen III.
Rahat	Rahat
Arirang (kalambatang pantelebisyon)	Arirang TV
Ofakim	Ofakim
Perestroika	Perestroika
Paris (Iliada)	Paris (Mythologie)
Netivot	Netiwot
Maoismo	Maoismus
Yavne	Jawne (Stadt)
Nicole Scherzinger	Nicole Scherzinger
Thiruvananthapuram	Thiruvananthapuram
Mister World	Mister World
Nahariya	Naharija
Zavkhan Province	Dsawchan-Aimag
Pamamaga ng mata	Konjunktivitis
Mayonnaise	Mayonnaise
Serotonin	Serotonin
Papa Inocencio IX	Innozenz IX.
Taijiquan	Taijiquan
Bukung-bukong	Sprunggelenk
Orlov, Russia	Orlow (Stadt)
Agham na panghayop	Tierwissenschaften
Qalansawe	Qalansawe
Nes Tziyona	Nes Ziona
Tamra	Tamra
Rosh HaAyin	Rosch haAjin
Tirat Karmel	Tirat Carmel
Umm al-Fahm	Umm al-Fahm
Ptolomeo I Soter	Ptolemaios I.
Sakhnin	Sachnin
Migdal HaEmek	Migdal haEmek
Sikolohiyang pang-ugali	Behaviorismus
Nestorianismo	Nestorianismus
Isdang may baga	Lungenfische
Hikaw	Ohrring
Tukmol	Turteltaube
Uruk	Uruk
Butete	Kaulquappe
Caselle Landi	Caselle Landi
Phallus	Phallus
Maccastorna	Maccastorna
Victor Emmanuel II	Viktor Emanuel II.
Eksponensiyal na punsiyon	Exponentialfunktion
Plinio ang Nakababata	Plinius der Jüngere
Faye Dunaway	Faye Dunaway
Emma Thompson	Emma Thompson
Robert Frost	Robert Frost
Papa Valentino	Valentin (Papst)
Papa Vigilio	Vigilius
Papa Juan II	Johannes II. (Papst)
Papa Simplicio	Simplicius
Tobolsk	Tobolsk
Lalawigan ng Cabinda	Provinz Cabinda
Espiritwalidad	Spiritualität
Anapilaksis	Anaphylaxie
Kanggrena	Gangrän
Sobyet na Sosyalistang Republika ng Kasakistan	Kasachische Sozialistische Sowjetrepublik
Brittany Murphy	Brittany Murphy
Heograpiyang pangkalinangan	Kulturgeographie
Aurochs	Auerochse
Lalawigan ng Semnān	Semnan (Provinz)
Lalawigan ng Aïn Defla	Ain Defla (Provinz)
Jessica Simpson	Jessica Simpson
Ang mga Apat na Maharlikang Katotohanan	Vier Edle Wahrheiten
10 Downing Street	10 Downing Street
Lungsod ng Nara	Nara
Tanod-bayan	Ombudsmann
Albumin	Albumin
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper’s Lonely Hearts Club Band
Moro	Mauren
Papa Inocencio VI	Innozenz VI.
Papa Benedicto XI	Benedikt XI.
Papa Urbano IV	Urban IV.
Ariel	Ariel (Stadt)
Guanine	Guanin
Funimation Entertainment	Funimation
Halo	Gemisch
Zeami Motokiyo	Zeami Motokiyo
Prepektura ng Nagasaki	Präfektur Nagasaki
Edifício Altino Arantes	Edifício do Banespa
Anahí	Anahí (Sängerin)
MATLAB	Matlab
Sebrang bisiro	Zebroide
Karabela	Karavelle
Papa Gregorio XI	Gregor XI.
Papa Martin V	Martin V.
Dinastiyang Hsia	Xia-Dynastie
Pamamahayag ng Karapatan ng Tao at ng Mamamayan	Erklärung der Menschen- und Bürgerrechte
Ikalawang Konsilyong Vaticano	Zweites Vatikanisches Konzil
American Broadcasting Company	American Broadcasting Company
Papa Julio III	Julius III.
Papa Alejandro IV	Alexander IV. (Papst)
Deporestasyon	Entwaldung
San Mateo, Kaliporniya	San Mateo (Kalifornien)
Kate Hudson	Kate Hudson
Wildfire	Waldbrand
Kondehan ng Imperial, Kalipornya	Imperial County
Dekanong Talampas	Dekkan
Hejaz	Hedschas
D.Gray-man	D.Gray-man
Ras al-Khaimah	Ra’s al-Chaima
Valentiniano III	Valentinian III.
Golestān	Golestan
Sikosis	Psychose
Cho Oyu	Cho Oyu
Vetus Latina	Vetus Latina
Saygot	Zygote
Sigurat	Zikkurat
Kapisanan	Zunft
Santa Elena (emperatris)	Helena (Mutter Konstantins des Großen)
Rolling in the Deep	Rolling in the Deep
Boris Godunov	Boris Godunow
Yate	Yacht
Estado ng Simbahan	Kirchenstaat
Apokripa	Apokryphen
Sake	Sake
Tarzan	Tarzan
Jinan	Jinan
Andreas Vesalius	Andreas Vesalius
Papa Bonifacio III	Bonifatius III.
Papa Bonifacio V	Bonifatius V.
Sa‘di	Saadi
Papa Pelagio I	Pelagius I.
Dopamino	Dopamin
Satrapa	Satrap
Lalawigan ng Baghlan	Baglan (Provinz)
Ikalawang Digmaang Sino-Hapones	Zweiter Japanisch-Chinesischer Krieg
Qingdao	Qingdao
Nintendo DS	Nintendo DS
PlayStation Portable	PlayStation Portable
Paliparan ng Can Tho	Flughafen Cần Thơ
Kalakhang Concepción	Gran Concepción
Ahvaz	Ahvaz
Papa Lucio II	Lucius II.
Papa Inocencio II	Innozenz II.
Papa Benedicto XII	Benedikt XII.
Papa Clemente VIII	Clemens VIII. (Papst)
Bisa	Visum
Aluy-oy	Rhythmus (Musik)
Melodiya	Melodie
Sputnik	Sputnik
Nantan, Kyoto	Nantan
Helena Bonham Carter	Helena Bonham Carter
Putik	Schlamm
Felipe V ng Espanya	Philipp V. (Spanien)
Origen	Origenes
Kooperasyong Ekonomiko sa Asya-Pasipiko	Asiatisch-Pazifische Wirtschaftsgemeinschaft
Barkong may layag	Segelschiff
Hamon (pagkain)	Schinken
Gloucester	Gloucester
Papa Sabiniano	Sabinianus (Papst)
Papa Formoso	Formosus
Papa Romano	Romanus (Papst)
Papa Honorio I	Honorius I.
Papa Nicolás I	Nikolaus I. (Papst)
Papa Juan VIII	Johannes VIII. (Papst)
Papa Bonifacio IV	Bonifatius IV.
Ian McKellen	Ian McKellen
Apuleius	Apuleius
Taganrog	Taganrog
Omar Sharif	Omar Sharif
Golgota	Golgota
Kashgar	Kaxgar (Stadt)
Matabang Gasuklay	Fruchtbarer Halbmond
Sarah Jessica Parker	Sarah Jessica Parker
Konseho ng Chalcedon	Konzil von Chalcedon
Birhen	Jungfrau
Silangang Harang	Ostblock
Papa Adeodato I	Adeodatus I.
Papa Benedicto V	Benedikt V.
Lalawigan ng Yazd	Yazd (Provinz)
Lalawigan ng Ilām	Ilam (Provinz)
Alec Baldwin	Alec Baldwin
Qom	Ghom
Helen Hunt	Helen Hunt
Tommy Lee Jones	Tommy Lee Jones
Republika ng Texas	Republik Texas
Supot-uod	Puppe (Insekt)
Bireynato ng Bagong Espanya	Vizekönigreich Neuspanien
New France	Neufrankreich
Edifício Itália	Edifício Itália
Telepatiya	Telepathie
Lungsod ng Chiba	Chiba
Papa Calixto II	Calixt II.
Pagkamalikhain	Kreativität
Laura Pausini	Laura Pausini
Enrico Caruso	Enrico Caruso
Manne Siegbahn	Manne Siegbahn
Corona (Marvel Comics)	Korona (Sonne)
Milagro	Wunder
Kosmogoniya	Kosmogonie
Papa Nicolás III	Nikolaus III. (Papst)
Papa Clemente VI	Clemens VI.
Papa Inocencio V	Innozenz V.
Sobyet na Sosyalistang Republika ng Moldabia	Moldauische Sozialistische Sowjetrepublik
Néstor Kirchner	Néstor Kirchner
Seksolohiya	Sexualwissenschaft
Patubo	Zins
Virtual private network	Virtual Private Network
Robotiks	Robotik
Korona (putong)	Krone
Papa Clemente III	Clemens III. (Papst)
Trebonianus Gallus	Trebonianus Gallus
Toy Story	Toy Story
Opalo	Opal
Papa Alejandro II	Alexander II. (Papst)
Cyclades	Kykladen
Juana I ng Castilla	Johanna (Kastilien)
Gastronomiya	Gastronomie
Papa Celestino II	Coelestin II. (Papst)
Juan Antonio Samaranch	Juan Antonio Samaranch
Pilohenetika	Phylogenese
Blogger	Blogger.com
Asurbanipal	Aššur-bāni-apli
Eugene, Oregon	Eugene (Oregon)
Thalía	Thalía
Papa Celestino IV	Coelestin IV.
Homo	Homo
Seno ng Sityum	Zenon von Kition
Viggo Mortensen	Viggo Mortensen
Doktrinang Truman	Truman-Doktrin
Lalawigan ng Bamyan	Bamiyan
Balensiya	Wertigkeit (Chemie)
Oda Nobunaga	Oda Nobunaga
Labanan sa Trafalgar	Schlacht von Trafalgar
Henry Morton Stanley	Henry Morton Stanley
Sagay	Koralle
Boeing AH-64 Apache	Boeing AH-64
Papa Urbano III	Urban III.
Lunday (bangka)	Kanu
Papa Conón	Konon (Papst)
Aksidente	Unfall
Hayden Panettiere	Hayden Panettiere
Bilady, Bilady, Bilady	Biladi, Biladi, Biladi
Papa Gregorio XIV	Gregor XIV.
Urbano VI	Urban VI.
Ashdod	Aschdod
Syngman Rhee	Rhee Syng-man
Daniel (ng Bibliya)	Daniel (Prophet)
Robert Duvall	Robert Duvall
Jeremy Irons	Jeremy Irons
Matthew Perry	Matthew Perry (Schauspieler)
Ahmaddiya	Ahmadiyya
Bhubaneshwar	Bhubaneswar
Sogdiana	Sogdiana (Sängerin)
Alfred Dreyfus	Alfred Dreyfus
Menelaus	Menelaos
2NE1	2NE1
Jamie Foxx	Jamie Foxx
Nanchang	Nanchang
Tukong ng Guinea	Perlhühner
Georges Cuvier	Georges Cuvier
Thymine	Thymin
Laissez-faire	Laissez-faire
Indibidwalismo	Individualismus
Lalawigan ng Badghis	Badghis
Hentai	Hentai
Puwersang Lorentz	Lorentzkraft
Talang Patnubay	Stille Nacht, heilige Nacht
Galerius	Galerius
Vajrayana	Vajrayana
Chaim Weizmann	Chaim Weizmann
Ilya Ilyich Mechnikov	Ilja Iljitsch Metschnikow
John Malkovich	John Malkovich
Chloroform	Chloroform
Lady and the Tramp	Susi und Strolch
Sulfato	Sulfate
Tyra Banks	Tyra Banks
Nelidovo	Nelidowo
Papa Hilario	Hilarius (Papst)
Papa Silvestre II	Silvester II.
Papa Martin I	Martin I. (Papst)
Papa Adriano III	Hadrian III.
Papa Leo V	Leo V. (Papst)
Papa Sergio III	Sergius III.
Papa Teodoro II	Theodor II. (Papst)
Peterborough	Peterborough
Papa Benedicto III	Benedikt III.
Nerekhta	Nerechta
Bogeyman (komiks)	Butzemann
Neryungri	Nerjungri
Valens	Valens
Nesterov	Nesterow
Bulubunduking Tauro	Taurusgebirge
Rubicon	Rubikon
Neftegorsk, Samara Oblast	Neftegorsk (Samara)
Neftekamsk	Neftekamsk
Ngala-ngala	Gaumen
Neftekumsk	Neftekumsk
Bugatti Veyron	Bugatti Veyron 16.4
Nefteyugansk	Neftejugansk
Neya	Neja
Nizhnevartovsk	Nischnewartowsk
Hilagang Biyetnam	Nordvietnam
Maggie Smith	Maggie Smith
Nizhnekamsk	Nischnekamsk
Fucking, Awstriya	Fucking
Nizhneudinsk	Nischneudinsk
Samuel L. Jackson	Samuel L. Jackson
Nizhniye Sergi	Nischnije Sergi
Nizhny Lomov	Nischni Lomow
Se	Tha (Arabischer Buchstabe)
Antipapa	Gegenpapst
Mga Elemento ni Euclid	Elemente (Euklid)
Sinkretismo	Synkretismus
Papa Juan XXI	Johannes XXI.
Capra (sari)	Ziegen
Papa Clemente IV	Clemens IV.
Papa Juan XII	Johannes XII. (Papst)
Konsilyo ng Trento	Konzil von Trient
Papa Adriano V	Hadrian V.
Nizhnyaya Salda	Nischnjaja Salda
Nizhnyaya Tura	Nischnjaja Tura
Nikolayevsk	Nikolajewsk
Nikolayevsk-na-Amure	Nikolajewsk am Amur
Nikolsk, Vologda Oblast	Nikolsk (Wologda)
Khe	Cha (Arabischer Buchstabe)
Nikolsk, Penza Oblast	Nikolsk (Pensa)
Papa Honorio II	Honorius II. (Papst)
Labanan sa Tours	Schlacht von Tours und Poitiers
Papa Sergio I	Sergius I.
Glasnost	Glasnost
Agronomiya	Pflanzenbauwissenschaft
Santiago de Querétaro	Santiago de Querétaro
Delos	Delos
Ben Kingsley	Ben Kingsley
Alhebrang Boolean	Boolesche Algebra
Analhesiko	Analgetikum
Balintataw	Pupille
Batas ni Gauss	Gaußsches Gesetz
Bagumbayan, Sultan Kudarat	Bagumbayan
Ellen Page	Ellen Page
Miss World	Miss World
Columbio, Sultan Kudarat	Columbio
Esperanza, Sultan Kudarat	Esperanza (Sultan Kudarat)
Awtokrasya	Autokratie
Isulan, Sultan Kudarat	Isulan
Reproduksiyong aseksuwal	Ungeschlechtliche Vermehrung
Kalamansig, Sultan Kudarat	Kalamansig
Siya nawa	Amen
Lambayong, Sultan Kudarat	Lambayong
Lebak, Sultan Kudarat	Lebak
Lutayan, Sultan Kudarat	Lutayan
Anastasius I (emperador)	Anastasios I.
Palimbang, Sultan Kudarat	Palimbang
Kamanyang	Weihrauch
Marvel Comics	Marvel Comics
Pagtitinggal ng pagkain	Lebensmittelkonservierung
Knossos	Knossos
Senador Ninoy Aquino, Sultan Kudarat	Senator Ninoy Aquino
Tacurong	Tacurong City
Jessica Lange	Jessica Lange
Kalubkob	Helm
Anahawan, Katimugang Leyte	Anahawan
Xenarthra	Nebengelenktiere
Bontoc, Katimugang Leyte	Bontoc (Southern Leyte)
Pac-Man (laro)	Pac-Man
Hinunangan, Katimugang Leyte	Hinunangan
Ice Cube	Ice Cube
Hinundayan, Katimugang Leyte	Hinundayan
Libagon, Katimugang Leyte	Libagon
Liloan, Katimugang Leyte	Liloan (Southern Leyte)
Limasawa, Katimugang Leyte	Limasawa
Sukhoi Su-27	Suchoi Su-27
Macrohon, Katimugang Leyte	Macrohon
Malitbog, Katimugang Leyte	Malitbog (Southern Leyte)
Lalanga	Speiseröhre
Padre Burgos, Katimugang Leyte	Padre Burgos (Southern Leyte)
Pintuyan, Katimugang Leyte	Pintuyan
Erkon	Klimaanlage
Saint Bernard, Katimugang Leyte	Saint Bernard
Produktong Cartesian	Kartesisches Produkt
San Francisco, Katimugang Leyte	San Francisco (Southern Leyte)
San Juan, Katimugang Leyte	San Juan (Southern Leyte)
Sobyet na Sosyalistang Republika ng Lituwanya	Litauische Sozialistische Sowjetrepublik
San Ricardo, Katimugang Leyte	San Ricardo
Silago, Katimugang Leyte	Silago
Art Deco	Art déco
Sogod, Katimugang Leyte	Sogod (Southern Leyte)
Bamban ng tainga	Trommelfell
Lalawigan ng Kandahar	Kandahar (Provinz)
Tomas Oppus, Katimugang Leyte	Tomas Oppus
Lalawigan ng Kapisa	Kapisa
Radyos	Radius
Lalawigan ng Helmand	Helmand (Provinz)
Lalawigan ng Faryab	Faryab
Novaya Lyalya	Nowaja Ljalja
Banga, Timog Cotabato	Banga (South Cotabato)
Novoaleksandrovsk	Nowoalexandrowsk
Lake Sebu, Timog Cotabato	Lake Sebu
Novoaltaysk	Nowoaltaisk
Norala, Timog Cotabato	Norala
Novoanninsky	Nowoanninski
Novovoronezh	Nowoworonesch
Polomolok, Timog Cotabato	Polomolok
Santo Niño, Timog Cotabato	Santo Niño (South Cotabato)
Surallah, Timog Cotabato	Surallah
Lalawigan ng Moxico	Provinz Moxico
Papa Adriano II	Hadrian II.
T'boli, Timog Cotabato	T'Boli
Lalawigan ng Kermānshāh	Kermānschāh (Provinz)
Tampakan, Timog Cotabato	Tampakan
Sierra Madre, California	Sierra Madre (Kalifornien)
Papa Félix III	Felix II. (Papst)
Henry Cabot Lodge	Henry Cabot Lodge senior
Tantangan, Timog Cotabato	Tantangan
Tupi, Timog Cotabato	Tupi (South Cotabato)
Changsha	Changsha
Lungsod ng Sorsogon	Sorsogon City
Barcelona, Sorsogon	Barcelona (Sorsogon)
Novodvinsk	Nowodwinsk
Bulan, Sorsogon	Bulan (Sorsogon)
Novozybkov	Nowosybkow
Bulusan, Sorsogon	Bulusan (Sorsogon)
Novokubansk	Nowokubansk
Pamantasang Ebreo ng Herusalem	Hebräische Universität Jerusalem
Casiguran, Sorsogon	Casiguran (Sorsogon)
Castilla, Sorsogon	Castilla (Sorsogon)
Ryazhsk	Rjaschsk
Donsol, Sorsogon	Donsol
Gubat, Sorsogon	Gubat
Irosin, Sorsogon	Irosin
Wilmington, Delaware	Wilmington (Delaware)
Juban, Sorsogon	Juban
Emperador Meiji	Meiji
Magallanes, Sorsogon	Magallanes (Sorsogon)
Matnog, Sorsogon	Matnog
Pilar, Sorsogon	Pilar (Sorsogon)
Abhisit Vejjajiva	Abhisit Vejjajiva
Prieto Diaz, Sorsogon	Prieto Diaz
Santa Magdalena, Sorsogon	Santa Magdalena
Morning Musume	Morning Musume
Hemichordata	Kiemenlochtiere
Enrique Villanueva, Siquijor	Enrique Villanueva
Republika ng Genoa	Republik Genua
Christopher Reeve	Christopher Reeve
Larena, Siquijor	Larena
Lazi, Siquijor	Lazi (Siquijor)
Maria, Siquijor	Maria (Siquijor)
Orfeo	Orpheus
San Juan, Siquijor	San Juan (Siquijor)
Djoser	Djoser
Siquijor, Siquijor	Siquijor (Siquijor)
Inang diwa	Alma Mater
Manetho	Manetho
Alabel, Sarangani	Alabel
Glan, Sarangani	Glan (Sarangani)
Herpetolohiya	Herpetologie
Kiamba, Sarangani	Kiamba
Viet Cong	Nationale Front für die Befreiung Südvietnams
Sanger, Kaliporniya	Sanger (Kalifornien)
Maasim, Sarangani	Maasim
Madeleine Albright	Madeleine Albright
Maitum, Sarangani	Maitum
Malapatan, Sarangani	Malapatan
Malungon, Sarangani	Malungon
Supot ng bayag	Hodensack
Alcantara, Romblon	Alcantara (Romblon)
Banton, Romblon	Banton (Romblon)
Cajidiocan, Romblon	Cajidiocan
Calatrava, Romblon	Calatrava (Romblon)
Madagascar (pelikula)	Madagascar
Concepcion, Romblon	Concepcion (Romblon)
Corcuera, Romblon	Corcuera (Romblon)
Apoptosis	Apoptose
Agorapobya	Agoraphobie
Ferrol, Romblon	Ferrol (Romblon)
Moby-Dick	Moby-Dick
Looc, Romblon	Looc (Romblon)
Magdiwang, Romblon	Magdiwang
Odiongan, Romblon	Odiongan
Sakong	Ferse
Romblon, Romblon	Romblon (Romblon)
San Agustin, Romblon	San Agustin (Romblon)
San Andres, Romblon	San Andres (Romblon)
San Fernando, Romblon	San Fernando (Romblon)
Aklat ni Amos	Buch Amos
San Jose, Romblon	San Jose (Romblon)
Lungsod ng Shizuoka	Shizuoka
Basidiomycota	Ständerpilze
Santa Fe, Romblon	Santa Fe (Romblon)
Santa Maria, Romblon	Santa Maria (Romblon)
Ascomycota	Schlauchpilze
Aklat ni Abdias	Buch Obadja
Lalaugan	Pharynx
Allen, Hilagang Samar	Allen (Northern Samar)
Mahmud II	Mahmud II.
Biri, Hilagang Samar	Biri (Northern Samar)
Lumang Mundo	Alte Welt
Up	Oben
Bobon, Hilagang Samar	Bobon
Jeff Bridges	Jeff Bridges
Elehiya	Elegie
Capul, Hilagang Samar	Capul
Pagpapasuso	Stillen
Castell'Azzara	Castell’Azzara
Catarman, Hilagang Samar	Catarman (Northern Samar)
Catubig, Hilagang Samar	Catubig
Gamay, Hilagang Samar	Gamay (Northern Samar)
Laoang, Hilagang Samar	Laoang
Belisarius	Belisar
Nina Simone	Nina Simone
Lapinig, Hilagang Samar	Lapinig
Carlentini	Carlentini
Basilica Minore de San Sebastian	Basílica de San Sebastián (Manila)
Itō Hirobumi	Itō Hirobumi
Las Navas, Hilagang Samar	Las Navas
Sikolohiyang pangkaunlaran	Entwicklungspsychologie
Lavezares, Hilagang Samar	Lavezares
Milena (town)	Milena (Sizilien)
Umm al-Qaiwain	Umm al-Qaiwain
Lope de Vega, Hilagang Samar	Lope de Vega (Northern Samar)
Mapanas, Hilagang Samar	Mapanas
Mondragon, Hilagang Samar	Mondragon (Northern Samar)
Palapag, Hilagang Samar	Palapag
Pambujan, Hilagang Samar	Pambujan
Marcus Crassus	Marcus Licinius Crassus
Novokuybyshevsk	Nowokuibyschewsk
Rosario, Hilagang Samar	Rosario (Northern Samar)
Novomichurinsk	Nowomitschurinsk
Cybill Shepherd	Cybill Shepherd
Novomoskovsk, Russia	Nowomoskowsk (Russland)
San Antonio, Hilagang Samar	San Antonio (Northern Samar)
San Isidro, Hilagang Samar	San Isidro (Northern Samar)
Pook na rural	Ländlicher Raum
Novopavlovsk	Nowopawlowsk
San Jose, Hilagang Samar	San Jose (Northern Samar)
Novorzhev	Noworschew
San Roque, Hilagang Samar	San Roque (Northern Samar)
San Vicente, Hilagang Samar	San Vicente (Northern Samar)
Hekatonkheires	Hekatoncheiren
Novosil	Nowosil
Silvino Lobos, Hilagang Samar	Silvino Lobos
Victoria, Hilagang Samar	Victoria (Northern Samar)
Felis margarita	Sandkatze
Novosokolniki	Nowosokolniki
Novotroitsk	Nowotroizk
Portada:Kasaysayan	Portal:Geschichte
Novouzensk	Nowousensk
Novoulyanovsk	Nowouljanowsk
Pandaigdigang Lupong Paralimpiko	Internationales Paralympisches Komitee
Novouralsk	Nowouralsk
Nogaredo	Nogaredo
Novokhopyorsk	Nowochopjorsk
Novocheboksarsk	Nowotscheboksarsk
Trakeya ng bertebrado	Luftröhre
Novocherkassk	Nowotscherkassk
Yevlakh	Yevlax (Stadt)
Novy Urengoy	Nowy Urengoi
Noginsk	Noginsk
Nolinsk	Nolinsk
Norilsk	Norilsk
Noyabrsk	Nojabrsk
Nurlat	Nurlat
Matt Damon	Matt Damon
Nytva	Nytwa
Nyurba	Njurba
Nyagan	Njagan
Nyandoma	Njandoma
Obluchye	Oblutschje
Obninsk	Obninsk
Montague, California	Montague (Kalifornien)
Ob (town)	Ob (Stadt)
Odintsovo	Odinzowo
Ozherelye	Oscherelje
Nagsasariling Sosyalistikong Republikang Soviet ng Yakut	Jakutische Autonome Sozialistische Sowjetrepublik
Ozyorsk, Kaliningrad Oblast	Osjorsk (Kaliningrad)
Ozyorsk, Chelyabinsk Oblast	Osjorsk (Tscheljabinsk)
