Αφρική	Afrika
KTurtle	KTurtle
Youthanasia	Youthanasia
Οκινάουα	Okinawa Hontō
Εισαγγελέας	Staatsanwalt
Κονγκεσάνγκεν	Kongesangen
Κιρούντο (επαρχία)	Kirundo (Provinz)
Καζάμα	Kasama
Νέστορ Ρόσι	Néstor Rossi
Μόρβα	Staupe
Νιοστή ρίζα	Wurzel (Mathematik)
Ελληνικό σφενδάμι	Griechischer Ahorn
Αντόνιο Καρατόνι	Antonio Carattoni
842 Κέρστιν	(842) Kerstin
Μάχη του φρουρίου Ντόνελσον	Schlacht um Fort Donelson
Μάρκελλος επίτροπος της Ιουδαίας	Marcellus (Präfekt von Judäa)
Εμπόριο	Handel
Σταθμός Σατλέ (Μετρό Παρισιού)	Châtelet (Métro Paris)
Νήσος Πρίγκηπα Ουαλίας (Αλάσκα)	Prince-of-Wales-Insel (Alaska)
Πύρινος Εφιάλτης	Maskierte Herzen
Αντόνιο Κόντε (ξιφομάχος)	Antonio Conte (Fechter)
Εθνική Ολλανδίας U17 (ποδόσφαιρο ανδρών)	Niederländische Fußballnationalmannschaft (U-17-Junioren)
Σαλιαγκός Αντιπάρου	Saliagos
Αντόνιο Ντέιβις	Antonio Davis
Αντόνιο ντι Τζενάρο	Antonio Di Gennaro
Βίκτωρας της Τοννένας	Victor von Tunnuna
Οξείδιο του θείου	Schwefeloxide
Down to Earth (άλμπουμ του Ozzy)	Down to Earth (Ozzy-Osbourne-Album)
Taste	Taste (Band)
Sinclair QL	Sinclair QL
Μελάμποδας	Melampus (Seher)
Πάρνωνας	Parnon-Gebirge
Sinclair ZX80	Sinclair ZX80
Εθνικός ύμνος του Σάο Τομέ και Πρίνσιπε	Independência total
Αντώνιος Α΄ Ατσαγιόλι	Antonio I. Acciaiuoli
Κύπελλο Ιντερτότο ΟΥΕΦΑ 2004	UEFA Intertoto Cup 2004
Ιθώμη	Ithomi (Berg)
Θούριοι	Thurioi
ΚΝ Ουνιβερσιδάδ Σαν Μαρτίν	Club Deportivo Universidad San Martín de Porres
Έρισκι	Eriskay
Βατομουριά	Rubus
Ότσο Ρίος	Ocho Rios
Κύρος	Kyros
Τέρο Σασάνα	BEC-Tero Sasana
Ρικάρδο Μάνγκε Ομπάμα Νφουμπέα	Ricardo Mangue Obama Nfubea
Βάσαλουντς ΙΦ	Vasalunds IF
Οργανισμός Σιδηροδρόμων Ελλάδας	Organismos Sidirodromon Ellados
Belau rekid	Belau loba klisiich er a kelulul
Σπορτ Μπόις	Sport Boys
Βανθ (δορυφόρος)	Vanth (Mond)
Τόνι Σερβίλλο	Toni Servillo
Η Μανόν των Πηγών	Manons Rache
Κλουμπ Νασιονάλ	Club Nacional
Σομπάτελι Χάλαντας	Haladás Szombathely
Αδελφοί Γιοσίντα	Yoshida Brothers
Ζούλιο Σέζαρ ντα Σίλβα	Júlio César da Silva
Λεζ Αβενιέρ	Les Avenières
Ασκληπιόδοτος	Asclepiodotus
ΦΚ Άαραου	FC Aarau
Subaru Legacy	Subaru Legacy
1942 Γιαμπλούνκα	(1942) Jablunka
Γκέφλε ΙΦ	Gefle IF
Iron Man 2 (AC/DC)	Iron Man 2 (Soundtrack)
Ομάδα Μπλούμσμπερι	Bloomsbury Group
Λίμπερτι Προφέσιοναλς ΦΚ	Liberty Professionals
Αντόνιο Μιλόσοσκι	Antonio Milošoski
Οξεία χολαγγειίτιδα	Cholangitis
The Secret Circle	The Secret Circle
Space Truckin	Space Truckin’
Κύπελλο Ιντερτότο ΟΥΕΦΑ 2001	UEFA Intertoto Cup 2001
Δύο μέτρα και δύο σταθμά	Doppelmoral
Θήρας	Theras
Εμιράτο της Κρήτης	Emirat von Kreta
Πέτρος Μάρκαρης	Petros Markaris
Πεπερασμένο σώμα	Endlicher Körper
Μπούρτζι (Ναυπλίου)	Bourtzi (Nafplio)
Μάριαν Ιβάν	Marian Ivan
Τρανσαμίνωση	Transaminierung
Αλήτης του Ιππότη	Aletes (Sohn des Hippotes)
Πανεργατικό Αγωνιστικό Μέτωπο	Militante Arbeiterfront
Σημαία ευκαιρίας	Ausflaggung
Εικονοβιβλίο	Fotobuch
Σπόρτινγκ Κριστάλ	Sporting Cristal
Κλουμπ Ολίμπια	Club Olimpia
Δεσποτάτο του Μυστρά	Despotat Morea
Χεκέτ	Heket
Αναρριχίδες	Seewölfe
Απρίλιος 2004	April 2004
Σημαία του Αγίου Μαρτίνου (Ολλανδία)	Flagge Sint Maartens
Στάδιο Νεμέσιο Ντίες	Estadio Nemesio Díez
Διανύσματα με στοιχεία μιγαδικούς αριθμούς	Spinor
Πόντος εμπειρίας	Erfahrung (Rollenspiel)
Κλουμπ Γουαρανί	Club Guaraní
Κλουμπ Σολ Ντε Αμέρικα	Club Sol de América
Φαλξ	Falx
Εθνόσημο της Μαγιότ	Wappen Mayottes
Εθνική Ρεϊνιόν (ποδόσφαιρο ανδρών)	Réunionische Fußballauswahl
Το Ηλεκτρικό Πρόβατο	Träumen Androiden von elektrischen Schafen?
Υπερκαλιαιμία	Hyperkaliämie
Sympathy for the Devil	Sympathy for the Devil
Οφιόλιθος	Ophiolith
Τεχνολογικός ντετερμινισμός	Technikdeterminismus
Γαβίνειος Νόμος	Lex Gabinia
Δήμος Βάμου	Vamos (Apokoronas)
Οι Ομίχλες της Άβαλον	Die Nebel von Avalon
Ασία (μυθολογία)	Asia (Mythologie)
Λοκομοτίβι Τιφλίδας	Lokomotive Tiflis
Αμερικανική Κορδιλιέρα	Kordilleren
Επαρχία Τέτε	Provinz Tete
Λόλλαντ	Lolland
Σαμιακόν Βήμα	Samiakon Vima
Κάρπος ο Αντιοχεύς	Karpos von Antiochia
Αντόνιο Ντι Μπενεντέττο	Antonio di Benedetto
Φεριάνα	Feriana
Κομητείες του Ντέλαγουερ	Liste der Countys in Delaware
Κερέταρο ΦΚ	Querétaro Fútbol Club
The Black Keys	The Black Keys
Αντώνιος Διογένης	Antonios Diogenes
Στάδιο Ντε Φάιφεμπεργκ	Stadion De Vijverberg
Αντώνης Πετρόπουλος	Antonios Petropoulos
Αντώνης Αντωνιάδης	Antonis Antoniadis
Αντώνης Κατινάρης	Antonis Katinaris
Αρκάς (μυθολογία)	Arkas
Αντώνης Τρίτσης	Antonis Tritsis
Αντώνης Ρέμος	Antonis Remos
Πιερ Μπουατάρ	Pierre Boitard
Λαϊκό Κόμμα Νότιου Τιρόλο	Südtiroler Volkspartei
Tomorrowland (φεστιβάλ)	Tomorrowland
Πρόγνωση σεισμών	Erdbebenvorhersage
Ελγίνεια Μάρμαρα	Elgin Marbles
Οι Κόρες της Ντροπής	Die unbarmherzigen Schwestern
Στάδιο Χοακίμα Αμέρικο Γκιμαράες	Arena da Baixada
Portugal. The man	Portugal. The Man
Πρόεδρος Γουίλσον	Wilson (Film)
Αντωνόπουλος (αποσαφήνιση)	Antonopoulos
Φωτόμετρο	Belichtungsmesser
Κύπελλο Κυπελλούχων Ευρώπης ποδοσφαίρου 1991-92	Europapokal der Pokalsieger 1991/92
Αχαιός (μυθολογία)	Achaios
Σαν Κριστόμπαλ (ηφαίστειο)	San Cristóbal (Vulkan)
Antonov An-10	Antonow An-10
Jaga Jazzist	Jaga Jazzist
Σέιλ	Seil (Schottland)
Μυστίκ	Mustique
Πυί ντε Ντομ	Puy de Dôme
Νέανδρος	Tavşan Adası (Istanbul)
Παλιρροιακή δίνη	Strudel (Physik)
Σχέδιο Δαίδαλος	Projekt Daedalus
Φυλές (αρχαία Ελλάδα)	Phyle
Ταμπούλι	Taboulé
Antonov An-70	Antonow An-70
Άρρητος αριθμός	Irrationale Zahl
Χρηματιστικοποίηση	Finanzmarkt-Kapitalismus
Σερντάμπ	Serdab
Μάχη του Ευρυμέδοντα	Schlacht am Eurymedon
Χειρογαλέος	Fettschwanzmakis
Ναυμαχία της Ναυπάκτου (429 π.Χ.)	Schlacht von Naupaktos
Καϊσερίσπορ	Kayserispor
Λαδισλάο Μαζουρκιέβιτς	Ladislao Mazurkiewicz
Βραβεία Αμερικανικής Ακαδημίας Κινηματογράφου 1954	Oscarverleihung 1955
Εκκλησιάζουσες (κωμωδία)	Die Weibervolksversammlung
Φούρνοι Ικαρίας	Fourni (Ägäis)
Νέριο Β΄ Ατσαγιόλι	Nerio II. Acciaiuoli
Μάχη των Καννών (1018)	Schlacht von Cannae (1018)
Αθλητικός Σύλλογος Πέραν Κωνσταντινουπόλεως	Beyoğluspor
BMW E36	BMW E36
Μόρφραν	Morfran
Ο βαρυποινίτης του Αλκατράζ	Der Gefangene von Alcatraz
Θερινοί Ολυμπιακοί Αγώνες 2004/Μπέιζμπολ	Olympische Sommerspiele 2004/Baseball
ΚΣ Σεντάν-Αρδέννες	CS Sedan
Honda Transalp	Honda Transalp
Avahi (λογισμικό)	Avahi (Software)
Φύλαρχος	Phylarchos
Βαθμός αναρρίχησης	Schwierigkeitsskala (Klettern)
The Gathering (άλμπουμ)	The Gathering (Testament-Album)
Τετρακτύς	Tetraktys
Άντρο	Antrum
Αυτο-οργάνωση	Selbstorganisation
Βε	Vé
Subaru SVX	Subaru SVX
Κέβιν Στιν	Kevin Steen
Ρέιντζερ 3	Ranger 3
Αλγεβρικές ταυτότητες	Identitätsgleichung
Λυκούργος ο Αλέου	Lykurg (Arkadien)
Φραγκοκάστελλο	Frangokastello
Ουρανομετρία	Uranometria
Ικάριος	Ikarios (Begriffsklärung)
Λιμπούσε	Libuše
God Hates Us All	God Hates Us All
Αλέξης Αλεξανδρής	Alekos Alexandris
Χρωμοσωμική μετάλλαξη	Mutation (evolutionärer Algorithmus)
Το εμβατήριο Ραντέτσκυ (μυθιστόρημα)	Radetzkymarsch (Joseph Roth)
Άντυλλος	Antyllos
Κάουντενμπιθ ΦΚ	FC Cowdenbeath
Φρειδερίκος Α΄ της Άνω Λωρραίνης	Friedrich I. (Bar)
Φρανσέσκ Μπισέντ	Francesc Vicent
Βολφ Χούμπερ	Wolf Huber
Αφρικανικό Πρωτάθλημα Καλαθοσφαίρισης	Basketball-Afrikameisterschaft
Βενετική Σχολή	Venezianische Malerei
Ευλιμένη	Eulimene (Tochter des Kydon)
Socket T	Sockel 775
Ενέζ	Enez
Εέρστε Ντιβίζιε	Eerste Divisie
Παγκόσμιο κύπελλο μπιτς σόκερ της FIFA	Beachsoccer-Weltmeisterschaft
Καθεδρικός Ναός της Πόλης του Μεξικού	Kathedrale von Mexiko-Stadt
Εθνική Ανδόρρας (καλαθοσφαίριση ανδρών)	Andorranische Basketballnationalmannschaft
Λουσάτιος πολιτισμός	Lausitzer Kultur
Βραβεία Αμερικανικής Ακαδημίας Κινηματογράφου 1976	Oscarverleihung 1977
Χρυσηίδα	Chryseis
ΦΚ Ενκάμπ	FC Encamp
Οπρίτσνινα	Opritschnina
Οκρόσκα	Okroschka
Πειθώ (μυθολογία)	Peitho (Mythologie)
ΑΣΝ Τρεβίζο 2009	FC Treviso
Eat the Heat	Eat the Heat
Μέδμα	Medma
Χθόνιοι θεοί	Chthonische Götter
Ουαγιάγα	Río Huallaga
Ελληνικές ευρωεκλογές 2009	Europawahl in Griechenland 2009
Φορτέτζα	Fortezza von Rethymno
Τομάζο Μπέρνι	Tommaso Berni
Πετροβάμβακας	Mineralwolle
ΦΚ Καρταχένα	FC Cartagena
Αριθμοί οξείδωσης των χημικών στοιχείων	Liste der Oxidationsstufen der chemischen Elemente
Ψυχή (ταινία)	Seele (Film)
Ροδόλφειοι Πίνακες	Rudolfinische Tafeln
Γουαϊτακέρε Γιουνάιτεντ	Waitakere United
Douglas TBD Devastator	Douglas TBD
ΦΚ Χμελ Μπλσάνι	FK Chmel Blšany
Κροκέ στους Θερινούς Ολυμπιακούς Αγώνες 1900	Olympische Sommerspiele 1900/Croquet
ΦΚ Μπάνικ Μοστ	FK Baník Most
Διαμέρισμα Σαιν-Πωλ	Arrondissement Saint-Paul
Ευρωπαϊκή Οδός 84	Europastraße 84
Ακτινοβολία Κινητών και Υγεία	Elektrosmog
DIA	Defense Intelligence Agency
Υπό το βλέμμα του Βούδα (ταινία 1937)	Die gute Erde (Film)
TFTP	Trivial File Transfer Protocol
Ικέτας	Hiketas von Syrakus (Pythagoreer)
Σερζ Σαρκισιάν	Sersch Sargsjan
Νεοδαμώδεις	Neodamodeis
Βασάν	Baschan
Άνβερς	Anvers-Insel
Anvil	Anvil (Band)
Ρομπέρτ Κοτσαριάν	Robert Kotscharjan
Ιωτακισμός	Itazismus
Λιθουανικό Πρωτάθλημα Καλαθοσφαίρισης	Lietuvos krepšinio lyga
Μπέρου	Beru (Insel)
Λατινική Νομισματική Ένωση	Lateinische Münzunion
Κύπελλο Βοσνίας και Ερζεγοβίνης (ποδόσφαιρο ανδρών)	Bosnisch-herzegowinischer Fußballpokal
Εξπρεσιονισμός (μουσική)	Expressionismus (Musik)
Κυβέρνηση της Ουκρανίας	Ministerkabinett der Ukraine
Ινδική γκρίζα μαγκούστα	Indischer Mungo
Anycast	Anycast
Φαλαμπέλλα	Falabella
Ντέιρ ελ Καμάρ	Dair al-Qamar
Σταθμός Γκαρ ντε Λυών (Μετρό Παρισιού)	Gare de Lyon (Métro Paris)
Μικρές αγγελίες	Anzeige (Medien)
Εσκαμόλ	Escamol
Σταυρός του Αγίου Γεωργίου	Georgskreuz
Θάνατοι το 1997	Nekrolog 1997
Βραβεία Αμερικανικής Ακαδημίας Κινηματογράφου 1952	Oscarverleihung 1953
Πινέλο	Bürste
Νόμος του Μπουί Μπαλό	Barisches Windgesetz
Ζαβουλών	Sebulon
Τάγμα του Σωτήρος	Erlöser-Orden
Δεσποτικό Κυκλάδων	Despotiko
Μάγκι Κιου	Maggie Q
Who Do We Think We Are	Who Do We Think We Are
Σαγιονάρα (ταινία)	Sayonara
Κύπελλο Ιντερτότο ΟΥΕΦΑ 2007	UEFA Intertoto Cup 2007
Άτοκος Ιθάκης	Atokos
Μπέγκα	Bega (Theiß)
Αναισθησιολογία	Anästhesiologie
Screaming for Vengeance	Screaming for Vengeance
Λευκά Χριστούγεννα	Weiße Weihnachten (Wetterereignis)
Ευρύκλεια	Eurykleia (Mythologie)
Ανίτκαμπιρ	Anıtkabir
Αποτελεσματικότητα	Wirtschaftlichkeit
Κύζικος	Kyzikos
Ηρόδοτος (αποσαφήνιση)	Herodot (Begriffsklärung)
Σοσιαλιστικό Λαϊκό Κόμμα (Δανία)	Socialistisk Folkeparti
Οι Εύθυμες Κυράδες του Ουίνδσορ (όπερα)	Die lustigen Weiber von Windsor (Oper)
Μοτσούντι	Mochudi
Μυρτίλος (μυθολογία)	Myrtilos
Μπιλ Ρηντ	Bill Reid (Künstler)
Γκούντιναφ	Goodenough-Insel
Βάιναμουϊνεν	Väinämöinen
Γερμανική γραφή	Deutsche Kurrentschrift
Σταθμός Μπέικερ Στριτ (Μετρό Λονδίνου)	Baker Street (London Underground)
Axis: Bold as Love	Axis: Bold as Love
Ο Πόλεμος των Άστρων: Πόλεμος των Κλώνων (τηλεοπτική σειρά του 2003)	Star Wars: Clone Wars
Βίσεχραντ	Vyšehrad
Κούκουτα Ντεπορτίβο	Cúcuta Deportivo
Γκαβριέλ Μιρό	Gabriel Miró
Βραβείο Ισραήλ	Israel-Preis
Smash Hits	Smash Hits
Σώμα Αριθμών	Algebraischer Zahlkörper
Γαλλικό πρωτάθλημα ποδοσφαίρου ανδρών 1932-33	Division 1 1932/33
Δήμος Ερμιονίδας	Ermionida
BYD F0	BYD F0
Τροχοπέδιλο	Inlineskate
Εγωισμός	Ethischer Egoismus
Κογιά (νομαρχία)	Coyah (Präfektur)
Συνθήκη του Λονδίνου (1827)	Londoner Vertrag 1827
Κιμπούγιε	Kibuye
Stoner Rock	Stoner Rock
Μη ντετερμινιστικό πεπερασμένο αυτόματο	Nichtdeterministischer endlicher Automat
Παγκόσμιο Συνέδριο Επιστημονικής Φαντασίας	Worldcon
Γιάκομπ Σαϊζενέγκερ	Jakob Seisenegger
Γουλιέλμος Α΄ του Αινώ	Wilhelm III. (Holland)
Απάμεια η Κιβωτός	Apameia Kibotos
Κύπελλο Κυπελλούχων Ευρώπης ποδοσφαίρου 1987-88	Europapokal der Pokalsieger 1987/88
Άνω Απάμεια (Μεσηνής)	Apameia in der Mesene
Απάμεια (Ορόντου)	Apameia am Orontes
Θελξινόη	Thelxinoe
Βήλος	Belos
Άγιος Γεώργιος, Δομινίκα	Saint George (Dominica)
Ευρωμπάσκετ 2013	Basketball-Europameisterschaft 2013
Υγρό οξυγόνο	Flüssigsauerstoff
Δηνάριο της Νότιας Υεμένης	Südjemenitischer Dinar
Απείρανθος Νάξου	Aperathos
Απέρι Καρπάθου	Aperi
Σάλτσα μήλου	Apfelmus
Αφείδας	Apheidas
Αφροδισιάδα	Aphrodisias
TYPO3	TYPO3
Αφροδίτη Καλλίπυγος	Aphrodite Kallipygos
ΦΚ Μίντιλαντ	FC Midtjylland
Αφροδίτη της Κνίδου	Aphrodite von Knidos
Aphrodite's Child	Aphrodite’s Child
Κοινός αλωπίας	Gemeiner Fuchshai
Μακρόνησος	Makronisos
Άπις	Apis (Mythologie)
Kamov Ka-60	Kamow Ka-60
Baku Crystal Hall	Bakı Kristal Zalı
Αστερίξ ο Γαλάτης	Asterix der Gallier (Comic)
Ζέζεμπελ	Jezebel – Die boshafte Lady
Μπεργαδής	Apokopos
Απολίμα	Apolima
Ευρωμπάσκετ Γυναικών 2013	Basketball-Europameisterschaft der Damen 2013
Μάχη του Άντερναχ	Schlacht von Andernach
Απόλλων του Μπελβεντέρε	Apollo von Belvedere
Πτελέα	Ptelea
Απολλόδοτος Α΄	Apollodotos I.
Απόλλων Καλαμαριάς (ποδόσφαιρο)	Apollon Kalamarias
Α.Σ. Απόλλων Πατρών	Apollon Patras
Απόλλωνας Νάξου	Apollonas (Naxos)
Δισκογραφία της Ντέμι Λοβάτο	Demi Lovato/Diskografie
Απολλώνιος	Apollonios
Απολλώνιος ο Κιτιεύς	Apollonios von Kition
Νάντι Φίτζι	Nadi (Stadt)
Απολλώνιο πρόβλημα	Apollonisches Problem
Ναός του Απόλλωνα στην Ορτυγία	Apollontempel (Syrakus)
Κατακόρυφη θερμοβαθμίδα	Atmosphärischer Temperaturgradient
Πόρτμαν Ρόουντ	Portman Road
Απολογία Σωκράτους (Ξενοφών)	Apologie (Xenophon)
Νάνια ΦΚ	FC Nania Accra
Απόστολος Αρσάκης	Apostol Arsache
Αποστολίδης	Apostolidis
Αρχηγός της Αξιωματικής Αντιπολίτευσης	Oppositionsführer
Βικιπαίδεια:Συντόμευση	Wikipedia:Shortcuts
Ιρλανδική Ποδοσφαιρική Ομοσπονδία	Irish Football Association
Ρωμαιοκαθολικό Αποστολικό Βικαριάτο Θεσσαλονίκης	Apostolisches Vikariat Thessaloniki
Βαρναβίτες	Barnabiten
Άκης Τσοχατζόπουλος	Apostolos-Athanasios Tsochatzopoulos
Γήπεδο Απόστολος Νικολαΐδης	Apostolos-Nikolaidis-Stadion
Απόστολος Κ. Δοξιάδης	Apostolos Doxiadis
Απόστολος Κόντος	Apostolos Kontos
Απόστολος Νικολαΐδης (μουσικός)	Apostolos Nikolaidis (Sänger)
Τόκιο Βέρντι	Tokyo Verdy
Αποστροφή	Apostrophe
Μιλόγιε Πέτροβιτς Μπλάζναβακ	Milivoje Petrović Blaznavac
Επίθεση Smurf	Smurf-Angriff
Καντρέ Ντεζιρέ Ουεντραογκό	Kadré Désiré Ouédraogo
Νοεροί υπολογισμοί	Kopfrechnen
Ντικίλ	Dikhil
Ντεϊσμός	Deismus
Τουρκική Χωροφυλακή	Jandarma
Γλυκίνη	Glycin
Πόλεμος της Νότιας Οσετίας 2008	Kaukasuskrieg 2008
Δόγμα	Dogma
Λυδία	Lydien
Θεϊσμός	Theismus
Όρος Ούνζεν	Unzen (Vulkan)
Κιλικία	Kilikien
Ιωνία	Ionien
Αριθμός Ελέγχου της Βιβλιοθήκης του Κογκρέσου	Library of Congress Control Number
Κοιλάδα του Μάρινερ	Valles Marineris
Βαρνιάι	Varniai
Πρόβλημα	Problem
ΣΚ Ολιανένσε	SC Olhanense
Ιατρικό θερμόμετρο	Fieberthermometer
Επιστολή προς Διόγνητον	Diognetbrief
Sucker Punch	Sucker Punch
Πόντος	Pontos (Region)
Πισιδία	Pisidien
Ιστ Μπένγκαλ ΦΚ	Kingfisher East Bengal
Απρίλιος 2001	April 2001
ASTM International	ASTM International
Γεγονότα Απριλίου 2012	April 2012
Γκραν Πρι Καλλιτεχνικού Πατινάζ	Grand-Prix-Finale
Αποκλίνον κατάστρωμα	Flugdeck
Παφλαγονία	Paphlagonien
Αθλητική κοινωνία Σπαρτάκ	Spartak
Ιστορία ενός Εγκλήματος	In der Hitze der Nacht (Film)
Άπτιο	Aptium
Μυσία	Mysien
Ακουστότητα του ήχου	Lautheit
Καυκαλήθρα	Apulischer Zirmet
Πηνίο Τέσλα	Tesla-Transformator
Γιουργκόρντεν ΙΦ (ποδόσφαιρο)	Djurgårdens IF Fotbollsförening
Ρίο Άβε ΦΚ	Rio Ave FC
Σινάι	Shinai
Θυέστης	Thyestes
Αυτοβασανισμός	Selbstverletzendes Verhalten
Αλφόνσειοι Πίνακες	Alfonsinische Tafeln
Ράαχε	Raahe
Λυκαονία	Lykaonien
Κορόνα Τσεχοσλοβακίας	Tschechoslowakische Krone
Βασιλείς της Μακεδονίας	Liste der Könige von Makedonien
Πυρομανία	Pyromanie
Volkswagen New Beetle	VW New Beetle
Οδαλίσκη	Odaliske
Πέντε εβδομάδες με αερόστατο	Fünf Wochen im Ballon
Οξύρρυγχος Άνω Αιγύπτου	Oxyrhynchos
Καλαθοσφαίριση στους Θερινούς Ολυμπιακούς Αγώνες 1996	Olympische Sommerspiele 1996/Basketball
Καλαθοσφαίριση στους Θερινούς Ολυμπιακούς Αγώνες 1992	Olympische Sommerspiele 1992/Basketball
Υδροθεραπεία	Hydrotherapie
Πανεπιστήμιο του Γκρατς	Universität Graz
Γες Ατίντ	Jesch Atid
Ο Θρύλος των Ιπτάμενων Φρουρών	Die Legende der Wächter
Χειμάρρα	Himara
Συνθήκη Συγχώνευσης	EG-Fusionsvertrag
Άνθρωπος από Ατσάλι	Man of Steel (Film)
Κανόνας του Τορίνο	Königspapyrus Turin
Τονκίνο	Tonkin
Ασωπός (μυθολογία)	Asopos (Gott)
Ισπανικές Κάτω Χώρες	Spanische Niederlande
Μανίκα	Provinz Manica
Επαρχία Ναμπούλα	Provinz Nampula
Επαρχία Νιάσα	Provinz Niassa
Σοφάλα	Provinz Sofala
Επαρχία Ζαμβεζία	Provinz Zambezia
Πύρρα	Pyrrha
Grand Funk Railroad	Grand Funk Railroad
Συσταδοποίηση	Clusteranalyse
Πρόβλημα τερματισμού	Halteproblem
Ιφρικίγια	Ifrīqiya
Psychedelic Trance	Psytrance
Intel 80286	Intel 80286
Άκουα Κλάουντια	Aqua Claudia
Dinosaur Jr.	Dinosaur Jr.
Opel Kadett	Opel Kadett/Astra
Δικέφαλος αετός	Doppeladler
Λαμπτήρας νέον	Glimmlampe
Φαινόμενο Μάγκνους	Magnus-Effekt
Aquae Granni	Aquae Granni
Wings	Wings
Pheng Xat Lao	Pheng Xat Lao
Salve, Oh Patria	Salve, Oh Patria
Ντάγκον	Dagān
Υδατοπορίνες	Aquaporine
Dassault Neuron	Dassault Neuron
Ότογιολ 33	Otoyol 33
Ότογιολ 3	Otoyol 3
Ότογιολ 21	Otoyol 21
Ότογιολ 20	Otoyol 20
Βασικός ρυθμός μεταβολισμού	Grundumsatz
Άγια Πάθη	Passion
Πορτ Άρθουρ	Lüshunkou
Nmap	Nmap
Κάρι (μυθιστόρημα)	Carrie (Roman)
Πρωτόκολλο Diffie-Hellman	Diffie-Hellman-Schlüsselaustausch
Λαγόγυρος	Europäischer Ziesel
Μέτρο πιθανότητας	Wahrscheinlichkeitsraum
The Lord of the Rings Online	Der Herr der Ringe Online
Alle Jahre wieder	Alle Jahre wieder
Ροτόντα (αρχιτεκτονική)	Rotunde
Βασίλειο της Κροατίας (1527-1868)	Kroatien in der Donaumonarchie
Βασίλειο της Σλαβονίας	Königreich Slawonien (1699–1918)
Αλεατορική μουσική	Aleatorik
Λεϊσόες ΣΚ	Leixões SC
Ενωμένη Αριστερά (Ισπανία)	Izquierda Unida
Σύμβολο μετάθεσης	Levi-Civita-Symbol
Έι Τζέι Λι	AJ Lee
Συμβάσεις ανταλλαγής κινδύνου αθέτησης	Credit Default Swap
Ισλαμική ιατρική	Persisch-arabisch-islamische Medizin
Ανεμοπορία	Segelflug
Κατάτμηση δίσκου	Partition (Datenträger)
Μοντέλο Οντοτήτων-Συσχετίσεων	Entity-Relationship-Modell
Νεφέλη	Nephele (Wolke)
Dublin Core	Dublin Core
Αραχωσία	Arachosien
Αράχωβα	Arachova
Άραχθος	Arachthos
Ψυχοπαθολογία	Psychopathologie
Εθνική Αλγερίας U17 (ποδόσφαιρο ανδρών)	Algerische Fußballnationalmannschaft (U-17-Junioren)
Σταυροφορία της Αραγωνίας	Aragonesischer Kreuzzug
Έκσταση	Ekstase
Αποτρίχωση	Epilation
Καρχαρίας ταύρος	Sandtigerhai
Αποκόλληση αμφιβληστροειδούς	Netzhautablösung
Mike Candys	Mike Candys
Ποιότητα του νερού	Gewässergüteklasse
Πρόωρος τοκετός	Frühgeburt
ΦΚ Σπαρτάκ Γιερεβάν	Araks Ararat
Τετραγωνικό σώμα	Quadratischer Zahlkörper
Αφγανικές προεδρικές εκλογές 2014	Präsidentschaftswahl in Afghanistan 2014
Ρουβήν	Ruben (Bibel)
Πρωτόκολλο του Λονδίνου (1832)	Londoner Konferenz (1832)
Νόμος του Σε	Saysches Theorem
Έσνα	Esna
Μοντού	Month
Αρανούκα	Aranuka
Αραπάχο	Arapaho
Paraguayos, República o Muerte	Paraguayos, República o muerte
Γλυκαντικές ουσίες	Süßstoff
Ανταλλαγή συντρόφων	Swinger
Score-20th Anniversary World Tour	SCORE (20th Anniversary World Tour)
Σύστημα ελέγχου πτήσης	Fly-by-wire
Διαμήκη κύματα	Longitudinalwelle
Προκριματικά Παγκοσμίου Κυπέλλου Ποδοσφαίρου 2014 (ΚΟΝΚΑΚΑΦ)	Fußball-Weltmeisterschaft 2014/Qualifikation (CONCACAF)
Άρτεμις της Δήλου (Εθνικό Αρχαιολογικό Μουσείο, αρ. 1)	Statue der Nikandre
Αρναία	Arnea
Dead Moon	Dead Moon
Καλλιθέα Χαλκιδικής	Kallithea (Chalkidiki)
Kingdom Hearts 2	Kingdom Hearts II
BMW F30	BMW F30
Άρμπα Μινχ	Arba Minch
Σαμουά Νιορταί ΦΚ	Chamois Niort
Ανάλυση νεκρού σημείου	Gewinnschwelle
Εθνική Νότιου Σουδάν (ποδόσφαιρο ανδρών)	Südsudanesische Fußballnationalmannschaft
Εργατική Ολυμπιάδα	Arbeiterolympiade
Atari ST	Atari ST
Γραφίστας	Grafiker
Η Μηχανή του Χρόνου	Die Zeitmaschine
Γκαζελέκ Αζαξιό	Gazélec FC Ajaccio
Ροή εργασιών	Arbeitsablauf
Αρυάνα	Ariana (Tunesien)
Brainstorm	Brainstorm (Popband)
Μολδοβλαχία	Donaufürstentümer
Χρηματαγορά	Geldmarkt
Irix	IRIX
Στρατιωτική αεροπορία	Militärische Luftfahrt
If You Want Blood (You've Got It)	If You Want Blood You’ve Got It
Αλωπίας	Fuchshaie
Citroën Méhari	Citroën Méhari
Παράνομο κρεβάτι	Tisch und Bett
Μόδεστος Λαφουέντε	Modesto Lafuente y Zamalloa
Διαφορική μηχανή	Differenzmaschine
Απαμίνωση	Desaminierung
The Listener	The Listener – Hellhörig
Πάιονηρ 3	Pioneer 3
Intel Pentium Pro	Intel Pentium Pro
Γιοτάμ Χαλπερίν	Yotam Halperin
