Afrik	Afrika
Paramore	Paramore
Westlake Village, Kalifòni	Westlake Village
Pierre Raymond de Montmort	Pierre Rémond de Montmort
Cumberland, Maine	Cumberland (Maine)
Wildwood, Missouri	Wildwood (Missouri)
La Puente, Kalifòni	La Puente
Friendswood, Texas	Friendswood
Georges Henri Halphen	Georges Henri Halphen
Vandalia, Ohio	Vandalia (Ohio)
Brownsville, Tennessee	Brownsville (Tennessee)
Arsène Auguste	Arsène Auguste
Kantaloup	Cantaloupe-Melone
Zizye	Kaumagen
Coritiba Foot Ball Club	Coritiba FC
Maysville, Kentucky	Maysville (Kentucky)
Amsterdam, New York	Amsterdam (Stadt, New York)
Aewopò Tan Son Nhat	Flughafen Tan-Son-Nhat
Kayiman	Kaimane
Imaj	Abbild
Providence, Utah	Providence (Utah)
Delta, Utah	Delta (Utah)
Orangeville, Utah	Orangeville (Utah)
Mapleton, Utah	Mapleton (Utah)
Springdale, Utah	Springdale (Utah)
Midvale, Utah	Midvale (Utah)
Spanish Fork, Utah	Spanish Fork
Virgin, Utah	Virgin (Utah)
Lindon, Utah	Lindon (Utah)
Logan, Utah	Logan (Utah)
Lyman, Utah	Lyman (Utah)
North Salt Lake, Utah	North Salt Lake
Heber City, Utah	Heber City
Murray, Utah	Murray (Utah)
Vernal, Utah	Vernal (Utah)
Pleasant Grove, Utah	Pleasant Grove (Utah)
Woods Cross, Utah	Woods Cross
Springville, Utah	Springville (Utah)
Castle Valley, Utah	Castle Valley
Draper, Utah	Draper (Utah)
Price, Utah	Price (Utah)
Tooele, Utah	Tooele
Bluffdale, Utah	Bluffdale
Brigham City, Utah	Brigham City
Beaver, Utah	Beaver (Utah)
Park City, Utah	Park City (Utah)
Farmington, Utah	Farmington (Utah)
Torrey, Utah	Torrey (Utah)
Bountiful, Utah	Bountiful (Utah)
Coalville, Utah	Coalville (Utah)
Loa, Utah	Loa (Utah)
Richfield, Utah	Richfield (Utah)
Orderville, Utah	Orderville
Green River, Utah	Green River (Utah)
Boulder, Utah	Boulder (Utah)
Salina, Utah	Salina (Utah)
Big Water, Utah	Big Water
Atis	Künstler
Aliud	Aliud (Spanien)
Anaconda, Montana	Anaconda (Montana)
Anacortes, Washington	Anacortes
Anadarko, Oklahoma	Anadarko (Oklahoma)
Hanksville, Utah	Hanksville
Escalante, Utah	Escalante (Utah)
Bicknell, Utah	Bicknell (Utah)
Enèji iyonizasyon	Ionisierungsenergie
Adaptasyon	Evolutionäre Anpassung
Lwa konsèvasyon mas	Massenerhaltungssatz
Azərbaycan Respublikasının Dövlət Himni	Azərbaycan Marşı
Baraona	Baraona
Degre oksidasyon	Oxidationszahl
Medinaceli	Medinaceli
Berkeley, Kalifòni	Berkeley
Marbella (Málaga)	Marbella
Láchar (Grenad)	Láchar
El Burgo de Osma-Ciudad de Osma	El Burgo de Osma-Ciudad de Osma
Pasadena, Kalifòni	Pasadena (Kalifornien)
Key West, Florid	Key West
Odè	Geruch
Duluth, Minnesota	Duluth (Minnesota)
Glendale, Kalifòni	Glendale (Kalifornien)
Suellacabras	Suellacabras
Yanguas	Yanguas
Get Heavy	Get Heavy
San Bernardino, Kalifòni	San Bernardino (Kalifornien)
Pensacola, Florid	Pensacola (Florida)
The Arockalypse	The Arockalypse
Deriv jenetik	Gendrift
Cedar Rapids, Iowa	Cedar Rapids (Iowa)
Evansville, Indiana	Evansville (Indiana)
Kansas City, Kansas	Kansas City (Kansas)
Rochester, Minnesota	Rochester (Minnesota)
Homer, New York	Homer (Town, New York)
Mountain View, Kalifòni	Mountain View (Santa Clara County)
Pomona, Kalifòni	Pomona (Kalifornien)
South Bend, Indiana	South Bend (Indiana)
Michio Kaku	Michio Kaku
Kondiksyon	Wärmeleitfähigkeit
Compton, Kalifòni	Compton (Kalifornien)
Minot	Minot (North Dakota)
Cedar City, Utah	Cedar City (Utah)
Monterey, Kalifòni	Monterey (Kalifornien)
San Esteban de Gormaz	San Esteban de Gormaz
The Monsterican Dream	The Monsterican Dream
Saint Marys, Iowa	Pottawattamie County
Yakutat (Alaska)	Yakutat
Pratt, Minnesota	Steele County (Minnesota)
Sunbury, Georgie	Liberty County (Georgia)
Anatoli Georgievich Vitushkin	Anatoli Georgijewitsch Wituschkin
Anatoly Maltsev	Anatoli Iwanowitsch Malzew
Iowa City, Iowa	Iowa City
Saint Augustine, Florid	St. Augustine (Florida)
Gainesville, Florid	Gainesville (Florida)
Frakti	Bruch (Mineral)
Anatoliy Skorokhod	Anatoli Skorochod
Palm Springs, Kalifòni	Palm Springs (Kalifornien)
Salinas, Kalifòni	Salinas (Kalifornien)
Ontario, Kalifòni	Ontario (Kalifornien)
Anteryè	Anatomische Lage- und Richtungsbezeichnungen
Baeza (Jaén)	Baeza
Eureka, Kalifòni	Eureka (Kalifornien)
Comares (Málaga)	Comares
Oceanside, Kalifòni	Oceanside (Kalifornien)
Palmdale, Kalifòni	Palmdale
Downey, Kalifòni	Downey
Torrance, Kalifòni	Torrance
Sioux City, Iowa	Sioux City
Andalusia, Alabama	Andalusia (Alabama)
Bloomington, Indiana	Bloomington (Indiana)
Ventura, Kalifòni	Ventura (Kalifornien)
Concord, Kalifòni	Concord (Kalifornien)
Baza (Grenad)	Baza
Gulfport, Mississippi	Gulfport (Mississippi)
Daytona Beach, Florid	Daytona Beach
Indian Wells, Kalifòni	Indian Wells
Biloxi, Mississippi	Biloxi (Mississippi)
Astoria, Oregon	Astoria (Oregon)
Fort Collins, Kolorado	Fort Collins
Bloomington, Minnesota	Bloomington (Minnesota)
Alameda, Kalifòni	Alameda (Kalifornien)
Carlsbad, Kalifòni	Carlsbad (Kalifornien)
Hayward, Kalifòni	Hayward (Kalifornien)
Fontana, Kalifòni	Fontana (Kalifornien)
Santa Clarita, Kalifòni	Santa Clarita
Canton, Ohio	Canton (Ohio)
Robert Smith	Robert Smith (Musiker)
Roseville, Kalifòni	Roseville (Kalifornien)
Orange, Kalifòni	Orange (Kalifornien)
Anderson, Indiana	Anderson (Indiana)
Anderson, Texas	Anderson (Texas)
Anderson, Kalifòni	Anderson (Kalifornien)
Sarasota, Florid	Sarasota
Berja (Almería)	Berja
Fredericksburg, Vijini	Fredericksburg (Virginia)
Williamsburg, Vijini	Williamsburg (Virginia)
Winchester, Vijini	Winchester (Virginia)
Centralia, Pennsilvani	Centralia (Pennsylvania)
Terre Haute, Indiana	Terre Haute
Fuengirola (Málaga)	Fuengirola
Torremolinos (Málaga)	Torremolinos
Vélez-Málaga (Málaga)	Vélez-Málaga
Mijas (Málaga)	Mijas
Estepona (Málaga)	Estepona
Wapakoneta, Ohio	Wapakoneta
Andover, Iowa	Andover (Iowa)
Andover, Kansas	Andover (Kansas)
Broomfield, Kolorado	Broomfield (Colorado)
Andover, New Hampshire	Andover (New Hampshire)
Andover, Minnesota	Andover (Minnesota)
Andover, New Jersey	Andover (New Jersey)
Andre Berto	Andre Berto
Walnut Creek, Kalifòni	Walnut Creek (Ort, Kalifornien)
Culver City, Kalifòni	Culver City
Yorba Linda, Kalifòni	Yorba Linda
Vicksburg, Mississippi	Vicksburg (Mississippi)
Dubuque, Iowa	Dubuque (Iowa)
Lawrence, Kansas	Lawrence (Kansas)
El Ejido (Almería)	El Ejido
Owensboro, Kentucky	Owensboro
Carson, Kalifòni	Carson (Kalifornien)
Benjamin W. Lee	Benjamin W. Lee
Corona, Kalifòni	Corona (Kalifornien)
Lancaster, Kalifòni	Lancaster (Kalifornien)
Norwalk, Kalifòni	Norwalk (Kalifornien)
Moreno Valley, Kalifòni	Moreno Valley
Fullerton, Kalifòni	Fullerton (Kalifornien)
West Covina, Kalifòni	West Covina
Alcalá de Guadaira (Seville)	Alcalá de Guadaíra
Victorville, Kalifòni	Victorville
Antioch, Kalifòni	Antioch (Kalifornien)
Redding, Kalifòni	Redding (Kalifornien)
Rancho Cucamonga, Kalifòni	Rancho Cucamonga
El Centro, Kalifòni	El Centro (Kalifornien)
Visalia, Kalifòni	Visalia
Richmond, Kalifòni	Richmond (Kalifornien)
Depouy	Gießen (Verfahren)
Idaho Falls, Idaho	Idaho Falls
Waterloo, Iowa	Waterloo (Iowa)
Andreas Cellarius	Andreas Cellarius (Astronom)
Mojácar (Almería)	Mojácar
Sikilasyon kowonè	Koronargefäß
Tyler, Texas	Tyler (Texas)
Barstow, Kalifòni	Barstow (Kalifornien)
Emeryville, Kalifòni	Emeryville
Roquetas de Mar (Almería)	Roquetas de Mar
Merced, Kalifòni	Merced
Onn pòtez	Träger (Nachrichtentechnik)
Costa Mesa, Kalifòni	Costa Mesa
Yakima, Washington	Yakima (Washington)
Lyezon kovalan kouwòdinasyon	Koordinative Bindung
Coeur d'Alene, Idaho	Coeur d’Alene (Idaho)
Elgin, Ilinwa	Elgin (Illinois)
Moscow, Idaho	Moscow (Idaho)
Anil Nerode	Anil Nerode
Pòmsitè	Goldpflaume
Overland Park, Kansas	Overland Park
Lepe (Huelva)	Lepe
Andrei Suslin	Andrei Alexandrowitsch Suslin
Lexington, Vijini	Lexington (Virginia)
Murfreesboro, Tennessee	Murfreesboro (Tennessee)
Giuseppe Biancani	Giuseppe Biancani
Waynesboro, Vijini	Waynesboro (Virginia)
Fairfax, Vijini	Fairfax (Virginia)
Colonial Heights, Vijini	Colonial Heights (Virginia)
Roanoke, Vijini	Roanoke (Virginia)
Joseph Saurin	Joseph Saurin
Salem, Vijini	Salem (Virginia)
Hopewell, Vijini	Hopewell (Virginia)
Martinsville, Vijini	Martinsville (Virginia)
Staunton, Vijini	Staunton (Virginia)
Manassas Park, Vijini	Manassas Park
Katilaj	Knorpel
Endis fosil	Leitfossil
Norton, Vijini	Norton (Virginia)
Galax, Vijini	Galax
Buena Vista, Vijini	Buena Vista (Virginia)
Lawton, Oklahoma	Lawton (Oklahoma)
Bristol, Vijini	Bristol (Virginia)
Lucena (Cordoue)	Lucena
Andrew Gleason	Andrew Gleason
Andrew Granville	Andrew Granville
Dèm	Dermis
Sistèm nève somatik	Somatisches Nervensystem
Lewiston, Idaho	Lewiston (Idaho)
Batonè retinyen	Stäbchen (Auge)
Redwood City, Kalifòni	Redwood City
Coral Springs, Florid	Coral Springs
Bedford, Vijini	Bedford (Virginia)
East Peoria, Ilinwa	East Peoria
Decatur, Ilinwa	Decatur (Illinois)
Sunrise, Florid	Sunrise (Florida)
Chino, Kalifòni	Chino (Kalifornien)
Claremont, Kalifòni	Claremont (Kalifornien)
Truckee, Kalifòni	Truckee
San Marcos, Kalifòni	San Marcos (Kalifornien)
Mission Viejo, Kalifòni	Mission Viejo
Martinez, Kalifòni	Martinez (Kalifornien)
Rancho Mirage, Kalifòni	Rancho Mirage
Fort Myers, Florid	Fort Myers
Newark, Delaware	Newark (Delaware)
Andrew Odlyzko	Andrew Odlyzko
Maladi andemik	Endemie
Andrew Forsyth	Andrew Russell Forsyth
Huron, Ohio	Huron (Ohio)
Coudersport, Pennsilvani	Coudersport
Andrew Tosh	Andrew Tosh
Front Royal, Vijini	Front Royal
Garwood, New Jersey	Garwood (New Jersey)
Canonsburg, Pennsilvani	Canonsburg
Andrews, Texas	Andrews (Texas)
Fortuna, Kalifòni	Fortuna (Kalifornien)
Palisades Park, New Jersey	Palisades Park
Sismogram	Seismogramm
Ulysses, Kansas	Ulysses (Kansas)
Warren Weaver	Warren Weaver
Storm Lake, Iowa	Storm Lake
Eden, Vermont	Eden (Vermont)
Rosendale, Missouri	Rosendale (Missouri)
Manassas, Vijini	Manassas
Ostralopitèk	Australopithecina
Covington, Vijini	Covington (Virginia)
Danville, Vijini	Danville (Virginia)
Harrisonburg, Vijini	Harrisonburg (Virginia)
Petersburg, Vijini	Petersburg (Virginia)
Cambridge, Ilinwa	Cambridge (Illinois)
Thatcher, Arizona	Thatcher (Arizona)
Danielle Carr	Danielle Carr-McGrath
Botkins, Ohio	Botkins
Jean Henri van Swinden	Jean Henri van Swinden
Esto, Florid	Esto (Florida)
Bremen, Georgie	Bremen (Georgia)
Floodwood, Minnesota	Floodwood (Minnesota)
Hudson Bend, Texas	Hudson Bend
Weiser, Idaho	Weiser (Idaho)
Atlantic Beach, Florid	Atlantic Beach (Florida)
Stevenson, Washington	Stevenson (Washington)
Ely, Minnesota	Ely (Minnesota)
Fair Haven, Vermont	Fair Haven (Vermont)
Califon, New Jersey	Califon
Jèn dominant	Rezessiv
Andre-Louis Cholesky	André-Louis Cholesky
Albany, Oregon	Albany (Oregon)
Andre Bloch	André Bloch (Mathematiker)
La Mirada, Kalifòni	La Mirada
Honeoye Falls, New York	Honeoye Falls
Komin	Kommune (Lebensgemeinschaft)
Hyman Bass	Hyman Bass
Cazorla (Jaén)	Cazorla
Brunswick, Maine	Brunswick (Maine)
Eldora, Iowa	Eldora (Iowa)
Jasper, Georgie	Jasper (Georgia)
Antioch, Ilinwa	Antioch (Illinois)
Wautoma, Wisconsin	Wautoma
André Lichnerowicz	André Lichnerowicz
Sheboygan Falls, Wisconsin	Sheboygan Falls
Andre Neron	André Néron
Jacob City, Florid	Jacob City
Lockhart, Texas	Lockhart (Texas)
Concord, Massachusetts	Concord (Massachusetts)
Pitsburg, Ohio	Pitsburg
Muskogee, Oklahoma	Muskogee (Oklahoma)
Berlin, Massachusetts	Berlin (Massachusetts)
Lyndhurst, New Jersey	Lyndhurst (New Jersey)
Kerrville, Texas	Kerrville
David Blackwell	David Blackwell
Benbrook, Texas	Benbrook
Gibsonville, Kawolin dinò	Gibsonville (North Carolina)
Cesare Arzelà	Cesare Arzelà
Belleville, New Jersey	Belleville (New Jersey)
Edward Charles Titchmarsh	Edward Charles Titchmarsh
Johann Friedrich Endersch	Johann Friedrich Endersch
Jeff Cheeger	Jeff Cheeger
Irie Révoltés	Irie Révoltés
Per-Olov Löwdin	Per-Olov Löwdin
Jean-Louis Koszul	Jean-Louis Koszul
Artesia, Kalifòni	Artesia (Kalifornien)
Marc-Antoine Parseval	Marc-Antoine Parseval
Ne	Knoten (Knüpfen)
Pèch (menm non)	Durazno
Medina, Ohio	Medina (Ohio)
Shelby, Ohio	Shelby (Ohio)
Saint Anthony, Idaho	St. Anthony (Idaho)
Andújar (Jaén)	Andújar
West Melbourne, Florid	West Melbourne
Espaillat	Espaillat (Provinz)
Dan-Virgil Voiculescu	Dan Voiculescu (Mathematiker)
Josaphat-Robert Large	Josaphat-Robert Large
Clermont, Florid	Clermont (Florida)
Medford, Wisconsin	Medford (Wisconsin)
Cuyahoga Falls, Ohio	Cuyahoga Falls
Parsippany-Troy Hills, New Jersey	Parsippany-Troy Hills Township (New Jersey)
Encinitas, Kalifòni	Encinitas
Sisters, Oregon	Sisters (Oregon)
Almonaster la Real (Huelva)	Almonaster la Real
Enterprise, Oregon	Enterprise (Oregon)
Vernon Center, Minnesota	Vernon Center
Arcadia, Kalifòni	Arcadia (Kalifornien)
Alfred Young	Alfred Young
Denison, Texas	Denison (Texas)
Chagrin Falls, Ohio	Chagrin Falls
Cleburne, Texas	Cleburne (Texas)
Kenneth Alan Ribet	Kenneth Alan Ribet
Edward Vermilye Huntington	Edward Vermilye Huntington
Michael Reed	Michael Reed
Wladimir Seidel	Wladimir Seidel
Paul Davies	Paul Davies (Physiker)
Hendrik Casimir	Hendrik Casimir
Richie Spice	Richie Spice
Samuel Eilenberg	Samuel Eilenberg
Edwin Hall	Edwin Hall
Waterloo, Ilinwa	Waterloo (Illinois)
Inivèsite Nasyonal Laos	Nationaluniversität Laos
Underwood Dudley	Underwood Dudley
Jacques Philippe Marie Binet	Jacques Philippe Marie Binet
Wynton Kelly	Wynton Kelly
Dan Segal	Dan Segal
Marcus du Sautoy	Marcus du Sautoy
George Francis FitzGerald	George Francis FitzGerald
Marc Smith	Marc Smith
Joseph Larmor	Joseph Larmor
William Esson	William Esson
Richard Montague	Richard Montague
Jean-Marc Monnerville	Kali (Sänger)
Oswald Veblen	Oswald Veblen
Laurel Aitken	Laurel Aitken
Capleton	Capleton
Manitowoc, Wisconsin	Manitowoc
René Maran	René Maran
New Oxford, Pennsilvani	New Oxford
Carmel, Indiana	Carmel (Indiana)
Kratè	Krater
Charles City, Iowa	Charles City
Isaac Jacob Schoenberg	Isaac Jacob Schoenberg
Alexandria, Minnesota	Alexandria (Minnesota)
Middleburg Heights, Ohio	Middleburg Heights
Paris, New York	Paris (New York)
Garrett Birkhoff	Garrett Birkhoff
Highgate, Vermont	Highgate (Vermont)
Savanna, Ilinwa	Savanna (Illinois)
Asbury, Iowa	Asbury (Iowa)
Johann Georg Tralles	Johann Georg Tralles
Eldon, Missouri	Eldon (Missouri)
Millburn, New Jersey	Millburn (New Jersey)
Poway, Kalifòni	Poway
Fòs nòmal	Normalkraft
Frances Kirwan	Frances Kirwan
Quintino Sella	Quintino Sella
Mina Rees	Mina Rees
Sandra Prosper	Sandra Prosper
Judith Grabiner	Judith Grabiner
Laura Maria Caterina Bassi	Laura Bassi
Coxsone Dodd	Coxsone Dodd
Westford, Massachusetts	Westford (Massachusetts)
Bloomfield, Connecticut	Bloomfield (Connecticut)
Mentor, Ohio	Mentor (Ohio)
Prosser, Washington	Prosser (Washington)
Erasmus Reinhold	Erasmus Reinhold
Angus MacIntyre	Angus Macintyre
Plainfield, New Jersey	Plainfield (New Jersey)
Clifford Taubes	Clifford Taubes
New Ulm, Minnesota	New Ulm (Minnesota)
Nima Arkani-Hamed	Nima Arkani-Hamed
Red Bluff, Kalifòni	Red Bluff (Kalifornien)
Tèmit	Termiten
Fab Nikola Jefra	Fabre Geffrard
Wheatland, Wyoming	Wheatland (Wyoming)
Hodgenville, Kentucky	Hodgenville
Daniel Friedan	Daniel Friedan
Eric Temple Bell	Eric Temple Bell
Gregorio Ricci-Curbastro	Gregorio Ricci-Curbastro
Luigi Cremona	Luigi Cremona
Albert Girard	Albert Girard
Twin Falls, Idaho	Twin Falls
Clarion, Iowa	Clarion (Iowa)
Richmond, Indiana	Richmond (Indiana)
Niles, Ohio	Niles (Ohio)
Eureka, Nevada	Eureka (Nevada)
Salcedo (provens)	Hermanas Mirabal (Provinz)
Brookhaven, New York	Brookhaven (New York)
Jean-Pierre Kahane	Jean-Pierre Kahane
Stowe, Vermont	Stowe (Vermont)
Atarfe (Grenad)	Atarfe
Armilla (Grenad)	Armilla (Granada)
Jacques Pelletier du Mans	Jacques Peletier
Claude Berge	Claude Berge
Fil	Draht
Alexei Krylov	Alexei Nikolajewitsch Krylow
Vladimir Aleksandrovich Fock	Wladimir Alexandrowitsch Fock
Busquístar (Grenad)	Busquístar
La Push, Washington	La Push (Washington)
Cáñar (Grenad)	Cáñar
Junior Reid	Junior Reid
San Luis, Santiago de Cuba	San Luis (Santiago de Cuba)
Ankeny, Iowa	Ankeny (Iowa)
Amati	Anker (Elektrotechnik)
Linton Kwesi Johnson	Linton Kwesi Johnson
Chan gravitasyon	Gravitationsfeld
Vladimir Steklov	Wladimir Andrejewitsch Steklow
Anna, Ilinwa	Anna (Illinois)
Dani Rodrik	Dani Rodrik
UB40	UB40
Adhemar Jean Claude Barre de Saint-Venant	Adhémar Jean Claude Barré de Saint-Venant
Edward Burr Van Vleck	Edward Burr Van Vleck
Bernardino Baldi	Bernardino Baldi
Jan Zaanen	Jan Zaanen
Buju Banton	Buju Banton
Ronald Rivlin	Ronald S. Rivlin
Juan Martín Maldacena	Juan Maldacena
Edmond Laguerre	Edmond Laguerre
David Slepian	David Slepian
Louis Bachelier	Louis Bachelier
Ciprian Manolescu	Ciprian Manolescu
Donald Saari	Donald G. Saari
Samuel Goudsmit	Samuel Abraham Goudsmit
Anouvong	Anuvong
James Harris Simons	James Simons
Fosten Soulouk	Faustin Soulouque
Vladimir Levenshtein	Wladimir Iossifowitsch Lewenstein
Marie Alfred Cornu	Alfred Cornu
Johannes Campanus	Campanus von Novara
Benedetto Castelli	Benedetto Castelli
William Dembski	William A. Dembski
Burt Totaro	Burt Totaro
Francesco Cetti	Francesco Cetti
Gerard Latortue	Gérard Latortue
Igor Ansoff	Harry Igor Ansoff
Anselme Payen	Anselme Payen
Christian Kramp	Christian Kramp
Kaprekar	Dattathreya Ramachandra Kaprekar
Joan Fuster	Joan Fuster
Julii Khariton	Juli Borissowitsch Chariton
Richard Hunt	Richard Hunt
Anna Maria, Florid	Anna Maria
Jorgen Leth	Jørgen Leth
Martial Celestin	Martial Célestin
Annandale, Minnesota	Annandale (Minnesota)
Anoka, Minnesota	Anoka (Minnesota)
Sam Treiman	Sam Treiman
Lincoln, Ilinwa	Lincoln (Illinois)
Manhattan Beach, Kalifòni	Manhattan Beach
Bristol, Florid	Bristol (Florida)
Ansagalèt (komin)	Anse-à-Galets
Bozeman, Montana	Bozeman
Anson, Texas	Anson (Texas)
Joseph Raphson	Joseph Raphson
Ansonia, Connecticut	Ansonia (Connecticut)
Pismo Beach, Kalifòni	Pismo Beach
Piedmont, Kalifòni	Piedmont (Kalifornien)
Sibstra woche	Anstehendes Gestein
Nikolai Chebotaryov	Nikolai Grigorjewitsch Tschebotarjow
Highland Park, New Jersey	Highland Park (New Jersey)
Colcord, Oklahoma	Colcord (Oklahoma)
Northbrook, Ilinwa	Northbrook (Illinois)
Lakewood, Ohio	Lakewood (Ohio)
Pierre Girard	Pierre-Simon Girard
Heppner, Oregon	Heppner (Oregon)
East Dubuque, Ilinwa	East Dubuque
Antelope, Oregon	Antelope (Oregon)
South Amboy, New Jersey	South Amboy
Antequera (Málaga)	Antequera
Lamar, Missouri	Lamar (Missouri)
Henri Brocard	Henri Brocard
Jakow Trachtenberg	Jakow Trachtenberg
Anthony B	Anthony B
Desert Hot Springs, Kalifòni	Desert Hot Springs
Anthony Knapp	Anthony W. Knapp
Anthony Zee	Anthony Zee
Greenville, Kawolin disid	Greenville (South Carolina)
Gor (Grenad)	Gor (Granada)
Jerrold Marsden	Jerrold Marsden
Emil Wolf	Emil Wolf
Yves Meyer	Yves Meyer
Paul-Andre Meyer	Paul-André Meyer
Gury Marchuk	Guri Iwanowitsch Martschuk
Allenbach	Allenbach
New Braunfels, Texas	New Braunfels
Felice Casorati	Felice Casorati (Maler)
Don Zagier	Don Zagier
Salvatore Pincherle	Salvatore Pincherle
Ernest Esclangon	Ernest Esclangon
Pierre Cartier	Pierre Cartier (Mathematiker)
Princeton, Ilinwa	Princeton (Illinois)
Pittsfield, Ilinwa	Pittsfield (Illinois)
Carmi, Ilinwa	Carmi (Illinois)
Yorkville, Ilinwa	Yorkville (Illinois)
Pontiac, Ilinwa	Pontiac (Illinois)
Prophetstown, Ilinwa	Prophetstown
Peter Goddard	Peter Goddard (Physiker)
Winnebago, Minnesota	Winnebago (Minnesota)
Centreville, Ilinwa	Centreville (Illinois)
Clinton, Ilinwa	Clinton (Illinois)
Olney, Ilinwa	Olney (Illinois)
Centralia, Ilinwa	Centralia (Illinois)
Carlinville, Ilinwa	Carlinville
Eureka, Ilinwa	Eureka (Illinois)
Washington, Ilinwa	Washington (Illinois)
Grafton, Ilinwa	Grafton (Illinois)
Fairview Heights, Ilinwa	Fairview Heights (Illinois)
Watseka, Ilinwa	Watseka
Mattoon, Ilinwa	Mattoon (Illinois)
Carrollton, Ilinwa	Carrollton (Illinois)
Rochelle, Ilinwa	Rochelle (Illinois)
Cairo, Ilinwa	Cairo (Illinois)
Wheaton, Ilinwa	Wheaton (Illinois)
Cerritos, Kalifòni	Cerritos
Henry, Ilinwa	Henry (Illinois)
Lake Forest, Ilinwa	Lake Forest (Illinois)
Antigo, Wisconsin	Antigo
Murphysboro, Ilinwa	Murphysboro
Winchester, Ilinwa	Winchester (Illinois)
Madison, Ilinwa	Madison (Illinois)
Marion, Ilinwa	Marion (Illinois)
Eldorado, Ilinwa	Eldorado (Illinois)
Normal, Ilinwa	Normal (Illinois)
Rushville, Ilinwa	Rushville (Illinois)
McLeansboro, Ilinwa	McLeansboro
Carlyle, Ilinwa	Carlyle (Illinois)
Benton, Ilinwa	Benton (Illinois)
Mascoutah, Ilinwa	Mascoutah
Marshall, Ilinwa	Marshall (Illinois)
Troy, Ilinwa	Troy (Illinois)
Mount Carroll, Ilinwa	Mount Carroll
Nashville, Ilinwa	Nashville (Illinois)
Macon, Ilinwa	Macon (Illinois)
Chester, Ilinwa	Chester (Illinois)
Ava, Ilinwa	Ava (Illinois)
Lacon, Ilinwa	Lacon (Illinois)
Mount Carmel, Ilinwa	Mount Carmel (Illinois)
Lexington, Ilinwa	Lexington (Illinois)
Neoga, Ilinwa	Neoga
Grand Tower, Ilinwa	Grand Tower
McHenry, Ilinwa	McHenry (Illinois)
El Paso, Ilinwa	El Paso (Illinois)
Mount Olive, Ilinwa	Mount Olive (Illinois)
Lockport, Ilinwa	Lockport (Illinois)
Mounds, Ilinwa	Mounds (Illinois)
Leland Grove, Ilinwa	Leland Grove
Byron, Ilinwa	Byron (Illinois)
Jonesboro, Ilinwa	Jonesboro (Illinois)
Shelbyville, Ilinwa	Shelbyville (Illinois)
Harvard, Ilinwa	Benutzer:An Gearmánach/Harvard (Illinois)
Quincy, Ilinwa	Quincy (Illinois)
Windsor, Ilinwa	Windsor (Shelby County, Illinois)
Nauvoo, Ilinwa	Nauvoo (Illinois)
Lewistown, Ilinwa	Lewistown (Illinois)
Columbia, Ilinwa	Columbia (Illinois)
Geneva, Ilinwa	Geneva (Illinois)
Paxton, Ilinwa	Paxton (Illinois)
Ottawa, Ilinwa	Ottawa (Illinois)
Greenville, Ilinwa	Greenville (Illinois)
Mount Sterling, Ilinwa	Mount Sterling (Illinois)
Oregon, Ilinwa	Oregon (Illinois)
Harrisburg, Ilinwa	Harrisburg (Illinois)
Park Ridge, Ilinwa	Park Ridge (Illinois)
Highland, Ilinwa	Highland (Illinois)
Morris, Ilinwa	Morris (Illinois)
Mound City, Ilinwa	Mound City (Illinois)
Corning, New York	Corning (New York)
Polo, Ilinwa	Polo (Illinois)
Easton, New Hampshire	Easton (New Hampshire)
Elmwood Park, New Jersey	Elmwood Park (New Jersey)
Paris, Ilinwa	Paris (Illinois)
Highland Park, Ilinwa	Highland Park (Illinois)
Keithsburg, Ilinwa	Keithsburg
Litchfield, Ilinwa	Litchfield (Illinois)
Aledo, Ilinwa	Aledo (Illinois)
Oakbrook Terrace, Ilinwa	Oakbrook Terrace
Batavia, Ilinwa	Batavia (Illinois)
West Newbury, Massachusetts	West Newbury
Greenfield, Ilinwa	Greenfield (Illinois)
Brookport, Ilinwa	Brookport (Illinois)
Tuscola, Ilinwa	Tuscola
Linneus, Missouri	Linneus (Missouri)
Danville, Ilinwa	Danville (Illinois)
Liberty, Indiana	Liberty (Indiana)
Crystal Lake, Ilinwa	Crystal Lake (Illinois)
Carbondale, Ilinwa	Carbondale (Illinois)
Vienna, Ilinwa	Vienna (Illinois)
Monmouth, Ilinwa	Monmouth (Illinois)
Ponm zikak	Kokospflaume
Vandalia, Ilinwa	Vandalia (Illinois)
Bloomington, Ilinwa	Bloomington (Illinois)
Streator, Ilinwa	Streator
Blue Island, Ilinwa	Blue Island (Illinois)
Shawneetown, Ilinwa	Shawneetown
Collinsville, Ilinwa	Collinsville (Illinois)
Calumet City, Ilinwa	Calumet City
Rock Island, Ilinwa	Rock Island (Illinois)
East Saint Louis, Ilinwa	East St. Louis
Galena, Ilinwa	Galena (Illinois)
Edwardsville, Ilinwa	Edwardsville (Illinois)
Herrin, Ilinwa	Herrin (Illinois)
Effingham, Ilinwa	Effingham (Illinois)
O'Fallon, Ilinwa	O’Fallon (Illinois)
Mount Vernon, Ilinwa	Mount Vernon (Illinois)
Harvey, Ilinwa	Harvey (Illinois)
East Moline, Ilinwa	East Moline
Berwyn, Ilinwa	Berwyn (Illinois)
Loves Park, Ilinwa	Loves Park
Burbank, Ilinwa	Burbank (Illinois)
Chicago Heights, Ilinwa	Chicago Heights
Waukegan, Ilinwa	Waukegan
Wilmette, Ilinwa	Wilmette
