Աֆրիկա	Afrika
Արնեդո	Arnedo
Փայտակարան (քաղաք)	Beyləqan (Stadt)
Բադբիի վանք	Kloster Bodbe
Հայրենիք	Vaterland
Մաշոնաներ	Shona (Volk)
Range Rover Evoque	Range Rover Evoque
Պիլցամաա (քաղաք, Էստոնիա)	Põltsamaa (Stadt)
Նացիոնալե մարզադաշտ (Հռոմ)	Stadio Nazionale del PNF
Ազգային ուխտ (Թուրքիա)	Misak-ı Millî
Նետուրեյ կարտո	Neturei Karta
Ավստրալիայի արևելյան ափի անձրևային անտառներ	Gondwana-Regenwälder Australiens
Սիոնի Բոլնիս (ֆուտբոլային ակումբ)	Sioni Bolnissi
Խոտ	Gras
Ռոկիցանկի շրջան	Okres Rokycany
Rai 3	Rai 3
Մշուշ	Dunst (Atmosphäre)
Նոբելյան մրցանակի դափնեկիրներ (1901-2000)	Liste der Friedensnobelpreisträger
Nissan Skyline	Nissan Skyline
(9905) Տիցիանո	(9905) Tiziano
Ալբա Բեռլին	Alba Berlin
Կարմրակտուց ճայ	Alpenkrähe
Բաբեկի շրջան	Babək (Rayon)
Վարդաշենի շրջան	Oğuz (Rayon)
Կարշի	Qarshi
Ջուղայի շրջան	Culfa (Rayon)
Կուբաթլուի շրջան (Ադրբեջանական ԽՍՀ)	Qubadlı (Rayon)
Կնիք	Stempel (Papier)
Համառ Քերաբան	Keraban der Starrkopf
Մոտիվացիա	Motivation
Ռիվաս Վասիամադրիդ	Rivas-Vaciamadrid
Ինքնաթիռային սպորտ	Luftsport
Հիդրավլիկական տուրբին	Wasserturbine
Շահութահարկ	Körperschaftsteuer
Մաթիաս Շանդոր	Mathias Sandorf
Կապաֆոնտս	Capafonts
Կոհտլա-Նիմե (քաղաքատիպ ավան, Կոհտլա-Նիմմե շրջան)	Kohtla-Nõmme
Բարձիկաբորբ	Bursitis
Քոբայրի վանք	Kobayr
Օտտավիո Բիանկի	Ottavio Bianchi
Դազինգ	Dasing
Աստարա (Իրան)	Astara (Iran)
Օպերացիա (ռազմագործողություն)	Operation (Militär)
Reprise Records	Reprise Records
Թանջուրահ (երկրամաս)	Tadjoura (Region)
Մանիտոբա (լիճ)	Manitobasee
Սինուհեթի պատմությունը	Die Geschichte von Sinuhe
Չինաստանի մշակույթ	Chinesische Kultur
Քյուբիվանո	Cubewano
Կենսագրական ֆիլմ	Filmbiografie
Տուժողի հոգեբանություն	Viktimologie
Լոբի դասական գրադարան	Loeb Classical Library
Օփենմոկո	Openmoko
Սլայդեր (հեռախոսի կորպուս)	Slider (Handy)
Բրիտանական թագավորական ընտանիք	Britische Königsfamilie
Սոցիալական համեմատության տեսություն	Theorie des sozialen Vergleichs
Հիռմուստե (գյուղ, Կիռգեսաառե շրջան)	Hirmuste (Kõrgessaare)
Ուրիշ աշխարհ. Էվոլյուցիա	Underworld: Evolution
Տաուտենբուրգի աստղադիտարան	Thüringer Landessternwarte Tautenburg
Լիակատար ընկերակցություն	Spółka jawna
Պիլիստվեռե (գյուղ, Կիո շրջան)	Pilistvere
Ֆրանսիական Հնդկաստան	Französisch-Indien
Ֆայյումյան դիմանկար	Mumienporträt
Միռնի	Mirny-Station
Փիքի թեորեմ	Satz von Pick
Սանտո Դոմինգո դե լա Կալսադա	Santo Domingo de la Calzada
Ստրուհալի թիվ	Strouhal-Zahl
Հայրենասերը (ֆիլմ, 2000)	Der Patriot (Film)
Դենիա (քաղաք)	Dénia
Դեսանտ	Landung (Taktik)
Մակեդոնիայի Հանրապետության վարչական բաժանում	Liste der Opštini in Mazedonien
Մրցարշավ «Թնդանոթային միջուկ» 2	Auf dem Highway ist wieder die Hölle los
Հնէակոնտակտ	Prä-Astronautik
Մեռեմյաե (Էստոնիայի շրջան)	Meremäe
Ռումինիան Մանկական Եվրատեսիլ երգի մրցույթում	Rumänien beim Junior Eurovision Song Contest
Խոպյոր	Chopjor
Տափակաձկներ	Schollen
Արյունախխում	Hämoptyse
Պալեստրա	Palästra
Շըրնաքի նահանգ	Şırnak (Provinz)
Նիդերլանդները Եվրատեսիլ երգի մրցույթում	Niederlande beim Eurovision Song Contest
Ալժիրի ֆուտբոլի ֆեդերացիա	Fédération Algérienne de Football
Պյուհալեպա (Էստոնիայի շրջան)	Pühalepa
Դիվերտիսմենտ	Divertimento
Վասիլի Ստրուվե (արևելագետ)	Wassili Wassiljewitsch Struwe
Տրուա 3 (կանտոն)	Kanton Troyes-3
Խուզարկություն	Durchsuchung (Recht)
Տերահերցային ալիքներ	Terahertzstrahlung
Կիռգեսաառե (Էստոնիայի շրջան)	Kõrgessaare
Կուբա (քաղաք)	Quba (Stadt)
Անկատար սնկեր	Fungi imperfecti
(3895) Էրհարտ	(3895) Earhart
Ալի Բուջսաիմ	Ali Bujsaim
Կրակովյակ	Krakowiak
Գողություն իտալական ձևով	The Italian Job – Jagd auf Millionen
(2976) Լաուտարո	(2976) Lautaro
Սենթ Դեյվիդս	St Davids
Մալթան Եվրատեսիլ երգի մրցույթում	Malta beim Eurovision Song Contest
Մարտին շրջան (Ֆլորիդա)	Martin County (Florida)
Էմմաստե (Էստոնիայի շրջան)	Emmaste
Կեինա (Էստոնիայի շրջան)	Käina
Հետարտադրություն	Postproduktion
Սան Կինտին դե Մեդիոնա	Sant Quintí de Mediona
Բարսակելմեսի արգելոց	Naturreservat Barsa-Kelmes
Թաուերի ագռավներ	Tower-Raben
Լույսի ճնշում	Strahlungsdruck
Մելքիոր	Kupfernickel
Տրոգ	Trogtal
Տեսսը Դէրբերվիլների տոհմից	Tess von den d’Urbervilles
Սամարա (Վոլգայի վտակ)	Samara (Wolga)
Սիկատիվներ	Sikkativ
Նովայա Դերևնյա (գյուղ, Պոլեսսկի շրջան)	Nowaja Derewnja
Rádio e Televisão de Portugal	Rádio e Televisão de Portugal
Լա Կարոլինա (քաղաք)	La Carolina
Ոզնագլխիկ	Kugeldisteln
Լայնապոչ եղեգնաթռչնակ	Seidensänger
SCAT Airlines	SCAT
Լուպերկալիաներ	Lupercalien
Սենեքերիմ-Հովհաննես Արծրունի	Seneqerim Johannes
Պինդ մարմնային լազեր	Festkörperlaser
Դուշան Շվենտո	Dušan Švento
Կոստաս Մանոլաս	Kostas Manolas
PIC պրոցեսորներ	PICmicro
Տապա (քաղաք, Էստոնիա)	Tapa (Tapa)
Մինիստե (Էստոնիայի շրջան)	Mõniste
Հաանյա (Էստոնիայի շրջան)	Haanja
Վառստու (Էստոնիայի շրջան)	Varstu
Ուռվաստե (Էստոնիայի շրջան)	Urvaste
Վիռու (Էստոնիայի շրջան)	Võru (Landgemeinde)
Վասցելիինա (Էստոնիայի շրջան)	Vastseliina
Ռիուգե (Էստոնիայի շրջան)	Rõuge
(9781) Ջուբջուբբրդ	(9781) Jubjubbird
Կորնթոսյան պատերազմ	Korinthischer Krieg
Նարին (գետ)	Naryn (Fluss)
Սենսուալիզմ	Sensualismus
Արգումենտ	Argument (Begriffsklärung)
Ռեկուլտիվացիա	Rekultivierung
Վայնշեշիկա	Vaisheshika
Տրոիցկայա (ստանիցա, Սունժենսկի շրջան)	Troizkaja (Inguschetien)
Մեկնություն	Interpreter (Begriffsklärung)
Իմ երջանիկ աստղերը 2	Powerman 2
Սուբյեկտ և օբյեկտ	Subjekt-Verb-Objekt
Բեյրութի պրովինցիա	Gouvernement Beirut
Հայֆա Ուեհբե	Haifa Wehbe
Վիլա Ռոդոնա	Vila-rodona
Բոցենի	Flammenblumen
Umbro	Umbro
Արգովան	Arguvan
Օտարացում (ֆիլմ, 2011)	Detachment (2011)
Կոլոմենսկոյե	Kolomenskoje
(2359) Դեբեոն	(2359) Debehogne
Սահմանադրական կուսակցություն (Էստոնիա)	Konstitutsioonierakond
Կուրտեա դե Արճեշ	Curtea de Argeș
Կայա (նահանգ)	Kayah-Staat
Բուֆորդ (Վայոմինգ)	PhinDeli
Բերխամբրախտ	Bergambacht
Passenger (երաժիշտ)	Passenger (Musikprojekt)
(9681) Շերվուդռոլանդ	(9681) Sherwoodrowland
Քաոսային Աննան	Caótica Ana
Մոնպառնաս կայարանի վթար	Eisenbahnunfall am Gare Montparnasse
Պապուլա	Effloreszenz
Սիմեռպալու (Էստոնիայի շրջան)	Sõmerpalu
Խորքային ռումբ	Wasserbombe (Kampfmittel)
Դիֆրակցիոն ցանց	Optisches Gitter
Շնչաչափություն	Spirometrie
Սիլիկոզ	Silikose
Բոլնիս	Bolnissi
Կովկասի ճակատամարտ (1942-1943)	Nordkaukasische Operation
Հոռոմի	Horo (Tanz)
1916 թվականը գրականության մեջ	Literaturjahr 1916
Երվանդունիներ	Orontiden
(8753) Նիկտոկորաքս	(8753) Nycticorax
Ray-Ban	Ray-Ban
Մարսելախանգարում	Verdauungsstörung
Ջեսս Քարվեր	Jesse Carver
Երկրորդ հայրենիք	Das zweite Vaterland
Հարթավայրային Շոտլանդիա	Central Lowlands
Անդրադարձ (բասկետբոլ)	Rebound (Basketball)
Տուստի (գյուղ, Մուհու շրջան)	Tusti (Muhu)
Հոգեբանական տրավմա	Trauma (Psychologie)
Խաչքար	Chatschkar
Դոլգոե Պոլե (գյուղ, Ուժգորոդի շրջան)	Dowhe Pole (Uschhorod)
Ալլաիխովսկի ուլուս	Allaichowski ulus
Սեեռե (գյուղ, Տոռգու շրջան)	Sääre (Torgu)
Արիադնեի կծիկ	Ariadnefaden
Քելսո	Kelso (Schottland)
Պլուտո Նեշի արկածները	Pluto Nash – Im Kampf gegen die Mondmafia
Ammophila sabulosa	Gemeine Sandwespe
Հավայական թոսթ	Toast Hawaii
Սրեբնոյի շրջան	Rajon Sribne
Չերնիշևսկոե (գյուղ, Նեստերովսկի շրջան)	Tschernyschewskoje
Պեռլիտ	Perlit (Gestein)
Քրիստոնեական խորհրդապաշտություն	Christliche Mystik
Գազարով տորթ	Rüeblitorte
რ	რ
Դելեցիա	Deletion
Մատրիցի ռանգ	Rang (Mathematik)
(1959) Կարբիշև	(1959) Karbyshev
Սալտարելո	Saltarello
Պատմական վերակառուցում	Reenactment
Սյունաշար	Kolonnade
TV Markíza	TV Markíza
Ինչպես ամուսնանալ 3 օրում (ֆիլմ)	Verlobung auf Umwegen
Կելու (գյուղ, Լիհուլա շրջան)	Kelu
(2822) Սակախավեյա	(2822) Sacajawea
Վիսենտե դել Բոսկե	Vicente del Bosque
Ռիդբերգի հաստատուն	Rydberg-Konstante
Վեստ Մաս էն Վալ	West Maas en Waal
Վիլնյուսի համալսարան	Universität Vilnius
Բարկարոլ	Barkarole
Մարսել Կաշեն	Marcel Cachin
Ժամանակակից ֆիզիկա	Moderne Physik
System of a Down-ի սկավառակագրություն	System of a Down/Diskografie
(8592) Ռուբերտա	(8592) Rubetra
Գրանիեն	Grañén
Մատնաշունչ	Panaritium
(2071) Նադեժդա	(2071) Nadezhda
Շվեյցարիան Եվրատեսիլ երգի մրցույթում	Schweiz beim Eurovision Song Contest
Mercedes-Benz G-դաս	Mercedes-Benz G-Klasse
Թալասա	Thalassa (Mythologie)
Համակարգչային խաղերի ժանրեր	Genre (Computerspiele)
Բարկաս	Barkasse
Ռուրյան դերբի	Revierderby
Կցորդիչ	Muffe
Վստահություն	Vertrauen
Հերմանն ամրոց	Hermannsfeste
Սիլոս	Silage
(933) Սյուզի	(933) Susi
Մաշկեղակերպ փոքրաչղջիկ	Alpenfledermaus
Ասկալաֆ	Askalaphos (Argonaut)
(2607) Յակուտիա	(2607) Yakutia
Lexus RX	Lexus RX
Տադասի Իմաի	Imai Tadashi
Լիտվան Եվրատեսիլ երգի մրցույթում	Litauen beim Eurovision Song Contest
Ֆրանսուա Մինիե	François-Auguste Mignet
Մետապլազիա	Metaplasie
Լիգա (միավոր)	Leuge
Շուախևի մունիցիպալիտետ	Munizipalität Schuachewi
Վահրամ (քարգործ)	Deutsch-Wagram
Ռիդբերգի բանաձև	Rydberg-Formel
Միիսամաա (գյուղ, Կոհտլա շրջան)	Mõisamaa (Kohtla)
Սեղանի Թենիսի միջազգային ֆեդերացիա	International Table Tennis Federation
Կիրակնօրյա դպրոց (Ռուսական կայսրություն)	Sonntagsschule
Ռիպոն	Ripon
Սանտա Մոնիկա ծառուղի	California State Route 2
Էյվբերի	Avebury
Յանկո Եսենսկի	Janko Jesenský
(8963) Կոլլուրիո	(8963) Collurio
Օլվերա	Olvera
Ֆրանց Ռուբո	Franz Roubaud
Ռոբերտ Ֆալկ	Robert Rafailowitsch Falk
Դանիան Մանկական Եվրատեսիլ երգի մրցույթում	Dänemark beim Junior Eurovision Song Contest
Արիոդանթ	Ariodante
Շեքսպիրի սոնետներ	Shakespeares Sonette
Սալոու	Salou
Արիոզո	Arioso
Դայք	Dyke
Հադսուն	Hadsund
Դոկտոր Դուլիթլ	Dr. Dolittle (1998)
Սեքս-տուրիզմ	Sextourismus
(7012) Հոբբես	(7012) Hobbes
Մխիթարյան միաբանություն	Mechitaristen
Ուսպենովկա	Uspeniwka
Ֆեոդոր Վոլկով	Fjodor Grigorjewitsch Wolkow
Սեմիլիի շրջան	Okres Semily
Բարաբայի հարթավայր	Barabasteppe
Ժորժ Լեֆևր	Georges Lefèbvre
Գավիթ	Gawit
(3344) Մոդենա	(3344) Modena
Սպառողների իրավունքների պաշտպանություն	Verbraucherschutz
Ցխինվալի շրջան	Rajon Zchinwali
Արիստակես Ա	Aristakes I.
Չերվոնոպարտիզանսկ (քաղաք, Ուկրաինա)	Tscherwonopartysansk
Մոնթեբելլո	Montebello (Kalifornien)
Ուգանդական նախագիծ	Britisches Uganda-Programm
Կարաբանյա	Carabaña
Օյո դե Մանսանարես	Hoyo de Manzanares
Կույր օձեր	Blindschlangen
1984 (ֆիլմ, 1956)	Neunzehnhundertvierundachtzig
Պարային Եվրատեսիլ 2007	Eurovision Dance Contest 2007
Դատական նախադեպ	Präzedenzfall
Մոնտամբյոֆ (կանտոն)	Kanton Montembœuf
(5422) Հոջկին	(5422) Hodgkin
Թեմ (այլ կիրառումներ)	Diözese
Կիշալֆյոլդ	Kleine Ungarische Tiefebene
(9612) Բելգորոդ	(9612) Belgorod
Պուռու (գյուղ, Յիհվի շրջան)	Puru (Estland)
Սալ (երկրաբանություն)	Deckgebirge
Սյուրժեր (կանտոն)	Kanton Surgères
(8962) Նոկտուա	(8962) Noctua
Վերխնյայա Սինյաչիխա (քաղաքատիպ ավան, Ալապաևսկի շրջան)	Werchnjaja Sinjatschicha
Ավետ Տերտերյան	Awet Terterjan
Հերման Հիրտ	Hermann Hirt
Շիրակ (ֆուտբոլային ակումբ)	FC Schirak Gjumri
I Will Always Love You	I Will Always Love You
Աուրել Ստոդոլա	Aurel Stodola
Օսյոտր (գետ)	Ossjotr
Օդենսե	Odense Å
Mercedes-Benz GLK-դաս	Mercedes-Benz X 204
Չիզբուրգեր	Cheeseburger
Ռեալիզմ (գրականություն)	Realismus (Literatur)
Սիոսեփոլ	Si-o-se Pol
Պենիաֆիել	Peñafiel
Սքանչելի Օրինոկոն	Der stolze Orinoco
Արդարության առանցք	Axis of Justice
Էլ Մասրոչ	El Masroig
Պյուհայեռվե (գյուղ, Օտեպյաե շրջան)	Pühajärve
Մութազիլիականություն	Muʿtazila
Ռոդոնիա	Rodonyà
3-րդ քրոմոսոմ (մարդ)	Chromosom 3 (Mensch)
Էստոնական դիցաբանություն	Estnische Mythologie
Վեստ Ինդիա	Westindische Inseln
TeleZüri	TeleZüri
Բաց նախնական ընտրություն	Primary
Լինդա դի Շամունի	Linda di Chamounix
Բիո-Սենսորներ	Biosensor
Վիլյանդի (ֆուտբոլային ակումբ)	JK Tulevik Viljandi
Երկնային կապիտանը և ապագայի աշխարհը	Sky Captain and the World of Tomorrow
Սկադովսկ (քաղաք, Ուկրաինա)	Skadowsk
Կաքավագրություն	Kinetoskop
Զուգրես (քաղաք, Ուկրաինա)	Suhres
Կալմանկա (գյուղ, Կալամանկայի շրջան)	Kalmanka
Կրկես (ֆիլմ, 1928)	Der Zirkus
SRF info	SRF info
Դերջան (գավառ)	Tercan
ԽՍՀՄ Արտաքին առևտրի բանկ	Wneschekonombank
Օնտարիոյի գեղարվեստի պատկերասրահ	Art Gallery of Ontario
Միջազգային առարկայական օլիմպիադաներ	Wissenschaftsolympiade
Բետանսոս (քաղաք)	Betanzos
Վարան Գուլդա	Goulds Waran
Մարինալեդա	Marinaleda
Վոլյունտարիզմ	Voluntarismus
(4915) Սոլժենիցին	(4915) Solzhenitsyn
Գրասվոլտերսդորֆ	Großwoltersdorf
Շահի Զինդա	Shohizinda-Ensemble
Արկադի Անդրեասյան	Arkadi Andreasjan
Պետրովսկի շրջան (Սարատովի մարզ)	Petrowski rajon (Saratow)
(7655) Ադամռիես	(7655) Adamries
Անտառային կադաստր	Grundbuch
Արկայիմ	Arkaim
Ռոբերտո Դևերո	Roberto Devereux
Արկանզաս (այլ կիրառումներ)	Arkansas (Begriffsklärung)
Մագնիտուդ	Oberflächenwellen-Magnituden-Skala
Ոսկեզանգ	Forsythien
Բելգորոդ-Դնեստրովսկի (քաղաք, Ուկրաինա)	Bilhorod-Dnistrowskyj
Թոնի Ամենդոլա	Tony Amendola
Ռուսա Դ	Rusa Rusaḫi
(8436) Լյուցոպսիս	(8436) Leucopsis
Ծանրության ուժ	Erdbeschleunigung
Հուգենոտյան պատերազմներ	Hugenottenkriege
Ղրիմի օպերացիա (1944)	Schlacht um die Krim
Hír TV	Hír Televízió
Բրունո Բոցետո	Bruno Bozzetto
Ճանապարհորդների ծառ	Baum der Reisenden
Աուդիտի բարձրագույն մարմինների եվրոպական կազմակերպություն	EUROSAI
Սապատաձուկ	Buckellachs
Սեո դե Ուրխել	La Seu d’Urgell
Աբստրակցիա	Abstraktion
Դավիթ Բաքրաձե	Dawit Bakradse
Դիվաձար	Frauenhaarfarne
Արկտիկայի և Անտարկտիկայի Ռուսաստանի պետական թանգարան	Arktis- und Antarktismuseum
Ալբիոն	Albion
(8032) Մայքլադամս	(8032) Michaeladams
Գեորգիկներ	Georgica
(2170) Բելոռուսիա	(2170) Byelorussia
Լոնդոնի գիտության թանգարան	Science Museum
Ստորջրյա հրաբուխներ	Submariner Vulkan
(8964) Կորաքս	(8964) Corax
Կարմեն (նովել)	Carmen (Mérimée)
Տեխնիկական գործվածք	Technische Textilie
Ռեթէոս Պէրպէրեան	Retheos Berberian
Հենրի VII (Անգլիա)	Heinrich VII. (England)
Բլեքինգե	Blekinge
ԿՈՆԿԱԿԱՖ-ի ոսկե գավաթ 1996	CONCACAF Gold Cup 1996
Կոլումբարիում	Kolumbarium
Կիլիկիո Կաթողիկոսների ցանկ	Liste der Katholikoi von Kilikien der Armenischen Apostolischen Kirche
Զելենովկա (քաղաքատիպ ավան, Ուկրաինա)	Seleniwka
Արլոն	Arlon
Ցասման ողկույզները (ֆիլմ)	Früchte des Zorns (Film)
Դրյու Բերիմոր	Drew Barrymore
Մոլյերուսա	Mollerussa
Մաչու Պիկչու	Machu Picchu
Ծանոթացեք՝ Ջո Բլեք	Rendezvous mit Joe Black
Ֆրանցիսկ Ասսիզեցի	Franz von Assisi
Ջորջիայի դրոշ	Flagge Georgias
Արմա (շրջան)	Armagh (District)
Իտալիայի ֆուտբոլի ազգային հավաքական	Italienische Fußballnationalmannschaft
Արման Փաշիկյան	Arman Paschikjan
Գոնչարովո	Gontscharowo
Լուսան	Luchse
Ռադհանիներ	Radhaniten
Բրազիլական հոսանք	Brasilstrom
Դաշնակցային պատերազմ	Bundesgenossenkrieg (Rom)
Իգոր Նևեռլի	Igor Newerly
Դիտավորություն	Vorsatz (Deutschland)
Սի Սինհայ	Xian Xinghai
Պեկորինո	Pecorino (Käse)
Մարտին Գարդներ	Martin Gardner
Կոնստանտինոս Կրիստոֆորու	Constantinos Christoforou
Արևելյան գայլ	Timberwolf
Վիճակագրական ֆիզիկա	Statistische Physik
Գերե Նորդ (կանտոն)	Kanton Guéret-Nord
TVP Historia	TVP Historia
Պայթյուն անցյալից	Eve und der letzte Gentleman
Մամիկոնյաններ	Mamikonian
Sinplus	Sinplus
Լա Շապել Սեն Լյուկ (կանտոն)	Kanton La Chapelle-Saint-Luc
Ռիուդոմս	Riudoms
TVP Kultura	TVP Kultura
Ալկասար դե Սան Խուան (քաղաք)	Alcázar de San Juan
Դե Թոփփերս	De Toppers
Փարիզի վարչական բաժանում	Arrondissement (Paris)
Կյանքի փիլիսոփայություն	Lebensphilosophie
Տագառաննա (գյուղ, Մուստյալա շրջան)	Tagaranna
Արմավիա	Armavia
Համակարգային վերլուծություն	Systemanalyse
Ֆուտբոլն ամառային II Օլիմպիական խաղերում	Olympische Sommerspiele 1900/Fußball
Խմբոիդ	Magma (Mathematik)
Օրվա ասպետը	Knight and Day
Eidos Interactive	Eidos Interactive
Ռենտոն	Renton (Washington)
Գելաթի վանք	Gelati
(13185) Ագաշենես	(13185) Agasthenes
Բարդույթ (հոգեբանություն)	Komplex (Psychologie)
Պետության և իրավունքի պատմություն	Rechtsgeschichte
Ռոումինգ	Roaming
Մասնավոր անուն	Hyponymie
Ջովանի Դե Սանկտիս	Giovanni de Sanctis
Իշտվան Դոբի	István Dobi
Պորտուգալիան Մանկական Եվրատեսիլ երգի մրցույթում	Portugal beim Junior Eurovision Song Contest
Բրաֆիմ	Bràfim
Ուրիշ աշխարհ. Վերածնունդ	Underworld: Awakening
Լատիներենի հիման վրա այբուբեններ	Liste lateinisch-basierter Alphabete
Դմանիսի մունիցիպալիտետ	Munizipalität Dmanissi
Ստոկհոլմի աստղադիտարան	Observatorium Stockholm
Արմեն Դարբինյան (քաղաքական գործիչ)	Armen Darbinjan
Սինդիկատ	Syndikat
Լա Շատր (կանտոն)	Kanton La Châtre
Արմեն Մկրտչյան	Armen Mkrttschjan
Սեմիոզիս	Semiose
Տայզենդորֆ	Teisendorf
Ռենտերիա	Errenteria
Մաթյուրեն Վեյսիեր Լա Կրոզ	Maturin Veyssière de La Croze
Բավարիայի պետական օպերա	Bayerische Staatsoper
Համբուրգի աստղադիտարան	Hamburger Sternwarte
Տուժանք	Vertragsstrafe
Վիդեոարտ	Videokunst
Սունդանցիներ	Sundanesen
Սահմանական եղանակ	Indikativ
Արմենիակոն	Armeniakon
Armenian Navy Band	Armenian Navy Band
Հայաստանի կոմունիստական կուսակցություն (ՀՀ)	Armenische Kommunistische Partei
Ռոոդու (գյուղ, Կոհտլա շրջան)	Roodu
Որովայնի խոռոչ	Bauchhöhle
Մանդելշտամ (այլ կիրառումներ)	Mandelstam
Դելփյան պատգամախոս	Orakel von Delphi
Հայերը Վրաստանում	Armenier in Georgien
Հայերը Սիրիայում	Armenier in Syrien
Հայերը Շվեյցարիայում	Armenier in der Schweiz
Կենսական ներկում	Vitalfärbung
Հայկական որոր	Armeniermöwe
Պոդեբրադի	Poděbrady
Ռեբրա	Rebra (Berg)
Հայերը Ավստրիայում	Armenisch-Apostolische Kirche in Österreich
Հայ Ավետարանական Եկեղեցի	Armenisch-Evangelische Kirche
Կոնստանտին Բենկենդորֆ	Konstantin von Benckendorff
Հայոց համազգային շարժում	Armenische Allnationale Bewegung
Հրազդան մարզադաշտ	Stadion Hrazdan
Հայկական գիշերաչղջիկ	Armenische Bartfledermaus
Ֆրանեկերադեյլ	Franekeradeel
Աշխարհի երկրներն ըստ եկամտային տարբերության	Liste der Länder nach Einkommensverteilung
Հայկական իժ	Armenische Bergotter
Հայաստանյայց Առաքելական Սուրբ Եկեղեցի	Armenische Apostolische Kirche
Հայկական մանրանկարչություն	Armenische Buchmalerei
Իռլանդական գրականություն	Irische Literatur
Ուելսի շրջաններ	Verwaltungsgliederung von Wales
Հայաստանի ֆոնդային բորսա	Armenische Börse
Հայկական ժայռային մողես	Armenische Felseidechse
Գառնիի հեթանոսական տաճար	Tempel von Garni
My Morning Jacket	My Morning Jacket
Սառնարյուն Լյուկը	Der Unbeugsame (1967)
Հայկական վանք (Լվով)	Armenische Kathedrale (Lemberg)
Հայկական խոհանոց	Armenische Küche
Բադմինթոնի Հայաստանի առաջնություն	Armenische Badmintonmeisterschaft
Մագալանես (նահանգ)	Provinz Magallanes
Հայ գրականություն	Armenische Literatur
Հայկական դիցաբանություն	Armenische Mythologie
Հայաստանի Բարձրագույն խումբ 2010 (ֆուտբոլ)	Bardsragujn chumb 2010
Հայաստանի Բարձրագույն խումբ 2011 (ֆուտբոլ)	Bardsragujn chumb 2011
Հայաստանի Բարձրագույն խումբ 2012-13 (ֆուտբոլ)	Bardsragujn chumb 2012/13
Հայաստանի ռեգբիի ազգային հավաքական	Armenische Rugby-Union-Nationalmannschaft
Բի-2	BI-2
Թոշիմասա Ֆուրութա	Toshimasa Furuta
(7092) Կադմուս	(7092) Cadmus
Ռևմատիզմ	Rheuma
Ռոտե Ֆլորա	Rote Flora
VOX	VOX
Super RTL	Super RTL
(7132) Կասուլի	(7132) Casulli
Խաբուր	Chabur
Վիք (Իսլանդիա)	Vík í Mýrdal
Կրակովի ապստամբություն (1846)	Krakauer Aufstand
(8734) Ուորներ	(8734) Warner
Հակոբ Տոնոյանի անվան Սուպերգավաթ	Armenischer Fußball-Supercup
Պրահյան հռչակագիր եվրոպական խղճի և կոմունիզմի մասին	Prager Erklärung
Լուկրեցիա Բորջիա (օպերա)	Lucrezia Borgia (Oper)
Ջաֆարիական մազհաբ	Dschafariten
Հայաստանի շախմատի ֆեդերացիա	Armenischer Schachverband
Հայկական պատարագ	Armenischer Ritus
Վոկալ	Vokalmusik
ՀՀ Ազգային ժողովի 5-րդ գումարման ընտրություններ	Parlamentswahl in Armenien 2012
Ամերիկայի Հայ Ազգային Կոմիտե	Armenian National Committee of America
Papier d'Arménie	Armenisches Papier
Հարսանեկան պոեզիա	Epithalamium
Լյերենա	Llerena
Մահն իմ արհեստն է (վեպ)	Der Tod ist mein Beruf
It’s My Life (երգ, Bon Jovi)	It’s My Life (Bon-Jovi-Lied)
Ֆրանսիայի ազգային նվագախումբ	Orchestre National de France
RTL 4	RTL 4
Շտաուբբախ ջրվեժ	Staubbachfall
Զինակիր կլան	Armigerous Clan
Յանոշ Ցեց	János Czecz
Օսիպ Մակովեյ	Ossyp Makowej
Ուիսթլերի մայրը	Arrangement in Grau und Schwarz: Porträt der Mutter des Künstlers
BBC Three	BBC Three
Մերձբալթյան օպերացիա	Baltische Operation
Խնամատարություն	Gesetzlicher Vertreter (Deutschland)
Կոմիշե օպեր	Komische Oper Berlin
Իփիգենիան Տավրիսում (Գլյուկ)	Iphigénie en Tauride
(9973) Սզպիլման	(9973) Szpilman
Ռոլֆ Լիբերման	Rolf Liebermann
Գերմանական կինո	Deutscher Film
Յոհանես Քարստեն Հաուխ	Carsten Hauch
Պուգաչովսկի շրջան	Pugatschowski rajon
Արմյանսկ	Armjansk
Ծեր կնոջ այցը	Der Besuch der alten Dame
Շախմատային օլիմպիադա 1968	Schacholympiade 1968
Բոգոմիր Շմերալ	Bohumír Šmeral
Ռիենցի (օպերա)	Rienzi
Գոտիե Կապյուսոն	Gautier Capuçon
Վլադիմիր Կոտելնիկով	Wladimir Alexandrowitsch Kotelnikow
Բուժակ	Feldscher
Ետադարձ տիֆ	Rückfallfieber
Կադեշ	Kadesch
Կրիայով ապուր	Schildkrötensuppe
Լիվեր	Liven
Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo	Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo
Մանաս (ղրղզների էպոս)	Manas (Epos)
Ներշնչում (հոգեբանություն)	Suggestion
Հայ Հյուգո Անգլադ	Jean-Hugues Anglade
Տատրաներ	Hohe Tatra
Սպիտակավիզ ճանճորս	Halsbandschnäpper
Իսրայելը Մանկական Եվրատեսիլ երգի մրցույթում	Israel beim Junior Eurovision Song Contest
Օբերոն (օպերա)	Oberon (Weber)
