आफ्रिकाखण्डः	Afrika
भारतस्य विभजनम्	Teilung Indiens
मिथुनराशिः	Zwillinge (Tierkreiszeichen)
अन्नगन्धिः	Dysenterie
जाह्न (इंगलैंड)	Johann Ohneland
ऊरुः	Oberschenkel
आमआदमीपक्षः	Aam Aadmi Party
भारतस्य प्रथमस्वातन्त्र्यसङ्ग्रामः	Indischer Aufstand von 1857
विलियम ३ (इंगलैंड)	Wilhelm III. (Oranien)
जार्ज ४	Georg IV. (Vereinigtes Königreich)
जार्ज १	Georg I. (Großbritannien)
मेरी २	Maria II. (England)
विलियम ४	Wilhelm IV. (Vereinigtes Königreich)
रोबर्ट ए मिल्लिकन्	Robert Andrews Millikan
वायुमालिन्यम्	Luftverschmutzung
ली क्वान यु	Lee Kuan Yew
वर्तुलकम्	Ackerbohne
मेरी १ (स्काटलैंड)	Maria Stuart
लक्ष्मीः	Lakshmi
मन्त्रः	Mantra
भारतस्य राज्यानि	Liste der Bundesstaaten und Unionsterritorien in Indien
हेनरी ५	Heinrich V. (England)
विलियम लारेन्स ब्राग	William Lawrence Bragg
क्यावेण्डिष् हेन्रि	Henry Cavendish
औपसर्गिकव्याधिः	Infektionskrankheit
जार्ज २	Georg II. (Großbritannien)
काली	Kali (Göttin)
सानिया मिर्ज़ा	Sania Mirza
भारतीयपर्वाणि	Festival
आयुर्वेदः	Ayurveda
अमर्त्य सेन	Amartya Sen
जीरकम्	Kreuzkümmel
यमुनानदी	Yamuna
रिचर्ड ३	Richard III. (England)
भारतस्य इतिहासः	Geschichte Indiens
मेथिका	Bockshornklee
लेव लाण्डौ	Lew Dawidowitsch Landau
पृष्ठभागः	Rücken
विलियम हेन्री ब्राग	William Henry Bragg
जार्ज पेजेट थामसन	George Paget Thomson
आकस्मिक चिकित्सा	Erste Hilfe
कन्याराशिः	Jungfrau (Tierkreiszeichen)
जां बाप्टिस्टे पेरिन	Jean-Baptiste Perrin
पोलोक्रीडा	Polo (Sport)
धर्मः	Dharma
तुलाराशिः	Waage (Tierkreiszeichen)
वृश्चिकराशिः	Skorpion (Tierkreiszeichen)
भौतिकी तुला	Waage
जेम्स ५	Jakob V.
जेम्स ४	Jakob IV. (Schottland)
प्रिन्‍सटन	Princeton (New Jersey)
नेवेहिः	Nevėžis
जकारियस् जान्सन्	Zacharias Janssen
पाणिपत्	Panipat
जाकिर हुसैन (तबलावादकः)	Zakir Hussain
जाकिर हुसैन	Zakir Hussain (Politiker)
राजशिम्बी	Hülsenfrucht
नूतन	Nutan
अजय देवगन	Ajay Devgan
कन्दशाकम्	Kohlrabi
बहुनेत्रफलम्	Ananas (Gattung)
सिद्धपेयम्	Erfrischungsgetränk
माण्डु (माण्डवगढ)	Mandu (Stadt)
शिरोमणि अकालीदलम्	Shiromani Akali Dal
सुब्रह्मण्यन् चन्द्रशेखरः	Subrahmanyan Chandrasekhar
रजनीशः	Osho
लज्जालुसस्यम्	Mimose
कबड्डिक्रीडा	Kabaddi
गुरु दत्त	Guru Dutt
नागरङ्गफलम्	Zitronatzitrone
डेविड दे हेया	David de Gea
जार्ज् कार्लिन्	George Carlin
चोळवंशः	Chola
चर्मकारः	Schuhmacher
एडवार्ड् वी एप्पलटन्	Edward Victor Appleton
काफीबीजम्	Kaffeebohne
भ्रष्टतण्डुलः	Puffreis
कोला	Kola (Stadt)
नार्मन् बोर्लाग्	Norman Borlaug
इगोर वाइ टाम	Igor Jewgenjewitsch Tamm
राबर्ट् ब्रौन्	Robert Brown (Botaniker, 1773)
जोसेफ् लिस्टर्	Joseph Lister, 1. Baron Lister
मासातोशी कोशिबा	Masatoshi Koshiba
हिदेकी युकावा	Yukawa Hideki
लुइ नील	Louis Néel
डेनिस गाबोर	Dennis Gábor
यूजीन विग्नर	Eugene Paul Wigner
हान्स बेथे	Hans Bethe
एरण्डसस्यम्	Wunderbaum
आजाद हिन्द फौज्	Indian National Army
काकमाची	Schwarze Tollkirsche
तक्षशिलाविश्वविद्यालयः	Taxila
मन्ना दे	Manna Dey
जे. बि. एस्. हाल्डेन्	J. B. S. Haldane
वास्तुकम्	Amarant (Pflanzengattung)
लता मङ्गेशकरः	Lata Mangeshkar
सर्वपल्ली राधाकृष्णन्	S. Radhakrishnan
काफीसस्यम्	Kaffee (Pflanze)
लकुचम्	Maulbeergewächse
मोहम्मद रफी	Mohammed Rafi
पूगवृक्षः	Betelnusspalme
साम्युयेल् हानिमन्	Samuel Hahnemann
वामनी	Kalmus (Art)
ग्वालियर	Gwalior
जूही चावला	Juhi Chawla
दीपिका पडुकोणे	Deepika Padukone
नागवल्लीपत्रम्	Betelpfeffer
जपापुष्पम्	Chinesischer Roseneibisch
सिंहराशिः	Löwe (Tierkreiszeichen)
ह्यूगो द व्रीस्	Hugo de Vries
रामः	Rama (Mythologie)
हेनरी ६	Heinrich VI. (England)
एडवर्ड ४	Eduard IV.
थियोफ्रास्टस्	Theophrastos von Eresos
पुतिहासस्यम्	Acker-Minze
पारसीकयवानी	Schwarzes Bilsenkraut
अरग्वदवृक्षः	Röhren-Kassie
प्रियङ्गुः	Kolbenhirse
कर्कटराशिः	Krebs (Tierkreiszeichen)
आम्रम्	Mangos
वितुन्नः	Silber-Brandschopf
एडवार्ड गिबन	Edward Gibbon
हेनरी ४	Heinrich IV. (England)
कुम्भराशिः	Wassermann (Tierkreiszeichen)
महानिम्बिसस्यम्	Zedrachbaum
स्पन्दमापिनी	Stethoskop
जेन	Jane Grey
प्रयागः	Allahabad
ओन्कोलोजी	Onkologie
सी टी आर विल्सन	Charles Thomson Rees Wilson
सोनिया गान्धी	Sonia Gandhi
विलियम शाक्ली	William Bradford Shockley
निमेन्या विडिच	Nemanja Vidić
द डार्क् नैट्	The Dark Knight
श्यामाकः	Hühnerhirsen
वृषभराशिः	Stier (Tierkreiszeichen)
मकरराशिः	Steinbock (Tierkreiszeichen)
आल्बर्ट् स्याबिन्	Albert Sabin
साङ्ख्यदर्शनम्	Samkhya
हरितगृहम्	Gewächshaus
चित्रदुर्गमण्डलम्	Chitradurga (Distrikt)
पालङ्कः	Rote Bete
उन्नतकूर्दनम्	Hochsprung
स्टार् वार्स्:दि फ़ांटम् मेनस्	Star Wars: Episode I – Die dunkle Bedrohung
परावर्तनम् (भौतविज्ञानम्)	Reflexion (Physik)
इसिडोर ऐजक रबि	Isidor Isaac Rabi
बैटमेन बिगिंस्	Batman Begins
चम्पकम्	Champaka
मध्यमा	Mittelfinger
विजयनगरसाम्राज्यम्	Vijayanagar
तिरुवनन्तपुरम्	Thiruvananthapuram
गुल्फः	Sprunggelenk
कार्ल् डी एन्डरसन्	Carl David Anderson
धूमनीहारः	Smog
दार्जिलिङ्ग	Darjeeling (Stadt)
श्रीनगरम्	Srinagar
डिमीटार बरबाटोव	Dimitar Berbatow
आण्ड्रियेस् वेसेलियस्	Andreas Vesalius
अगर्तला	Agartala
निम्बः	Niembaum
एडवर्ड ५	Eduard V.
पार्वती	Parvati
प्रलम्बकूर्दनम्	Weitsprung
जानुवातः सन्धिवातश्च	Arthritis
रोबर्ट वूड्रो विल्सन	Robert Woodrow Wilson
मृदुकन्दुक-क्रीडा	Softball
शतद्रुनदी	Satluj
भुवनेश्वरम्	Bhubaneswar
रक्तदुर्गम् (आग्रा)	Rotes Fort (Agra)
भारतस्य राष्ट्रियचिह्नम्	Wappen Indiens
जार्ज् क्युव्ये	Georges Cuvier
पर्सी ब्रिजमन	Percy Williams Bridgman
स्टीवन चू	Steven Chu
डैरेन फ्लेचर	Darren Fletcher
मरे गेलमन	Murray Gell-Mann
प्योट्र कापिट्सा	Pjotr Leonidowitsch Kapiza
एमिलियो गीनो सेग्रे	Emilio Segrè
स्वामी चिन्मयानन्दः	Chinmayananda
कनीनिका	Pupille
प्रेमचन्दः	Premchand
हिब्रूविश्वविद्यालयः (येरुशलम्)	Hebräische Universität Jerusalem
अंटोनियो वालेंसिया	Luis Antonio Valencia
पार्ष्णिः	Ferse
रेमन्ड डेविस जुनियर	Raymond Davis junior
थामस् हण्ट् मार्गन्	Thomas Hunt Morgan
गाब्रियोलो फालोपियस्	Gabriele Falloppio
सेसिल पावेल	Cecil Powell
लुइ अल्वारेज़	Luis Walter Alvarez
अन्ताराष्ट्रियः व्यापारः	Außenhandel
खजुराहो	Khajuraho
खण्डकाव्यानि	Ode
फतेह्-पुर्-सिक्री	Fatehpur Sikri
डा. जयन्त नारळीकर	Jayant Vishnu Narlikar
जिद्दु कृष्णमूर्ति	Jiddu Krishnamurti
स्टीवन वैनबर्ग	Steven Weinberg
जोर्ज एफ स्मूट	George Smoot
लीयो एसाकी	Leo Esaki
पुनर्गमनवाद	Rekursion
सुवर्णमन्दिरम्	Harmandir Sahib
आदिशङ्कराचार्यः	Shankara
स्टार् वार्स्:अटाक् आफ़् दि क्लोन्स्	Star Wars: Episode II – Angriff der Klonkrieger
साञ्चीस्तूपः	Sanchi
ब्रायन जोसेफसन	Brian David Josephson
चेन निंग यांग	Chen Ning Yang
महाथिर मोहमद	Mahathir bin Mohamad
तन्त्रशास्त्रम्	Tantra
कर्पूरम्	Campher
झांसी लक्ष्मीबाई	Lakshmibai
अगस्टा, जार्जिया	Augusta (Georgia)
मेघदूतम्	Meghaduta
प्लास्टिक शल्यचिकित्सा	Plastische Chirurgie
अलङ्काराः	Rhetorisches Stilmittel
आडुबान् जान् जेम्स्	John James Audubon
रेखिचिकित्सा	Reiki
श्रीरामकृष्णपरमहंसः	Ramakrishna
जलमालिन्यम्	Gewässerverschmutzung
हंस:	Feldgänse
मोक्षः	Moksha
जीवविकासवादः	Darwinismus
ॐ	Om
थामस् हेन्रि हक्स्लि	Thomas Henry Huxley
अजन्तागुहाः	Ajanta
पेट्रिक एम एस ब्लाकेट	Patrick Maynard Stuart Blackett
सिन-इतिरो तोमोनागा	Shin’ichirō Tomonaga
चार्ल्स् एच् टाउन्स्	Charles Hard Townes
गेरार्डस 'टी हूफ्ट	Gerardus ’t Hooft
मारीस् एच् विल्किन्स्	Maurice Wilkins
तर्जनी	Zeigefinger
हास्टिंग्स बान्डा	Hastings Kamuzu Banda
दण्डकूर्दनम्	Stabhochsprung
ब्राह्मीलिपिः	Brahmi-Schrift
मणिबन्धः	Handgelenk
अर्जुनः	Arjuna (Mythologie)
मिग्नेल् सर्वेटस्	Michael Servetus
वैश्यः	Vaishya
अयोध्या	Ayodhya
गङ्गटोक्	Gangtok
धर्मशाला, हिमाचलप्रदेशः	Dharamsala
जुलियन श्विंगर	Julian Seymour Schwinger
विलिस इ लाम्ब	Willis Eugene Lamb
राष्ट्रियध्वजः	Nationalflagge
दाहोदमण्डलम्	Dahod (Distrikt)
कार्लो रुबिया	Carlo Rubbia
त्रिः कूर्दनम्	Dreisprung
राबर्ट १	Robert I. (Schottland)
कुतुब् मिनार्	Qutb Minar
डैनी वेल्बेक	Danny Welbeck
चन्द्रगुप्तमौर्यः	Chandragupta Maurya
पुराणानि	Puranas
हनुमान्	Hanuman
राष्ट्रियपुस्तकालयः (इजरायल्)	Israelische Nationalbibliothek
नेविल एफ मोट्ट	Nevill Francis Mott
एल्लोरागुहाः	Ellora
पाणिनिः	Panini (Grammatiker)
मेल्विन श्वार्ट्ज	Melvin Schwartz
निकोलास ब्लोम्बर्गन	Nicolaas Bloembergen
इस्कान् संस्था	Internationale Gesellschaft für Krishna-Bewusstsein
हिब्रूभाषा-अकादमी	Akademie für die hebräische Sprache
आर्थर एल शालो	Arthur Leonard Schawlow
मेमेन्टो	Memento (Film)
जेम्स रेनवाटर	James Rainwater
विलियम डी फिलिप्स	William Daniel Phillips
मार्टिन राइल	Martin Ryle
फिलिप दबल्यु एन्डरसन	Philip Warren Anderson
फ्रान्सिस् गाल्टन्	Francis Galton
लुक्रेजिया बोर्गिया	Lucrezia Borgia
सीता	Sita (Mythologie)
गोदावरीनदी	Godavari
प्राकृतम्	Prakrit
श्री अरविन्दः	Aurobindo Ghose
गोल् गुम्बज़	Gol Gumbaz
अनामिका	Ringfinger
ऐजोल	Aizawl
छन्दः	Verslehre
लीयोन एम लीडरमन	Leon Max Lederman
चार्ल्स बार्क्ले	Charles Barkley
ए जे लेगेट	Anthony James Leggett
काजीराङ्गाराष्ट्रियोद्यानम्	Kaziranga-Nationalpark
वर्नियरमापकम्	Nonius
उष्णरक्तप्राणिनः	Gleichwarmes Tier
जेम्स क्रोनिन	James Cronin
कृष्णा	Krishna (Fluss)
केनेथ् जी विल्सन्	Kenneth Wilson
हीनयानम्	Hinayana
सत्याग्रहः	Satyagraha
ऋतम्	Rita (Hinduismus)
शशि थरूर	Shashi Tharoor
मौलाना अबुल कलाम आजाद	Abul Kalam Azad
राजेन्द्र प्रसाद	Rajendra Prasad
देहरादून	Dehradun
गुवाहाटी	Guwahati
विश्वपरिसरदिनम्	Weltumwelttag
बार्बर मेक्लिन्टाक्	Barbara McClintock
उपमालङ्कारः	Vergleich (Literatur)
विशाखपट्टणमण्डलम्	Visakhapatnam
विजयवाडा	Vijayawada
जोधपुरम्	Jodhpur
अजमेर	Ajmer
जोनास् एड्वर्ड् साक्	Jonas Salk
उज्जैन	Ujjain
लुधियाना	Ludhiana
मेरठ	Meerut
मथुरा	Mathura
उदयपुरम्	Udaipur
लाल्बाग्	Lal Bagh Botanical Gardens
औरङ्गाबाद् (महाराष्ट्रम्)	Aurangabad (Maharashtra)
बीकानेर	Bikaner
जबलपुरम्	Jabalpur
कास्सोवारिस्	Kasuare
रिचार्ड इ टेलर	Richard Edward Taylor
विज्ञानेतिहासः	Wissenschaftsgeschichte
अलिगढ, उत्तरप्रदेशः	Aligarh
ग्यास्पर्डड-गुस्ताव डि कोरियोलिस	Gaspard Gustave de Coriolis
सामाजिकमाध्यमानि	Social Media
ब्रह्मगुप्तः	Brahmagupta
प्लासीयुद्धम्	Schlacht bei Plassey
गुरुग्रन्थसाहिब	Adi Granth
पोर्ट्ब्लेरः	Port Blair
रिचर्ड क्रामवेल	Richard Cromwell
जेर्टि थेरेसा कोरि	Gerty Cori
सिरोहीमण्डलम्	Sirohi (Distrikt)
सन्धिः	Sandhi
गाझियाबाद्, उत्तरप्रदेशः	Ghaziabad
संस्कृतम्.ओआरजी	Küchenkraut
उडुपचालनक्रीडा	Rafting
कटकम्	Cuttack
ठाणे	Thane
शिलाङ्ग	Shillong
ट्रिचिमलैदुर्गम्	Tiruchirappalli
जगन्नाथपुरी	Puri (Stadt)
इन्द्रियनिग्रहः	Keuschheit
महाबलिपुरम्	Mamallapuram
इम्फाल	Imphal
मु अम्मर् गडाफ़ि	Saif al-Islam al-Gaddafi
पटियाला	Patiala
फेडेरिको माकेडा	Federico Macheda
भारतचीनयुद्धम्	Indisch-Chinesischer Grenzkrieg
दूर्वा	Hundszahngras
जलियान्वालाबाग हत्याकाण्डः	Massaker von Amritsar
सूत्रम्	Sutra
चन्दनम्	Sandelholzbaum
गङ्गानद्याः डोल्फिन	Gangesdelfin
चेरापूञ्जी	Cherrapunji
मियाण्डर्	Großer Mäander
राजेन्द्रचोळः	Rajendra I.
काञ्चिपुरम्	Kanchipuram
हरिप्रसाद चौरासिया	Hariprasad Chaurasia
बरेली	Bareilly
वारङ्गल् दुर्गम्	Warangal
तबला (वाद्यम्)	Tabla
भारतीयसर्वोच्चन्यायालयः	Oberstes Gericht (Indien)
प्रकृतिचिकित्सा	Naturheilkunde
पणजी	Panaji
वितस्ता	Jhelam (Fluss)
एड्डिङ्गटन् सर् अर्थर् स्ट्यान्ले	Arthur Stanley Eddington
नारिकेलतैलम्	Kokosöl
कावेरीनदी	Kaveri
नालन्दाविश्वविद्यालयः	Nalanda
चम्पा	Champa
चन्द्रभागा	Chanab
हर्षवर्धनः	Harsha
रागः	Raga
मोरारजी देसाई	Morarji Desai
नारङ्गफलरसः	Orangensaft
दलितजनः	Dalit
आर् लेनेक् मानारल्	René Théophile Hyacinthe Laënnec
नाविकनीलः	Ultramarin
वसन्तपञ्चमी	Vasant Panchami
डैरेन गिब्सन	Darron Gibson
ध्रुवीय उपग्रह प्रक्षेपण यानम्	Polar Satellite Launch Vehicle
कन्याकुमारी	Kanyakumari
जेम्स ३	Jakob III. (Schottland)
श्वेतपत्रम्	Weißbuch
स्वामी दयानन्दसरस्वती	Dayananda
मेरी १	Maria I.
एलिजाबेथ	Elizabeth
कनिष्ठिका	Kleiner Finger
हिप्पोक्रेटस	Hippokrates
मधुरै	Madurai
कलियुगम्	Kali-Yuga
भारतस्य राष्ट्रियपञ्चाङ्गम्	Indischer Nationalkalender
भारतीय-अन्तरिक्ष-अनुसन्धान-सङ्घटनम् (ISRO)	Indian Space Research Organisation
कस्तूरिमृगः	Moschustiere
लोकसभा	Lok Sabha
अण्णा हजारे	Anna Hazare
पतञ्जलिः	Patanjali
भीमराव रामजी अम्बेडकर	Bhimrao Ramji Ambedkar
बोअ क्वोन्	BoA
माधुरी दीक्षित	Madhuri Dixit
जम्बूफलम्	Syzygium cumini
कोशातकी	Luffa
अटल बिहारी वाजपेयी	Atal Bihari Vajpayee
अक्षय कुमार	Akshay Kumar
पञ्चतन्त्रम्	Panchatantra
नर्मदानदी	Narmada
मगधदेश:	Magadha
कोहिमा	Kohima
बिल्वः	Bengalische Quitte
शिग्रुः	Meerrettichbaum
श्रीविजयराजवंशः	Srivijaya
भारतीयसाम्यवादिपक्षः(मार्क्सवादी)	Communist Party of India (Marxist)
एलिजबेत् ब्ल्याक्वेल्	Elizabeth Blackwell (Ärztin)
आल्लाह्	Allah
भक्तिवेदान्तस्वामी प्रभुपादः	A.C. Bhaktivedanta Swami Prabhupada
शुष्कफलानि	Trockenobst
जेम्स १ (स्काटलैंड)	Jakob I. (Schottland)
के आर् नारायणन्	K. R. Narayanan
रुत् प्रवर् जब्वाला	Ruth Prawer Jhabvala
केवलादेव्-राष्ट्रियोद्यानम्	Keoladeo-Nationalpark
छत्रपतिशिवाजीटर्मिनस्	Chhatrapati Shivaji Terminus
गोकुरासस्यम्	Erd-Burzeldorn
अथर्ववेदः	Atharvaveda
पाण्डवाः	Pandava
सामवेदः	Samaveda
कटिः	Taille
सोलापुरम्	Solapur
कल्पना चावला	Kalpana Chawla
दाण्डीयात्रा	Salzmarsch
डेविड २	David II. (Schottland)
छत्रपति शिवाजी	Shivaji
ॐ मणि पद्मे हूँ	Om mani padme hum
मिन्दौगः	Mindaugas I. (Litauen)
सहारनपुरम्	Saharanpur
जैसलमेर	Jaisalmer
भावनगरम्	Bhavnagar
झान्सी	Jhansi
गोरखपुरम्	Gorakhpur
लाल बहादूर शास्त्री	Lal Bahadur Shastri
राज्यसभा	Rajya Sabha
कृष्णनिम्बपत्रम्	Currybaum
महर्षि महेश योगी	Maharishi Mahesh Yogi
ऐन्डर्स लिनडेगार्ड	Anders Lindegaard
भारतद्वारम्	India Gate
इन्द्र कुमार गुजराल	Inder Kumar Gujral
विचिटा	Wichita
सरोजिनी नायुडु	Sarojini Naidu
गया	Gaya (Indien)
एच्. डी. कुमारस्वामी	H. D. Kumaraswamy
कोडैक्यानल्	Kodaikanal
सौत्रान्तिकाः	Sautrantika
सुब्रह्मण्य भारती	Subramaniya Bharati
यष्टी	Lakritze
अमरेलीमण्डलम्	Amreli (Distrikt)
गोराणी	Guarbohne
कस्तूरबा	Kasturba Gandhi
आरण्यकम्	Aranyakas
अस्थि	Knochen
पीठम्	Plinthe
मिल्खा सिंह	Milkha Singh
जार्ज ५	Georg V. (Vereinigtes Königreich)
बेळगावी	Belgaum
इन्दोनेशिया राष्ट्रपति सूची	Liste der Präsidenten von Indonesien
कवरत्ती	Kavaratti
विन्ध्यः	Vindhyagebirge
दिसपुर	Dispur
बाष्पस्थाली	Schnellkochtopf
जेम्स २ (स्काटलैंड)	Jakob II. (Schottland)
हरिद्वारम्	Haridwar
पी वी नरसिंह राव्	P. V. Narasimha Rao
ग्रन्थसम्पादनप्रविधिः	Textkritik
सीताफलम्	Annona
आम्ब्रोस् पारे	Ambroise Paré
कारैकल्	Karaikal
यानम्, पाण्डीचेरी	Yanam
माहे	Mahé (Indien)
नोयडा	Noida
चरकः	Charaka
श्वेताम्बरः सम्प्रदायः	Shvetambaras
जार्ज ६	Georg VI. (Vereinigtes Königreich)
शिवमोग्गामण्डलम्	Shimoga
धर्मवीर भारती	Dharamvir Bharati
महाकूटः	Mahakuta
रा वन् (चलच्चित्रम्)	RA.One – Superheld mit Herz
रमणमहर्षिः	Ramana Maharshi
कोटो (वाद्यम्)	Koto
राबर्ट ३	Robert III. (Schottland)
लियाण्डर् पेस्	Leander Paes
जार्ज् वाशिङ्ग्टन् कार्वर्	George Washington Carver
डयोस्कोरिडीस्	Pedanios Dioskurides
आर् वेङ्कटरामन्	R. Venkataraman
मडिकेरी	Madikeri
पळनी	Palani
भरतः	Bharata
इडुक्की मण्डलम्	Idukki (Distrikt)
अरविन्दाश्रमः	Sri Aurobindo Ashram
धात्री	Phyllanthus emblica
जाह्न बालियोल	John Balliol
पुनर्नवा	Boerhavia diffusa
आम्रातकम्	Spondias
बलासस्यम्	Sida (Gattung)
बेन अमोस	Ben Amos
हीरोफिलस्	Herophilos von Chalkedon
परमहंसयोगानन्‍दः	Yogananda
कबीरदासः	Kabir
अश्वघोषः	Ashvaghosha
महेशभूपतिः	Mahesh Bhupathi
बालगङगाधरतिलकः	Bal Gangadhar Tilak
वि वि गिरि	V. V. Giri
राबर्ट २	Robert II. (Schottland)
खान् अब्दुल् गफार् खान्	Khan Abdul Ghaffar Khan
गुरु गोविन्द सिंह	Gobind Singh
तुलसीदासः	Tulsidas
गोपालकृष्ण गोखले	Gopal Krishna Gokhale
अनिलकपूरः	Anil Kapoor
जगदीश चन्द्र बसु	Jagadish Chandra Bose
बिन्दुसारः	Bindusara
गुलजारीलाल नन्दा	Gulzarilal Nanda
फखरुद्दीन अली अहमद	Fakhruddin Ali Ahmed
इरावती	Ravi (Fluss)
सिलवासा	Silvassa
जिरोलावो फ्राकास्टोरो	Girolamo Fracastoro
चौधरी चरणसिंह	Chaudhary Charan Singh
जमशेदजी टाटा	Jamshedji Tata
देवानन्दः	Dev Anand
बीजपूरफलम्	Guaven
अभिज्ञानशाकुन्तलम्	Abhijnanashakuntala
अभिमन्युः	Abhimanyu
अभिनवगुप्तः	Abhinavagupta
अभ्यङ्गः	Abhyanga
कोल्लम्	Kollam
मनुस्मृतिः	Manusmriti
भारतरत्नम्	Bharat Ratna
भारतीयसंस्कृतिः	Indische Kultur
सारनाथम्	Sarnath
राकेश शर्मा	Rakesh Sharma
विक्रम साराभाई	Vikram Sarabhai
होमी जहाँगीर भाभा	Homi Jehangir Bhabha
मावेन् अन्तरिक्षयानम्	MAVEN
उत्पतनी	Trampolin
मत्स्यावतारः	Matsya
मेरी कोम्	Mary Kom
वेदव्यासः	Vyasa
कोटा	Kota (Indien)
मोरादाबाद्	Moradabad
भारतीयवायुसेना	Indische Luftstreitkräfte
भीमबेट्का-शिलाश्रयाः	Bhimbetka
शङ्कर दयाल शर्मा	Shankar Dayal Sharma
लूथर् बर्ब्याङ्क्	Luther Burbank
भरतनाट्यम्	Bharatanatyam
आर के नारायणन्	R. K. Narayan
चन्द्रशेखरसिंह	Chandra Shekhar
काजी नजरुल इसलाम	Kazi Nazrul Islam
ज्ञानी जैल सिंह	Giani Zail Singh
मसानबु फ़ुकोका	Masanobu Fukuoka
जयदेव आचार्यः	Jayadeva
भर्तृहरिः	Bhartrihari
मध्वाचार्यः	Madhva
नीलं सञ्जीव रेड्डि	Neelam Sanjiva Reddy
गीर अभयारण्यम्	Gir-Nationalpark
एरण्डतैलम्	Rizinusöl
नोबल पुरस्कार-विजेतानां सूची	Liste der Nobelpreisträger
धरणी	Beam
औरङ्गाबाद	Aurangabad
हिन्दुस्थानवैमानिकसंस्था (HAL)	Hindustan Aeronautics
आदिवासिनः	Adivasi
जरनैल सिंह भिण्डरांवाले	Jarnail Singh Bhindranwale
माषः	Urdbohne
गुरु अर्जुन दास	Arjan Dev
गुरु अङ्गद देव	Angad Dev
महम्मद हामिद आन्सारि	Mohammad Hamid Ansari
रामदुर्गम्	Ramdurg
रायपुर	Raipur
भारतीयदर्शनशास्त्रम्	Indische Philosophie
एरासिस्ट्राटस्	Erasistratos
दिलीप कुमार	Dilip Kumar
भगत सिंह	Bhagat Singh
राजेन्द्रकुमारः पचौरि	Rajendra Pachauri
एच्. डी. देवे गौडा	H. D. Deve Gowda
बङ्किमचन्द्र चट्टोपाध्याय	Bankim Chandra Chattopadhyay
मेघनाद साहा	Meghnad Saha
चक्रवर्ती राजगोपालाचारी	C. Rajagopalachari
उशीरसस्यम्	Vetiver
करौली	Karauli
धर्मेन्द्र	Dharmendra
बिस्मिल्ला खान	Bismillah Khan
विक्रम सेठ	Vikram Seth
अजीम प्रेमजी	Azim Premji
विकिपीडिया:वैज्ञानिक-शब्दावलिः/V	Energieeinsparung
कार्तिकेयः	Skanda
ध्यानचन्द	Dhyan Chand
राजसर्षपः	Schwarzer Senf
मङ्गल पाण्डेय	Mangal Pandey
दुर्गा	Durga
सुश्रुतः	Sushruta
गीतगोविन्दम्	Gitagovinda
पाटना	Pataliputra
अग्निः	Agni
भारतीय-प्रीमियर् लीग्	Indian Premier League
जाह्न	John
आगमः	Agama
अहमदाबादमण्डलम्	Ahmedabad (Distrikt)
अहमदनगरमण्डलम्	Ahmednagar (Distrikt)
मातारामराजवंशः	Mataram (Staat)
कारगिलयुद्धम्	Kargil-Krieg
शरत् चन्द्र चट्टोपाध्याय	Sharat Chandra Chattopadhyay
ऐहोळे	Aihole
अजमेरमण्डलम्	Ajmer (Distrikt)
यवाग्रजः	Ajowan
अक्बरपुरम्, अम्बेडकरनगरम्	Akbarpur (Ambedkar Nagar)
सुशील कोइराला	Sushil Koirala
रामनगरमण्डलम्	Ramanagara (Distrikt)
कारवेल्लम्	Bittermelone
बळ्ळारीमण्डलम्	Bellary
पाटलः	Rosa (Farbe)
कृष्णजन्माष्टमी	Janmashtami
काल्मेट् लियान् चारल्स् आल्बर्ट्	Albert Calmette
अलवरमण्डलम्	Alwar (Distrikt)
अमर गोपाल बोस	Amar G. Bose
अमरनाथः	Amarnath
अम्बाला	Ambala
अम्बेडकरनगरमण्डलम्	Ambedkar Nagar
आमेर	Amber (Indien)
बीदरनगरम्	Bidar
माथेरान्	Matheran
माथेरान् पर्वतीयधूमशकटयानम्	Matheran Hill Railway
सायना नेहवाल	Saina Nehwal
एनी बेसन्ट्	Annie Besant
डि. के. पट्टम्माळ्	D. K. Pattammal
जयललिता	J. Jayalalithaa
आण्डाळ्	Andal
ममता ब्यानर्जी	Mamata Banerjee
विजयलक्ष्मी पण्डित	Vijaya Lakshmi Pandit
अञ्जु बाबी जार्ज्	Anju Bobby George
एम् एस् सुब्बुलक्ष्मी	M. S. Subbulakshmi
माता अमृतानन्‍दमयी	Amritanandamayi
सुल्ताना ऱसीया	Raziah
मीराबाई	Mirabai
महादेवी वर्मा	Mahadevi Varma
होय्सळवंशः	Hoysala
आसनम्	Asana
भारतीयलिपयः	Indischer Schriftenkreis
कनिमोऴि	Kanimozhi
कर्णम मल्लेश्वरी	Karnam Malleswari
गुरु हरकिशन	Har Krishan
विजय् अमृतराज्	Vijay Amritraj
लाल कृष्ण आडवाणी	Lal Krishna Advani
जे.आर्.डि.टाटा	Jehangir Ratanji Dadabhoy Tata
अलि अक्बर् खान्	Ali Akbar Khan
साधुः तुकारामः	Tukaram
धीरूभाई अम्बाणी	Dhirajlal Hirachand Ambani
श्री श्री रविशङ्करः	Sri Sri Ravi Shankar
तानसेनः	Tansen (Musiker)
भैरोंसिंह शेखावत	Bhairon Singh Shekhawat
बाबा आमटे	Murlidhar Devidas Amte
सर् जेम्स् सिम्सन्	James Young Simpson
प्रथम कुमारगुप्तः	Kumaragupta I.
