ਅਫ਼ਰੀਕਾ	Afrika
ਅਪਾਚੀ	Apachen
ਨਿਊਕਲੀਆਨ	Nukleon
ਵਗਣਹਾਰ	Fluid
ਅਬਾਜ਼ਾ	Abasa (Stadt)
ਰਸਾਇਣਕ ਸੰਕੇਤ	Elementsymbol
ਹੈਰੀਅਟ ਬੀਚਰ ਸਟੋ	Harriet Beecher Stowe
ਆਡੀਗੇਸਕ	Adygeisk
ਅਲੇਸਕ	Aleisk
ਦੋ-ਅੱਖੀ ਦੂਰਬੀਨ	Fernglas
ਅਬਦੂਲੀਨੋ	Abdulino
ਹੈਰਤਾ ਬਰਲਿਨ	Hertha BSC
ਆਗੀਡੇਲ	Agidel
ਆਗ੍ਰੀਜ਼	Agrys
ਰੱਸਾਕਸ਼ੀ	Tauziehen
ਮਧੂ ਮੱਖੀ	Honigbienen
ਐਵਾਂ ਗਾਰਦ	Avantgarde
ਮੀਸ਼ੇਲ ਵੇਲਬੇਕ	Michel Houellebecq
ਅਕ-ਡੋਵੂਰਾਕ	Ak-Dowurak
ਅਕਸੈ	Aksai
ਸਾਰਸ (ਰੋਗ)	Schweres Akutes Atemwegssyndrom
ਅਲਾਗਿਰ	Alagir
ਅਲਾਪਾਏਵਸਕ	Alapajewsk
ਈਥਰ	Ether
ਅਲਾਟਿਰ	Alatyr (Stadt)
ਅਲਦਾਨ	Aldan (Stadt)
ਖ਼ੋਸੇ ਮਾਰਤੀ	José Martí
ਜੈਨੀਫ਼ਰ ਕੌਨਲੀ	Jennifer Connelly
ਭੌਂ-ਗੁਲਾਮੀ	Leibeigenschaft
ਅਲੈਗਜ਼ੈਂਡਰੋਵ	Alexandrow
ਐਲੈਗਜ਼ੈਂਡ੍ਰੋਵਸਕ	Alexandrowsk (Perm)
ਐਲੈਗਜ਼ੈਂਡ੍ਰੋਵਸਕ-ਸਾਖਾਲਿੰਸਕੀ	Alexandrowsk-Sachalinski
ਅਲੈਗਜ਼ੈਵਕਾ, ਬੈਲਗੋਰੋਡ	Alexejewka (Belgorod)
ਅਲੇਕਸਿਨ	Alexin
ਅਲਜ਼ਾਮੇ	Alsamai
2001: ਅ ਸਪੇਸ ਓਡੀਸੀ (ਫ਼ਿਲਮ)	2001: Odyssee im Weltraum
ਅਲੇਮੇਤਯੇਵਸਕ	Almetjewsk
ਅਮੁਰਸਕ	Amursk
ਅੰਗਾਰਸਕ	Angarsk
ਐਂਡ੍ਰੀਪੋਲ	Andreapol
ਪੰਡਿਤ ਰਵੀ ਸ਼ੰਕਰ	Ravi Shankar
ਮੂਲ ਨਿਵਾਸੀ	Indigene Völker
ਅਖਤੂਬਿੰਸਕ	Achtubinsk
ਅਕਿੰਸਕ	Atschinsk
ਯੂਕੋਨ ਦਰਿਆ	Yukon River
ਪੂਰਨਮਾਸ਼ੀ	Vollmond
ਬਾਈਆ ਲੇਵਾਕੂਜ਼ਨ	Bayer 04 Leverkusen
੧. ਫੁੱਟਬਾਲ ਕਲੱਬ ਕਲਨ	1. FC Köln
ਪ੍ਰਕਾਸ਼ ਤੀਬਰਤਾ	Lichtstärke (Photometrie)
ਮੁੱਢਲਾ ਮੇਲ-ਜੋਲ	Fundamentale Wechselwirkung
ਬਿਹਤਰੀਨ ਵਿਦੇਸ਼ੀ ਭਾਸ਼ਾ ਫ਼ਿਲਮ ਲਈ ਅਕਾਦਮੀ ਇਨਾਮ	Oscar/Bester fremdsprachiger Film
ਹੁੱਕਾ	Shisha
ਬਾਇਰ ਨਾਮ	Bayer-Bezeichnung
ਲੇਡੀ ਗੌਡੀਵਾ	Lady Godiva
ਉੱਤਰੀ ਕੋਰੀਆਈ ਵੌਨ	Nordkoreanischer Won
ਮਾਰਟਿਨ ਹੀਜ਼ਨਬਰਗ	Martin Heisenberg
ਮਾਂਗਨਸ ਕਾਸਨ	Magnus Carlsen
ਵੀਰ-ਜ਼ਾਰਾ	Veer und Zaara – Die Legende einer Liebe
ਯੂਰੇਨੀਅਮ-ਪਾਰ ਤੱਤ	Transurane
ਮਿਰਜ਼ਾ ਗ਼ਾਲਿਬ	Mirza Ghalib
ਰਾਜੇਸ਼ ਖੰਨਾ	Rajesh Khanna
ਪਟਸਨ	Jute
ਅਧਰੰਗ	Lähmung
ਸੂਬਾ	Gliedstaat
ਹਰਗੋਬਿੰਦ ਖੁਰਾਣਾ	Har Gobind Khorana
ਭੌਤਿਕ ਮਾਤਰਾ	Physikalische Größe
ਵਾਲਮੀਰਾ	Valmiera
ਕੁੰਦੂਜ਼	Kunduz
ਸਪਾਰਟਾਕਸ (ਫ਼ਿਲਮ)	Spartacus (1960)
ਤੀਰਅੰਦਾਜ਼ੀ	Bogenschießen
ਏ. ਆਰ. ਰਹਿਮਾਨ	A. R. Rahman
ਦ ਗ੍ਰੇਟ ਡਿਕਟੇਟਰ	Der große Diktator
ਦੋਗਾਣਾ	Duett
ਟਾਪੂ ਦੇਸ਼	Inselstaat
ਹੁਸੈਨ	Al-Ḥusain ibn ʿAlī
ਕਾਮਦੇਵ	Kamadeva
ਰਾਧਾ	Radha
ਵਿੱਤੀ ਸੰਕਟ	Finanzkrise
ਇੰਸਟੀਟਿਊਟ ਡੇ ਡ੍ਰੌਇਟ ਇੰਟਰਨੈਸ਼ਨਲ	Institut de Droit international
ਹਜ਼ਾਰਾ ਲੋਕ	Hazara (Ethnie)
ਫ਼ਿਰੋਜ਼ਸ਼ਾਹ ਦੀ ਲੜਾਈ	Schlacht von Ferozeshah
ਸਿਲੀਕਾਨ ਡਾਈਆਕਸਾਈਡ	Siliciumdioxid
ਦਾ ਟਵਾਈਲਾਈਟ ਸਾਗਾ: ਨਿਊ ਮੂਨ (ਫ਼ਿਲਮ)	New Moon – Bis(s) zur Mittagsstunde
ਹੋਪੀ	Hopi
ਸਿੱਕਰੀ	Hautschuppe
ਮਾਦੀਰਾ ਦਰਿਆ	Rio Madeira
ਆਰਕਾਈਵ	ArXiv
ਕਾਲਾ ਦਰਿਆ (ਐਮਾਜ਼ਾਨ)	Rio Negro (Amazonas)
ਅਕਾਲ ਤਖ਼ਤ	Akal Takht
ਹਾਵਰਡ ਜਿਨ	Howard Zinn
ਪੀਐਰੇ ਫ਼ਲੋਟ	Pierre Flote
ਸੂਰਜੀ ਭਾਂਬੜ	Sonneneruption
ਪੁਸ਼ਯਮਿਤਰ ਸ਼ੁੰਗ	Pushyamitra Shunga
ਗੈਸਟ੍ਰੋਐਂਟਰਾਲੋਜੀ	Gastroenterologie
ਪੇਰਮੇਤ ਜਿਲਾ	Kreis Përmet
ਬਲਖ਼ ਸੂਬਾ	Balch (Provinz)
ਮਸ਼ਹਦ	Maschhad
ਨਰਸਿੰਗ	Gesundheits- und Krankenpflege
ਬੁਨਿਆਦੀ ਢਾਂਚਾ	Infrastruktur
ਜੇਹਲਮ	Jhelam (Stadt)
ਪ੍ਰੋਫੈਸਰ	Professur
ਸਹਿਜੀਵਨ	Symbiose
ਫ਼ਰਾਂਸੀਸੀ ਲੋਕ	Franzosen
ਈਰੋਸ	Eros (Mythologie)
ਖੁਲੀਓ ਈਗਲੇਸੀਆਸ	Julio Iglesias
ਨਿਤੀਸ਼ ਕੁਮਾਰ	Nitish Kumar
ਏਲੀ ਡੂਕੌਮੁਨ	Élie Ducommun
ਰੋਬਿਨ ਹੁੱਡ	Robin Hood
ਜ਼ਾਈਲਮ	Xylem
ਸਵੀਡਨੀ ਕਰੋਨਾ	Schwedische Krone
ਕੈਰੋ ਰੋਡ	Carrow Road
ਫ਼ੈਲਿਕਸ ਬਲੋਕ	Felix Bloch
ਹੁਲਦਰਿਚ ਜ਼ਵਿੰਗਲੀ	Huldrych Zwingli
ਮੁਹੰਮਦ ਮੁਸੱਦਕ	Mohammad Mossadegh
ਗਿੱਧ	Geier (Vogel)
ਜੌਂ ਪੀਆਜੇ	Jean Piaget
ਪੋਲੈਂਡੀ ਜ਼ਵੋਤੀ	Złoty
ਫਰਾਂਸਿਸ ਕ੍ਰਿਕ	Francis Crick
ਕੂਕੇਸ ਜ਼ਿਲਾ	Kreis Kukës
ਰਿਪਬਲਿਕ (ਪਲੈਟੋ)	Politeia
ਕੁਲੀਨਰਾਜ	Aristokratie
ਕਾਢ	Erfindung
ਕੂਰਬਿਨ ਜ਼ਿਲਾ	Kreis Kurbin
ਤਰੋਪੋਜੇ ਜ਼ਿਲਾ	Kreis Tropoja
ਐਮੀ ਇਨਾਮ	Emmy
ਮੁਗਲਾ ਸੂਬਾ	Muğla (Provinz)
ਸਟੈੱਪ	Steppe
ਜ਼ਕਾਤ	Zakāt
ਸਾਪੇਖ ਕਾਂਤੀਮਾਨ	Scheinbare Helligkeit
ਧਰਤੀ ਦਿਵਸ	Tag der Erde
ਹਿੰਸਾ	Gewalt
ਤੀਖ਼ਵਾਨਾ	Tijuana
ਸਲੰਮਡਾਗ ਮਿਲਿਓਨੀਅਰ	Slumdog Millionär
ਵਿਕਤੋਰ ਖਾਰਾ	Víctor Jara
ਐਡਵਰਡ ਝੀਲ	Eduardsee
ਪੁਐਬਲਾ, ਪੁਐਬਲਾ	Heroica Puebla de Zaragoza
ਇਗਦੀਰ ਸੂਬਾ	Iğdır (Provinz)
ਗਿੱਦੜ	Schakal
ਐਲਬਰਟ ਝੀਲ (ਅਫ਼ਰੀਕਾ)	Albertsee
ਕੀਵੂ ਝੀਲ	Kiwusee
ਪੌਣਪਾਣੀ ਤਬਦੀਲੀ	Klimawandel
ਅਲਬਾਨੀਆਈ ਲੇਕ	Albanischer Lek
ਪੈਂਡਾ	Abstand
ਇਰਾਨੀ ਇਨਕਲਾਬ	Islamische Revolution
ਵੁਲਵਰਹੈਂਪਟਨ	Wolverhampton
ਕੋਬਾਨੀ	Ain al-Arab
ਥਾਮਸ ਪੇਨ	Thomas Paine
ਵਿਸ਼ਵ ਬੈਡਮਿੰਟਨ ਫੈਡਰੇਸ਼ਨ	Badminton World Federation
ਪਾਸਾਰਰਹਿਤ ਮਾਤਰਾ	Dimensionslose Größe
ਕਾਨੂੰਨ ਦਾ ਦਰਸ਼ਨ	Rechtsphilosophie
ਮਿਨਰਵਾ	Minerva
ਕਾਰਸ	Kars
ਬੀਲਬਾਓ ਲਲਿਤ ਕਲਾਵਾਂ ਅਜਾਇਬ ਘਰ	Museo de Bellas Artes de Bilbao
ਕੈ	Erbrechen
ਲੋਲਿਤਾ	Lolita (Roman)
ਫ਼ਰੈਂਕ ਜ਼ਾਪਾ	Frank Zappa
ਸ਼ਾਰਲਟ ਬਰੌਂਟੇ	Charlotte Brontë
ਬਹਾਦੁਰ ਸ਼ਾਹ ਜ਼ਫ਼ਰ	Bahadur Shah II.
ਆਲੀਆਂਜ਼ ਖ਼ੀਵੀਏਖ਼ਾ	Allianz Riviera
ਸਿਆਹੀ	Tinte
ਆਲੀਆਂਸ ਆਰੇਨਾ	Allianz Arena
ਵੈਕਿਊਲ	Vakuole
ਮੋਤੀਆਬਿੰਦ	Katarakt (Medizin)
ਅਮਰੀਕਾ ਦੀ ਆਜ਼ਾਦੀ ਦੀ ਘੋਸ਼ਣਾ	Unabhängigkeitserklärung der Vereinigten Staaten
ਸਹਿਯੋਜਕੀ ਜੋੜ	Atombindung
ਆਤਿਸ਼ਬਾਜ਼ੀ	Feuerwerk
ਸੂਖਮ ਛੱਲ	Mikrowellen
ਜਿਓਰਜਿਓ ਵਾਸਾਰੀ	Giorgio Vasari
ਅਮੂਰਤ ਕਲਾ	Abstrakte Kunst
ਲੇਵੀ ਸਤਰੋਸ	Claude Lévi-Strauss
ਸਰਬ ਅਧਿਕਾਰਵਾਦ	Totalitarismus
ਕਿਊਬਾਈ ਮਿਜ਼ਾਈਲ ਸੰਕਟ	Kubakrise
ਅਗਾਮੈਮਨੌਨ	Agamemnon
ਮੁਹੰਮਦ ਰਜ਼ਾ ਪਹਿਲਵੀ	Mohammad Reza Pahlavi
ਐੱਫ਼. ਸੀ. ਪੋਰਤੋ	FC Porto
ਛਾਰਲ ਪੇਰੋ	Charles Perrault
ਵੈਂਬਲੀ ਸਟੇਡੀਅਮ	Wembley-Stadion (2007)
ਗ੍ਰਾਹਮ ਗ੍ਰੀਨ	Graham Greene
ਛਾਤੀ ਦਾ ਕੈਂਸਰ	Brustkrebs
ਲੇਸ	Viskosität
ਵਿਅੰਗ	Satire
ਸਟਾਨਿਸਲਾਓ ਕੈਨਿਜਾਰੋ	Stanislao Cannizzaro
ਅਰਾਫ਼ੁਰਾ ਸਮੁੰਦਰ	Arafurasee
ਦੇਲੀ ਬਲਿੰਦ	Daley Blind
ਬਾਇਓ ਬਾਲਣ	Biokraftstoff
ਭੁਪਾਲ ਗੈਸ ਕਾਂਡ	Katastrophe von Bhopal
ਭਾਰਤ ਦੀ ਵੰਡ	Teilung Indiens
ਮਿਥੁਨ	Zwillinge (Tierkreiszeichen)
ਲਾਰਵਾ	Larve
ਬਰਤਾਨਵੀ ਰਾਜ	Britisch-Indien
ਹੀਊ ਜੈਕਮੈਨ	Hugh Jackman
ਹਰਟ ਆਫ਼ ਡਾਰਕਨੈਸ	Herz der Finsternis
ਕੌਮੀ ਜਮਹੂਰੀ ਗਠਜੋੜ	National Democratic Alliance (Indien)
ਆਮ ਆਦਮੀ ਪਾਰਟੀ	Aam Aadmi Party
ਭਾਰਤ ਦਾ ਪਹਿਲਾ ਆਜ਼ਾਦੀ ਸੰਗਰਾਮ	Indischer Aufstand von 1857
ਅਤਲਸ ਪਹਾੜ	Atlas (Gebirge)
ਲੰਡਨ ਬ੍ਰਿਜ	London Bridge
ਮੈਕਬਥ	Macbeth (Shakespeare)
ਬਾਰਟੋਲੋਮੀਉ ਡਿਆਸ	Bartolomeu Dias
ਮਜ਼ਾਰ-ਏ-ਸ਼ਰੀਫ਼	Masar-e Scharif
ਅਰਮੀਨੀਆਈ ਦਰਾਮ	Armenischer Dram
ਲਕਸਰ	Luxor
ਹੀਅਰੋਨੀਮਸ ਬੌਸ਼	Hieronymus Bosch
ਜਾਕ ਦੇਰੀਦਾ	Jacques Derrida
ਜਿਬਰਾਲਟਰ ਕਰਾਨਿਕਲ	Gibraltar Chronicle
ਬੀਂਡਾ	Singzikaden
ਡੀਜੇ	DJ
ਮਾਨਾਕੇਮ ਬੇਗਿਨ	Menachem Begin
ਈਡੀਪਸ	Ödipus
ਗਲਫ਼ ਸਟ੍ਰੀਮ	Golfstrom
ਡੇਲੀਆ	Dahlien
ਓਕੈਮ ਦਾ ਪਤੱਰਾ	Ockhams Rasiermesser
ਪ੍ਰਤੱਖਵਾਦ	Positivismus
ਚੈੱਕ ਕੋਰੂਨਾ	Tschechische Krone
ਪਾਲ ਕਰੂਗਮੈਨ	Paul Krugman
ਐਨਾ ਕੋਰਨੀਕੋਵਾ	Anna Sergejewna Kurnikowa
ਹੈਨਰੀ ਡੇਵਿਡ ਥੋਰੋ	Henry David Thoreau
ਵੈਲਡਿੰਗ	Schweißen
ਪ੍ਰੋਪੇਨ	Propan
ਹਰਡ ਟਾਪੂ ਅਤੇ ਮੈਕਡਾਨਲਡ ਟਾਪੂ	Heard und McDonaldinseln
ਪਾਏਦਾਰ ਵਿਕਾਸ	Nachhaltige Entwicklung
ਥਾਈਲੈਂਡ ਦੀ ਖਾੜੀ	Golf von Thailand
ਦੱਖਣੀ ਤਰਾਵਾ	South Tarawa
ਕਾਰਲ ਲੂਈਸ	Carl Lewis
ਸ਼ਿਕਾਗੋ ਯੂਨੀਵਰਸਿਟੀ	University of Chicago
ਬੌਧਿਕ ਸੰਪਤੀ	Geistiges Eigentum
ਬੋਫ਼ੋਰ ਸਮੁੰਦਰ	Beaufortsee
ਰਵਾਂਡਾਈ ਨਸਲਕੁਸ਼ੀ	Völkermord in Ruanda
ਹਿਮਸ	Homs
ਇਜ਼ਰਾਇਲੀ ਨਵਾਂ ਸ਼ੇਕਲ	Schekel
ਜਾਰਜ ਐਲੀਅਟ	George Eliot
ਪੰਡੋਰਾ	Pandora
ਨਿਸ਼ਾਪੁਰ	Nischapur
ਜ਼ੁਲਫਿਕਾਰ ਅਲੀ ਭੁੱਟੋ	Zulfikar Ali Bhutto
ਨਮੀਬ ਮਾਰੂਥਲ	Namib (Wüste)
ਮੁਸ ਪ੍ਰਾਂਤ	Muş (Provinz)
ਸੰਵਾਦ	Dialog
ਖ਼ਿਲਾਫ਼ਤ	Kalifat
ਤਿਮੋਰ ਸਮੁੰਦਰ	Timorsee
ਲਕਸ਼ਮੀ	Lakshmi
ਆਈਸਲੈਂਡੀ ਕਰੋਨਾ	Isländische Krone
ਸਿਰਨਾਕ	Şırnak
ਐੱਸ. ਐੱਲ. ਬੇਨਫ਼ੀਕਾ	Benfica Lissabon
ਕਿਸਾਨ	Landwirt
ਬਾਲ ਸਾਹਿਤ	Kinderbuch
ਭਾਰਤੀ ਸੂਬੇ ਅਤੇ ਕੇਂਦਰੀ ਸ਼ਾਸ਼ਤ ਪ੍ਰਦੇਸ	Liste der Bundesstaaten und Unionsterritorien in Indien
ਸੁਲ੍ਹਾਨਾਮਾ	Völkerrechtlicher Vertrag
ਪੋਸਤ	Schlafmohn
ਰੋਮਾਨੀਆਈ ਲਿਊ	Rumänischer Leu
ਧਨਾਢਰਾਜ	Plutokratie
ਦ ਪ੍ਰਿੰਸ	Der Fürst
ਬਿਟਕੌਇਨ	Bitcoin
ਹੈਪਾਟਾਈਟਸ	Hepatitis
ਮਹੱਤਮ ਸਾਂਝਾ ਭਾਜਕ	Größter gemeinsamer Teiler
ਚੀਨੀ ਨਵਾਂ ਸਾਲ	Chinesisches Neujahrsfest
ਵਹਿਰਾਨ	Oran
ਵਿਚਾਰ	Idee
ਆਸਟਰੀਆਈ ਸਲਤਨਤ	Kaisertum Österreich
ਚਾਬੀ	Schlüssel
ਘਾਹ ਦੀਆਂ ਪੱਤੀਆਂ	Grashalme
ਕਾਲ਼ੀ ਮਾਤਾ	Kali (Göttin)
ਸਾਨੀਆ ਮਿਰਜ਼ਾ	Sania Mirza
ਮਨੋਕਥਾ	Fantasy
ਆਯੁਰਵੇਦ	Ayurveda
ਵਿਕਸਿਤ ਦੇਸ਼	Industriestaat
ਫਰਮਾ ਦੀ ਆਖਰੀ ਥਿਓਰਮ	Großer fermatscher Satz
ਅਮਰਤਿਆ ਸੇਨ	Amartya Sen
ਪਰੋਲਤਾਰੀਆ	Proletariat
ਜੀਰਾ	Kreuzkümmel
ਨਾਰਵੇਈ ਕਰੋਨਾ	Norwegische Krone
ਬਾਖ਼ਤਰ	Baktrien
ਜਮਨਾ ਦਰਿਆ	Yamuna
ਅਰਬੀਲ	Erbil
ਥਾਮਸ ਹਾਰਡੀ	Thomas Hardy (Schriftsteller)
ਕੈਲੀਫ਼ੋਰਨੀਆ ਦੀ ਖਾੜੀ	Golf von Kalifornien
ਦੌਆਲਾ	Douala
ਘਰਘੀਣ	Sphecidae
ਗਰੀਨਲੈਂਡ ਸਮੁੰਦਰ	Grönlandsee
ਓਲੰਪੀਕ ਡ ਮਾਰਸੇਈ	Olympique Marseille
ਬੁਸ਼ਹਿਰ ਸੂਬਾ	Buschehr (Provinz)
ਤਕਲਾਮਕਾਨ ਮਾਰੂਥਲ	Taklamakan
ਉਪ-ਸਹਾਰਵੀ ਅਫ਼ਰੀਕਾ	Subsahara-Afrika
ਵਲਾਦੀਮੀਰ ਮਾਇਕੋਵਸਕੀ	Wladimir Wladimirowitsch Majakowski
ਸ਼ੋਥਾ ਰੁਸਥਾਵੇਲੀ	Schota Rustaweli
ਯੋਮ ਕੀਪੂਰ	Jom Kippur
ਡਾਇਆਸਪੋਰਾ	Diaspora
ਲਾਤਵੀਆਈ ਲਾਤਸ	Lats
ਸਿਲਵੀਆ ਪਲੈਥ	Sylvia Plath
ਪੈਰਿਸ ਕਮਿਊਨ	Pariser Kommune
ਭਾਰਤ ਦਾ ਇਤਿਹਾਸ	Geschichte Indiens
ਵਹਿਮ-ਭਰਮ	Aberglaube
ਸਕੁਐਸ਼ (ਖੇਡ)	Squash
ਮੁਸਲਿਮ ਬ੍ਰਦਰਹੁੱਡ	Muslimbrüder
ਢੂੰਹੀ	Rücken
ਕਬੀਲਾ	Volksstamm
ਸ਼ੈਤਾਨੀ ਧਰਮ	Satanismus
ਸੇਪੂਕੂ	Seppuku
ਰਾਬਾਈ	Rabbiner
ਸਨ ਸੀਰੋ (ਸਟੇਡੀਅਮ)	Giuseppe-Meazza-Stadion
ਅਲਤਾਮਿਰਾ ਦੇ ਗੁਫਾ	Höhle von Altamira
ਨੰਗਬੀਜੀ ਬੂਟਾ	Nacktsamige Pflanzen
ਏ ਹਿਸਟਰੀ ਆਫ਼ ਵੈਸਟਰਨ ਫਿਲਾਸਫੀ	Philosophie des Abendlandes
ਪਲੇਗ (ਰੋਗ)	Pest
ਧਰਤ-ਗੋਲ਼ਾ	Globus
ਸ਼ਾਹਮੁਖੀ ਲਿਪੀ	Shahmukhi
ਕੰਨਿਆ	Jungfrau (Tierkreiszeichen)
ਜੇ (ਸਿਰਿਲਿਕ)	Ј
ਪੌਪ ਕਲਾ	Pop Art
ਬਿਊਟੇਨ	N-Butan
ਪੋਲੋ	Polo (Sport)
ਵਰਗ ਮੂਲ	Quadratwurzel
ਫੇਨੂਰਡ	Feyenoord Rotterdam
ਕੁਰਦਿਸਤਾਨ ਸੂਬਾ	Kordestān
ਤੱਕੜੀ (ਰਾਸ਼ੀ)	Waage (Tierkreiszeichen)
ਵ੍ਰਸਚਿਕ	Skorpion (Tierkreiszeichen)
ਮਰਕਜ਼ੀ ਸੂਬਾ	Markazi
ਗੁਰੂਤਾਕਰਸ਼ਣ ਦਾ ਸਰਵ-ਵਿਅਾਪੀ ਨਿਯਮ	Newtonsches Gravitationsgesetz
ਬੋਰ ਸਈਦ	Port Said
ਲਿਪਾਂਤਰਨ	Transliteration
ਸੇਂਟ ਲਾਰੰਸ ਦਰਿਆ	Sankt-Lorenz-Strom
ਪਿਤਾ ਦਿਵਸ	Vatertag
ਕਾਰਬੌਕਸਿਲੀ ਤਿਜ਼ਾਬ	Carbonsäuren
ਸ਼ੈਮਪੇਨ	Champagner
ਡੈਨੀ ਬੋਏਅਲ	Danny Boyle
ਸੀ.ਐੱਨ. ਬੁਰਜ	CN Tower
ਖਾਵੀਏਰ ਬਾਰਦੇਮ	Javier Bardem
ਤਾਰਾਸ ਸ਼ੇਵਚੈਨਕੋ	Taras Schewtschenko
ਜਾਨ ਕਾਰਨਫੋਰਥ	John W. Cornforth
ਭਾਰਤ ਦੀਆਂ ਬੋਲੀਆਂ	Sprachen Indiens
ਏਰਜਿੰਕਾਨ	Erzincan
ਕਾਦਰੀ ਸਿਲਸਿਲਾ	Qādirīya
ਚਿਸ਼ਤੀ ਸੰਪਰਦਾ	Chishtiyya
ਜਰਮੀਨਲ (ਨਾਵਲ)	Germinal (Roman)
ਬੋਲਸ਼ੋਈ ਥੀਏਟਰ ਮਾਸਕੋ	Bolschoi-Theater
ਫੌਰਸ ਇੰਡੀਆ	Force India
ਜ਼ੇਡੀ ਸਮਿਥ	Zadie Smith
ਜੌਨ ਡਨ	John Donne
ਕਾਚੀਨ ਸੂਬਾ	Kachin-Staat
ਅਲੈਕਸੀ ਦ ਤੋਕੂਵੀਲ	Alexis de Tocqueville
ਐਡਵਰਡ ਬੀ ਟਾਇਲਰ	Edward Tylor
ਖੁੱਲ੍ਹੀ ਕਵਿਤਾ	Freier Vers
ਜੁਲੀਅਸ ਫਿਊਚਕ	Julius Fučík (Autor)
ਸਾਓ ਫ਼ਰਾਂਸਿਸਕੋ ਦਰਿਆ	Rio São Francisco
ਜਮਰੌਦ	Jamrud
ਅਰਬ ਜਗਤ	Arabische Welt
ਜ਼ੋਹਰਾ ਸਹਿਗਲ	Zohra Segal
ਰੱਬ ਦਾ ਰਾਜ ਤੁਹਾਡੇ ਅੰਦਰ ਹੈ	Das Himmelreich in euch
ਅੰਟੂ ਦਿਸ ਲਾਸਟ	Unto This Last
ਛਾਪਾਖ਼ਾਨਾ	Druckpresse
ਮਹਾਸ਼ਵੇਤਾ ਦੇਵੀ	Mahasweta Devi
ਤੁਗ਼ਰਿਲ ਬੇਗ	Tughrul Beg
ਉਸਤਾਦ ਜ਼ਾਕਿਰ ਹੁਸੈਨ	Zakir Hussain (Musiker)
ਜ਼ਾਕਿਰ ਹੁਸੈਨ	Zakir Hussain (Politiker)
ਲਿਊਡਮਿਲਾ ਪੈਵਲਿਚੇਨਕੋ	Ljudmila Michailowna Pawlitschenko
ਮਹਾਨ ਵਿਕਟੋਰੀਆ ਮਾਰੂਥਲ	Große Victoria-Wüste
ਸਾਰਕ	Südasiatische Vereinigung für regionale Kooperation
ਵਨ ਡਾਇਰੈਕਸ਼ਨ	One Direction
ਮੀਰੀਆਮ ਮਾਕੇਬਾ	Miriam Makeba
ਮਕੋ	Schwarzer Nachtschatten
ਨੂਤਨ	Nutan
ਡੋਮੇਨ (ਜੀਵ-ਵਿਗਿਆਨ)	Domäne (Biologie)
ਅਪਰਾਧਿਕ ਕਾਨੂੰਨ	Strafrecht
ਜ਼ਨਜਾਨ ਸੂਬਾ	Zandschan (Provinz)
ਕੁਬਤੀ ਲੋਕ	Kopten
ਸਹਿ ਧੁਨੀ	Allophon
ਮੋਇਆਂ ਦੀ ਜਾਗ	Auferstehung (Tolstoi)
ਅਜੇ ਦੇਵਗਨ	Ajay Devgan
ਜ਼ੰਸਕਾਰ ਦਰਿਆ	Zanskar (Fluss)
ਮਨਿਸਾ	Manisa
੧੯੦੦ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Olympische Sommerspiele 1900/Teilnehmer (Britisch-Indien)
ਕਾਜੋਲ	Kajol
ਸ਼ੰਖਪੁਸ਼ਪੀ	Winden (Gattung)
ਜਾਦੂਈ ਯਥਾਰਥਵਾਦ	Magischer Realismus
ਗੇਂਦਾ	Tagetes
ਬੋਧ ਵਿਗਿਆਨ	Kognitionswissenschaft
੧੯੨੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Olympische Sommerspiele 1928/Teilnehmer (Indien)
੧੯੩੬ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Olympische Sommerspiele 1936/Teilnehmer (Indien)
ਲਿਵਰ ਸਿਰੋਸਿਸ	Leberzirrhose
ਅੰਨਾ ਕਾਰੇਨੀਨਾ	Anna Karenina
ਜ਼ਾਰੀਆ	Zaria
ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ	Shiromani Akali Dal
ਸੁਬਰਾਮਨੀਅਮ ਚੰਦਰਸ਼ੇਖਰ	Subrahmanyan Chandrasekhar
ਓਸ਼ੋ	Osho
ਲਾਜਵੰਤੀ	Mimose
ਕਬੱਡੀ	Kabaddi
ਰਾਜਾ ਈਡੀਪਸ	König Ödipus
ਜ਼ੇ (ਸਿਰਿਲਿਕ)	З
ਗੁਰੂ ਦੱਤ	Guru Dutt
ਜ਼ਿਲ੍ਹਾ	Distrikt
ਕੈਲਕੂਲਸ	Infinitesimalrechnung
ਜਮਨਾ ਦਰਿਆ (ਬੰਗਲਾਦੇਸ਼)	Jamuna
ਬਾਕਸਰ ਬਗ਼ਾਵਤ	Boxeraufstand
ਅੰਮ੍ਰਿਤਾ ਸ਼ੇਰਗਿਲ	Amrita Sher-Gil
ਫ਼ਲੋਰਸ ਸਾਗਰ	Floressee
ਜ਼ੀਲੈਂਡੀਆ (ਮਹਾਂਦੀਪ)	Zealandia
ਅਲੈਗਜ਼ੈਂਡਰ ਦੁਬਚੇਕ	Alexander Dubček
ਮਿੱਗ 21	Mikojan-Gurewitsch MiG-21
